archetype	class	feature	type	level	replaces	text	source	url
River Rat	Rogue	Class Skills			the rogue’s class skills	A river rat gains Knowledge (nature) as a class skill instead of Knowledge (dungeoneering).<br>This alters the rogue’s class skills.	Ultimate Wilderness pg. 76	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=River%20Rat
River Rat	Rogue	Swamper	Ex	1	trapfinding	At 1st level, a river rat gains a bonus equal to half her rogue level on Swim checks (minimum +1).<br>A river rat ignores difficult terrain caused by light undergrowth and shallow bogs, and it costs her only 2 squares of movement to enter a square of deep bog or heavy undergrowth, rather than 4 squares of movement. She takes no penalty on Acrobatics or Stealth checks for being in bogs and undergrowth. All of these abilities apply only when she is wearing light or no armor and carrying no more than a light load.<br>This replaces trapfinding.	Ultimate Wilderness pg. 76	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=River%20Rat
River Rat	Rogue	Rat’s Resilience	Ex	3	trap sense	A river rat is inured to dangers presented by disease-carrying parasites, poisonous fish, and other toxic river denizens. At 3rd level, a river rat gains a +1 bonus on saving throws against disease and poison effects. This bonus increases by 1 every 3 levels thereafter, to a maximum bonus of +6 at 18th level.<br>This replaces trap sense.	Ultimate Wilderness pg. 76	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=River%20Rat
River Rat	Rogue	Rogue Talents				The following rogue talents complement the river rat archetype: camouflage, hold breath, rogue crawl, stand up, strong stroke, survivalist.	Ultimate Wilderness pg. 76	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=River%20Rat
River Rat	Rogue	Advanced Talents				The following advanced rogue talents complement the river rat archetype: hide in plain sight, opportunist, skill mastery, stealthy sniper.	Ultimate Wilderness pg. 76	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=River%20Rat
Roof Runner	Rogue	Roof Running	Ex	1	trapfinding	At 1st level, a roof runner becomes entirely adept at moving across the tops of buildings, spires, and similar locations. Provided she is wearing light armor or no armor, the roof runner can move at full speed while traveling across the tops of buildings or similar structures, and takes no penalties on any Dexterity-based Skill checks or Reflex saves that might be incurred from moving about on a roof. This ability replaces trapfinding.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Roof%20Runner
Roof Runner	Rogue	Tumbling Descent	Ex	2	trap sense	At 2nd level, a roof runner can use her acrobatics skill to attempt a rapid descent from a rooftop or another surface, ricocheting against another surface and then diving through an opening (such as a balcony or window) directly below. So long as she has at least two surfaces no farther than 10 feet apart to bounce against, she can ricochet her body back from one to the next, descending great distances with a single check. The DC is 10 + 5 for every additional 10-foot increment descended beyond the initial 10 feet dropped. If she fails, she falls the full distance. This ability replaces trap sense.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Roof%20Runner
Roof Runner	Rogue	Rogue Talents				The following rogue talents complement the roof runner archetype: expert leaper, ledge walker, nimble climber, stand up, and terrain mastery*.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Roof%20Runner
Roof Runner	Rogue	Advanced Talents				The following advanced rogue talent complements the roof runner archetype: fast tumble.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Roof%20Runner
Rotdrinker	Rogue	Poison Resistance	Ex	2	evasion	At 2nd level, a rotdrinker gains a +2 bonus on saving throws against all poisons. This bonus increases to +4 at 8th level.<br>This replaces evasion.	Potions and Poisons pg. 12	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Rotdrinker
Rotdrinker	Rogue	Unnatural Ingestion	Ex	4	improved uncanny dodge and uncanny dodge	At 4th level, a rotdrinker gains immunity to all ingested poisons, including poisons that are converted to or considered ingested poisons (such as a poison converted to an ingested poison using the alchemist’s poison conversion discovery).<br>Further, when the rotdrinker ingests an ingested poison, she gains a number of temporary hit points equal to half her rogue level. These temporary hit points stack with temporary hit points from other effects, and they last until they are lost or for a number of rounds equal to the rotdrinker’s rogue level, whichever comes first.<br>Additionally, the rotdrinker gains benefits from the ingested poisons that she ingests depending on the poison’s details, as explained below. A rotdrinker can gain hit points and additional benefits from only one ingested poison at a time. If she ingests another poison while she has temporary hit points and additional benefits from another poison, the previous temporary hit points and benefits are lost. At 8th level, the temporary hit points and additional benefits last for a number of minutes equal to the rotdrinker’s rogue level.<br>Ingested poisons provide an alchemical bonus equal to the number of consecutive saving throws required to cure the poison (for example, lich dust provides a +2 bonus). An ingested poison that affects Strength, Dexterity, or Constitution grants this bonus on the rotdrinker’s damage rolls and Fortitude saving throws. An ingested poison that affects Intelligence, Wisdom, or Charisma instead grants this bonus on the rotdrinker’s attack rolls and Will saving throws. An ingested poison that does not affect any ability scores (such as oil of taggit) grants this bonus to the rotdrinker’s AC. If an ingested poison falls into more than one of these categories, the rotdrinker chooses which benefit she receives at the time of ingestion.<br>This replaces improved uncanny dodge and uncanny dodge.	Potions and Poisons pg. 12	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Rotdrinker
Sanctified Rogue	Rogue	Divine Purpose	Su	4	uncanny dodge	At 4th level, the favor of a deity or religious institution grants a special blessing on a sanctified rogue, shoring up some of her weaknesses. She gains a +1 sacred bonus on Fortitude and Will saving throws. This ability replaces uncanny dodge.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sanctified%20Rogue
Sanctified Rogue	Rogue	Divine Epiphany	Su	8	improved uncanny dodge	At 8th level, once per day, a sanctified rogue can peer into the immediate future and predict the results of a specific action as if she had cast an augury spell. The caster level of this spell is equal to the sanctified rogue’s rogue class level. This ability replaces improved uncanny dodge.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sanctified%20Rogue
Sanctified Rogue	Rogue	Rogue Talents				The following rogue talents complement the sanctified rogue archetype: esoteric scholar*, major magic, and minor magic.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sanctified%20Rogue
Sanctified Rogue	Rogue	Advanced Talents				The following advanced rogue talents complement the sanctified rogue archetype: feat and skill mastery.	Ultimate Combat pg. 74	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sanctified%20Rogue
Sapper	Rogue	Destructive Dismantle	Ex		trapfinding	A sapper is able to quickly breach obstacles. Using a combination of engineering, explosives, alchemical reagents, and sheer bloodymindedness, she can deal up to 10 points of damage per sapper level upon an object once per day, ignoring the object’s hardness. She might crack open a stone wall with an explosive charge, or collapse a ceiling by tunneling through its supports. This ability requires 1d4+1 hours of preparation, so it can be used only on immobile and unresisting objects. This ability replaces trapfinding.	Dungeoneer's Handbook pg. 21	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sapper
Sapper	Rogue	Sapping	Ex	2	her 2nd-level rogue talent	At 2nd level, a sapper gains a +4 bonus on Perception or Disable Device checks to find or disable traps. She also grants a +4 bonus when using the aid another action to assist with Strength checks to lift gates, bend bars, or force open doors. However, the sapper is focused, so it takes her a full-round action to complete any aid another action. This ability replaces her 2nd-level rogue talent.	Dungeoneer's Handbook pg. 21	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sapper
Sapper	Rogue	Fence	Ex	4	her 4thlevel rogue talent	At 4th level, a sapper loots a dungeon or other adventuring complex of its mundane goods and sells them to her various contacts. These mundane goods include things like brass fittings, stewpots, scrap metal, and so on. The sapper automatically loots this junk while in the dungeon, and must spend 24 uninterrupted hours selling the objects in town. She shares a portion of the proceeds with the adventurers; the amount typically equals 1d10 gp per sapper level per dungeon. This ability replaces her 4thlevel rogue talent.	Dungeoneer's Handbook pg. 21	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sapper
Scout	Rogue	Scout’s Charge	Ex	4	uncanny dodge	At 4th level, whenever a scout makes a charge, her attack deals sneak attack damage as if the target were flat-footed. Foes with uncanny dodge are immune to this ability. This ability replaces uncanny dodge.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scout
Scout	Rogue	Skirmisher	Ex	8	improved uncanny dodge	At 8th level, whenever a scout moves more than 10 feet in a round and makes an attack action, the attack deals sneak attack damage as if the target was flat-footed. If the scout makes more than one attack this turn, this ability only applies to the first attack. Foes with uncanny dodge are immune to this ability. This ability replaces improved uncanny dodge.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scout
Scout	Rogue	Rogue Talents				The following rogue talents complement the scout archetype: assault leader, camouflage, cunning trigger, survivalist, and trap spotter*.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scout
Scout	Rogue	Advanced Talents				The following advanced rogue talents complement the scout archetype: hunter’s surprise, skill mastery*, and stealthy sniper.	Advanced Player's Guide pg. 134	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scout
Scroll Scoundrel	Rogue	Fast Talker	Ex	2	the rogue’s 2nd-level rogue talent	At 2nd level, a scroll scoundrel’s penalty on Bluff checks that are unlikely, farfetched, or impossible to achieve is reduced by 5. When he makes a Diplomacy check to adjust a creature’s starting attitude, he gains a +3 competence bonus on the skill check. This ability replaces the rogue’s 2nd-level rogue talent.	Pathfinder Society Field Guide pg. 27	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scroll%20Scoundrel
Scroll Scoundrel	Rogue	Adaptive Learning	Ex	3	trap sense	At 3rd level, a scroll scoundrel gains a +1 bonus on saving throws against abilities and spells he has already successfully saved against within the past minute (even if the spells or abilities in question were used by different creatures). This bonus increases by +1 when the scroll scoundrel reaches 6th level, and by an additional +1 for every three levels thereafter, to a maximum of +6 at 18th level. This ability replaces trap sense.	Pathfinder Society Field Guide pg. 27	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scroll%20Scoundrel
Scroll Scoundrel	Rogue	Pay it Back	Ex	4	uncanny dodge	At 4th level, a scroll scoundrel receives a +1 bonus on attack rolls and weapon damage rolls against foes who made melee attacks against him in the previous round. This bonus increases to +2 at 10th level. This ability replaces uncanny dodge.	Pathfinder Society Field Guide pg. 27	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scroll%20Scoundrel
Scroll Scoundrel	Rogue	Elusive Gambit	Ex	6	improved uncanny dodge	At 6th level, a scroll scoundrel’s movement can leave a foe off-balance. If a scroll scoundrel provokes an attack of opportunity by moving past an opponent and that opponent then misses with the attack, that foe is considered to be flat-footed against the scroll scoundrel’s next melee attack, provided that melee attack comes within 1 round of the missed attack of opportunity. This ability replaces improved uncanny dodge.	Pathfinder Society Field Guide pg. 27	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scroll%20Scoundrel
Scroll Scoundrel	Rogue	Spot Weakness	Ex	10	the scroll scoundrel’s 10th-level rogue talent	At 10th level, a scroll scoundrel can discover a weakness in his enemy’s defenses as a swift action. His next successful hit in the same round ignores 5 points of the foe’s damage reduction or hardness. At 15th level, he ignores the first 10 points, and at 20th level, the first 15 points. If the attack deals any sneak attack damage, he ignores all of the foe’s damage reduction or hardness for that attack. He cannot use this ability on foes that are immune to critical hits. This ability replaces the scroll scoundrel’s 10th-level rogue talent.	Pathfinder Society Field Guide pg. 27	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scroll%20Scoundrel
Sczarni Swindler	Rogue	Let Fate Decide	Ex	1	trapfinding	At 1st level, the Sczarni swindler can declare two different actions that rely on different types of rolls or checks, such as attacking a creature (an attack roll) or sneaking past the same creature (a Stealth check). As a standard action, the swindler then uses a random method to choose one of the declared activities, such as flipping a coin, rolling a die, or drawing a harrow card. The specific method doesn’t matter as long as there is an equal chance of either activity being chosen. If the swindler then performs the chosen activity within the next round, she gains a luck bonus on the roll type required for that activity—attack rolls with a specific weapon, a specific skill check, a specific ability check, or a specific saving throw—equal to half her rogue level (minimum +1) for 1 minute. If the swindler performs any other action (whether declared or not) in the round after using this ability, she becomes shaken for 1 minute instead. The swindler can use this ability a number of times per day equal to 3 + her Charisma modifier. This ability replaces trapfinding.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	Quicker Than the Eye	Ex	2	evasion	At 2nd level, when the Sczarni swindler uses Sleight of Hand, creatures take a penalty on their Perception checks equal to half the swindler’s class level to notice the attempt. The swindler also reduces the normal –20 penalty by an amount equal to her class level when attempting a Sleight of Hand check as a move action instead of as a standard action. Lastly, the swindler can draw hidden weapons or objects from her person as a move action instead of the usual standard action. This ability replaces evasion.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	Poker Face	Ex	3	trap sense	At 3rd level, the Sczarni swindler gains a +1 bonus on Bluff, Profession (gambler), and Sense Motive checks. This bonus increases by 1 for every 3 levels beyond 3rd. The Sczarni swindler can also attempt to feint against non-humanoid targets without penalty, though she still takes a –8 penalty on feint attempts against creatures with animal intelligence and she cannot feint against mindless creatures. This ability replaces trap sense.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	No Fool	Ex	4	uncanny dodge	At 4th level, the Sczarni swindler gains a +1 bonus on Will saving throws. This bonus increases by 1 for every 4 levels beyond 4th (to a maximum of +5 at 20th level). This ability replaces uncanny dodge.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	Cheat Fate	Ex	8	improved uncanny dodge	At 8th level, once per day, the Sczarni swindler can reroll any one d20 roll she has just made before the GM has revealed the result. She must take the result of the second roll, even if it is worse. The swindler can use this ability twice per day at 14th level, and three times per day at 20th. This ability replaces improved uncanny dodge.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	Rogue Talents				The following rogue talents complement the Sczarni swindler archetype: canny observerAPG, fast fingersAPG, hard to foolAPG, honeyed wordsAPG, major magic, and minor magic.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Sczarni Swindler	Rogue	Advanced Talents				The following advanced rogue talents complement the Sczarni swindler archetype: master of disguiseAPG, skill mastery, and slippery mind.	The Harrow Handbook pg. 13	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sczarni%20Swindler
Seeker of the Lost	Rogue	Arcana Breaker	Su	3	the 2nd-level rogue talent	Typically, only magical traps survive for long periods underwater, so a seeker of the lost specializes in noticing and disarming such traps. At 3rd level, a seeker of the lost gains a +1 competence bonus on Perception checks to notice magical traps and on Disable Device checks to disarm magical traps. This bonus increases by an additional +1 every 3 levels beyond 3rd (to a maximum of +6 at 18th level).<br>This ability replaces the 2nd-level rogue talent.	Blood of the Sea pg. 5	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Seeker%20of%20the%20Lost
Seeker of the Lost	Rogue	Underwater Striker	Ex	4	uncanny dodge	At 4th level, a seeker of the lost gains the ability to strike precisely underwater. When a seeker of the lost makes a sneak attack with a melee weapon, the damage is not halved for being made underwater, as is usually the case for attacks that deal slashing or bludgeoning damage or, if the rogue is offbalance, attacks that deal piercing damage (see Pathfinder Campaign Setting: Aquatic Adventures for more information about being off-balance). In addition, when a seeker of the lost makes a sneak attack with a melee weapon against a construct, she ignores any hardness the construct has.<br>This ability replaces uncanny dodge.	Blood of the Sea pg. 5	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Seeker%20of%20the%20Lost
Seeker of the Lost	Rogue	Wary Disarm	Ex	8	improved uncanny dodge	At 8th level, whenever a seeker of the lost attempts to disarm a trap using Disable Device, she does not spring the trap unless she fails by an amount equal to her rogue level or more. If she does set off a trap she was attempting to disarm, she doubles her trap sense bonus to avoid the trap.<br>This ability replaces improved uncanny dodge.	Blood of the Sea pg. 5	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Seeker%20of%20the%20Lost
Seeker of the Lost	Rogue	Rogue Talents				The following rogue talents complement the seeker of the lost archetype: canny observerAPG, strong strokeUC, terrain masteryUC (water), and trap spotter.	Blood of the Sea pg. 5	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Seeker%20of%20the%20Lost
Seeker of the Lost	Rogue	Advanced Talents				The following advanced rogue talents complement the seeker of the lost archetype: defensive roll, dispelling attack, and hide in plain sightUC (water).	Blood of the Sea pg. 5	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Seeker%20of%20the%20Lost
Shadow Scion	Rogue	Shadow Dweller	Ex	3	trapfinding	A shadow scion gains darkvision with a range of 30 feet and a +1 competence bonus on Stealth checks in dim light and darkness. If she already has darkvision, the range of her darkvision increases by 10 feet. At 3rd level, and every 2 levels thereafter, the range of her darkvision increases by 10 feet and her bonus on Stealth checks increases by 1.<br>This ability replaces trapfinding.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Shadow Strike		2	the rogue talent gained at 2nd level	At 2nd level, a shadow scion gains Shadow StrikeAPG as a bonus feat. A character using the unchained rogue class from Pathfinder RPG Pathfinder Unchained instead gains Blind-Fight as a bonus feat.<br>This ability replaces the rogue talent gained at 2nd level.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Shadow Step	Sp	8	the rogue talent gained at 8th level	At 8th level, a shadow scion can walk through the Shadow Plane and reappear elsewhere on the Material Plane as a standard action. The shadow scion can travel up to 30 feet per rogue level per day in this fashion, either in a single round or broken up across multiple shadow steps. This movement must be used in increments of at least 5 feet and does not provoke attacks of opportunity. Travel through the Shadow Plane is imprecise; when the shadow scion arrives back on the Material Plane, she reenters 1 square off target, as per the rules for thrown splash weapons. If this would place her in an occupied square, she instead arrives in the nearest safe location. When the shadow scion arrives on the Material Plane, she is cloaked in shadow and gains concealment as per the blur spell for 1 round.<br>This ability replaces the rogue talent gained at 8th level.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Shadow Speaker	Sp	14	the rogue talent gained at 14th level	At 14th level, a shadow scion can spend 1 minute meditating within a patch of dim light or darkness; at the end of the time, she can draw information from the shadows. This functions as commune with nature, except that it functions in any terrain to a radius of 100 feet per rogue level, and it cannot reveal information about any object or subject that is not currently in dim light or darkness. The shadow scion can use this ability once per day at 14th level and twice per day at 19th level.<br>This ability replaces the rogue talent gained at 14th level.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Shadow Master	Su	20	master strike	At 20th level, whenever a shadow scion is in an area of dim light, she gains DR 10/cold iron and a +2 luck bonus on all saving throws. In addition, whenever she confirms a critical hit against a foe that is in an area of dim light, that foe is blinded for 1d6 rounds.<br>This ability replaces master strike.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Rogue Talents				The following rogue talents complement the shadow scion archetype: false friendARG, fast stealth, slow reactions, surprise attack, and underhandedUC.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Scion	Rogue	Advanced Talents				The following advanced rogue talents complement the shadow walker archetype: hide in plain sightUC, improved evasion, slippery mind, and unwitting allyUC.	Legacy of the First World pg. 15	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Scion
Shadow Walker	Rogue	Expanded Sight	Su	1	trapfinding	At 1st level, a shadow walker gains darkvision with a range of 30 feet. If she already has darkvision, the range of her darkvision increases by 10 feet. When the shadow walker reaches 3rd level, and every 2 rogue levels thereafter, the range of her darkvision increases by 10 feet. Also at 3rd level, the shadow walker loses the light sensitivity weakness, if she has it. If she has light blindness, she instead treats it as light sensitivity.<br>This ability replaces trapfinding.	Blood of Shadows pg. 9	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Walker
Shadow Walker	Rogue	Illumination Control	Sp	3	the rogue talent gained at 2nd level and trap sense	At 3rd level, a shadow walker can manipulate nearby illumination. At the start of each day, a shadow walker gains a number of illumination points equal to half her rogue level and can spend illumination points to use certain spell-like abilities. As long as she has at least 1 illumination point, she can cast light at will. She can spend 2 illumination points to cast darkness, and 3 illumination points to cast daylight, deeper darkness, or motes of dusk and dawn (see page 28). These spell-like abilities have a caster level equal to the shadow walker’s rogue level. Using these spell-like abilities does not hamper the shadow walker’s vision; for example, she can see through the deeper darkness she creates, and does not take penalties for light sensitivity in the area of her own daylight.<br>This ability replaces the rogue talent gained at 2nd level and trap sense.	Blood of Shadows pg. 9	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Walker
Shadow Walker	Rogue	Favored Illumination	Su	4	the rogue’s uncanny dodge and improved uncanny dodge	At 4th level, a shadow walker chooses one illumination level: bright light, normal light, dim light, or darkness (including supernatural darkness). While she is within her chosen illumination level, she gains a +2 bonus on initiative checks and Acrobatics, Perception, and Sleight of Hand skill checks, and can take 10 on any Stealth check attempted within that illumination level. When the shadow walker confirms a critical hit with a melee attack that deals sneak attack damage while in her chosen illumination level, she regains 1 illumination point (to a maximum of half her rogue level). Confirming a critical hit on a creature that has fewer Hit Dice than half the shadow walker’s character level doesn’t restore illumination points. When the shadow walker reaches 6th level, and every 3 rogue levels thereafter, the bonuses she gains within her chosen illumination level increase by 1.<br>This ability replaces the rogue’s uncanny dodge and improved uncanny dodge.	Blood of Shadows pg. 9	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Walker
Shadow Walker	Rogue	Rogue Talents				The following rogue talents complement the shadow walker archetype: deft palmUC, gloom magic, greater gloom magic, obscuring blow, surprise attack, umbral gear.	Blood of Shadows pg. 9	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Walker
Shadow Walker	Rogue	Advanced Talents				The following advanced rogue talents complement the shadow walker archetype: hide in plain sightUC, see in darkness, slippery mind, unwitting allyUC, and weapon snatcherUC.	Blood of Shadows pg. 9	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Shadow%20Walker
Sharper	Rogue	Scam Artist	Ex		trapfinding	A sharper gains a bonus equal to half her rogue level (minimum +1) on all Bluff and Sleight of Hand checks.<br>This ability replaces trapfinding.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Sharper	Rogue	Sticky Fingers	Ex	2	the rogue talents gained at 2nd, 6th, and 8th levels	At 2nd level, a sharper receives Improved StealAPG as a bonus feat. At 6th level, she receives Greater StealAPG as a bonus feat, and at 8th level, she receives Quick StealAPG as a bonus feat. The sharper gains these feats even if she doesn’t meet the prerequisites.<br>This ability replaces the rogue talents gained at 2nd, 6th, and 8th levels.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Sharper	Rogue	Lucky Save	Su	3	trap sense	At 3rd level, when a sharper’s wits aren’t enough to pull her out of a bad situation, her luck still just might save her. She gains a +1 luck bonus on all saving throws. This bonus increases to +2 at 9th level and to +3 at 15th level.<br>This ability replaces trap sense.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Sharper	Rogue	Audacious Overconfidence	Ex	4	the rogue talents gained at 4th, 10th, and 16th levels	At 4th level, after failing an attack roll, skill check, or saving throw, a sharper can reduce her saving throw bonus from lucky save by 1 for 24 hours in order to reroll the failed roll. She can use this ability once per day at 4th level, plus an additional time per day at 10th level and again at 16th level. The decreases to her bonus from lucky save stack with each other.<br>This ability replaces the rogue talents gained at 4th, 10th, and 16th levels.	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Sharper	Rogue	Rogue Talents				The following rogue talents complement the sharper archetype: charmerAPG, convincing lieUC, deft palmUC, false friendARG, fast fingers, follow along, honeyed wordsAPG, obfuscate storyARG, shades of gray, and steal the storyARG (as well as certainty for an unchained rogue).	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Sharper	Rogue	Advanced Talents				The following advanced talents complement the sharper archetype: another dayAPG, defensive roll, hidden mind, improved evasion, redirect attackAPG, and skill mastery (as well as cutting edge for an unchained rogue).	Ultimate Intrigue pg. 47	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sharper
Skulking Slayer	Rogue	Weapon and Armor Proficiency				The skulking slayer gains proficiency with greatclubs and whips, but loses proficiency with rapiers and hand crossbows.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Class Skills				The skulking slayer does not gain Disable Device, Linguistics, and Sleight of Hand as class skills.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Skill Ranks per Level				6 + Int modifier.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Pass for Human	Ex	1		At 1st level, when trying to conceal her half-orc heritage, a skulking slayer gains a bonus on Disguise checks equal to half her level. When using disguise to appear as a specific individual, skulking stalkers ignore the normal –2 penalty to appear as another race.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Underhanded Maneuvers	Ex	1	trapfinding	At 1st level, when she could normally make a sneak attack, a slayer may instead make a dirty trick or steal combat maneuver with a bonus on her roll. This bonus is equal to her number of sneak attack dice for a dirty trick combat maneuver, or 1-1/2 × her number of sneak attack dice for a steal combat maneuver. This ability replaces trapfinding.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Bonus Feats		2		At 2nd level, a skulking slayer can select the Surprise Follow-Through feat (see below) in place of a rogue talent. At 10th level, she can select the Improved Surprise Follow-Through feat (if she already has Surprise Follow-Through) in place of an advanced rogue talent.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Bold Strike	Ex	3	trap sense +1 and +4	At 3rd level, when a skulking slayer charges and makes a sneak attack with a two-handed weapon, she rolls d8s instead of d6s for her sneak attack damage. This ability replaces trap sense +1 and +4.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Shifty	Ex	6	trap sense +2	At 6th level, a skulking slayer gains a bonus on Bluff checks to feint equal to half her level. This ability replaces trap sense +2.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Unexpected Charge	Ex	9	trap sense +3	At 9th level, a skulking slayer can make a Bluff check to feint as a swift action before a charge. This ability replaces trap sense +3.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Rogue Talents				The following rogue talents complement the skulking slayer archetype: combat trick, surprise attack; combat swipe, powerful sneak; terrain mastery.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
Skulking Slayer	Rogue	Advanced Talents				The following advanced rogue talents complement the skulking slayer archetype: crippling strike; deadly sneak; unwitting ally.	Advanced Race Guide pg. 55	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Skulking%20Slayer
