feat	req_type	req_value
Occult Conduit	other	mental focus class feature
Occult Conduit	other	wyrwood
Ogre Crush	ability	Str 25
Ogre Crush	feat	Improved Grapple
Ogre Crush	feat	Improved Unarmed Strike
Ogre Crush	other	ogre
Ogre Crush	other	size Large or larger
Old as Dust	feat	Sleeper
Old as Dust	feat	Warren Digger
Old as Dust	other	creature has been a ghoul for at least 500 years
Omnipresent Mentor	ability	Cha 17
Omnipresent Mentor	feat	Inspiring Mentor
Omnipresent Mentor	other	inspire competence bardic performance
One Eye Open	ability	Wis 13
One Eye Open	feat	Alertness
One Finger	ability	Dex 13
One Finger	ability	Wis 13
One Finger	feat	Improved Unarmed Strike
One Finger	feat	Stunning Fist
One Finger	feat	Weapon Finesse
One Finger	bab	base attack bonus +8
One Finger	other	ki strike class ability
One Mind	feat	Alertness
One Mind	skill	Sense Motive 3 ranks
One Mind	other	human (Vudrani)
One with the Land	feat	Favored terrain class feature
Ooze Companion	feat	Ooze Whisperer
Ooze Companion	other	animal companion
Ooze Companion	other	wild empathy
Ooze Whisperer	feat	Wild empathy class feature
Open Conduit	skill	Knowledge (planes) 5 ranks or outsider with the native subtype
Oracular Intuition	feat	Mystery class feature
Orator	feat	Skill Focus (Linguistics)
Ordered Mind	caster_level	Caster level 7th
Ordered Mind	other	any lawful alignment
Oread Burrower	feat	Stony Step
Oread Burrower	level	character level 9th
Oread Burrower	other	oread
Oread Earth Glider	feat	Oread Burrower
Oread Earth Glider	feat	Stony Step
Oread Earth Glider	level	character level 13th
Oread Earth Glider	other	oread
Osirionology	skill	Knowledge (history) 1 rank
Osirionology	skill	Knowledge (local) 1 rank
Osirionology	other	must be able to speak Osiriani and Ancient Osiriani
Osiriontologist	skill	Knowledge (history) 4 ranks
Osiriontologist	skill	Knowledge (local) 4 ranks
Osiriontologist	feat	Speak Language (Osiriani, Ancient Osiriani)
Out of the Sun	skill	Bluff 3 ranks
Out of the Sun	skill	Stealth 3 ranks
Outer Planes Traveler	skill	Knowledge (planes) 11 ranks
Outer Planes Traveler	other	ability to cast plane shift or gate as a spell or spell-like ability
Overpowering Stare	level	Mesmerist level 11th
Overpowering Stare	other	painful stare class feature
Overseer of the House of Truth	feat	Shabti
Overwhelming Phantom	feat	Phantom class feature
Overwhelming Phantom	level	spiritualist level 15th
Pacify Animal	feat	Wild empathy class feature
Pack Rat	feat	Ratfolk
Pack Tactics	ability	Int 13
Pack Tactics	other	animal companion class feature
Page	level	Character level 4th
Page	other	proficiency with martial weapons
Painful Anchor	feat	Anchoring aura class feature
Painful Cures	feat	Evil alignment
Pantheistic Blessing	ability	Wis 13
Pantheistic Blessing	other	must worship a pantheon of deities
Pao-Lung Self-Improvement	feat	Must be devoted to the philosophy of Pao- Lung and not worship any deities
Parry Spell	skill	Spellcraft 15 ranks
Parry Spell	feat	Improved Counterspell
Parting Blast	feat	Kinetic blast class feature
Partner	level	Character level 9th. The character must have been a colleague of the merchant house for at least 3 years
Partner	other	and must have performed a life-changing service for a member of the house
Partner	other	such as saving her life or setting up a lucrative trade network in an otherwise inaccessible area (such as another plane)
Pass For Human	feat	Half-elf
Pass For Human	other	half-orc
Pass For Human	other	or halfling (see Special)
Pathfinder Society Ally	feat	Associate (Pathfinder Society)
Pathologist	feat	Incredible Healer
Pattern Message	caster_level	Caster level 3rd
Peacemaker	ability	Charisma 13
Peacemaker	other	good alignment
Peerless Courtier	ability	Cha 13
Peerless Courtier	bab	base attack bonus +3
Penetrating Possession	feat	Magic jar as a known spell or spell-like ability
Penetrating Possession	ability	Cha 21
Perfect Casting	feat	Combat Casting
Perfect Casting	feat	Divine Dignity
Perfect Casting	other	ability to cast divine spells
Perfect Casting	other	worshiper of Abadar
Personal Chronicler	feat	Duskwalker
Persuasive Bribery	feat	Persuasive
Persuasive Performer	feat	Versatile performance class feature
Persuasive Performer	other	worshiper of Shelyn
Pesh Euphoria	feat	Sahir-Afiyun or pesh addict
Pesh Healing	feat	Sahir-Afiyun or pesh addict
Pesh Rejuvenation	feat	Sahir-Afiyun or pesh addict
Pestilent	feat	Ability to cause disease via a spell
Pestilent	other	spell-like ability
Pestilent	other	or supernatural means
Phantom Ally	feat	Phantom class feature
Phantom Fighter	feat	Phantom class feature
Phantom Fighter	other	phantom with the magic attacks ability
Phantom Fortification	feat	Phantom class feature
Phantom Fortification	other	phantom with the incorporeal flight ability
Photosynthetic Healing	ability	Con 15
Photosynthetic Healing	other	change shape ability
Photosynthetic Healing	other	leshy subtype
Piercing Chant	feat	Goblin
Piercing Gambit	skill	Spell Penetration or Bluff 3 ranks
Piercing Gambit	caster_level	caster level 1st
Pinch Time	level	Character level 5th
Pinch Time	feat	Spireborn half-elf
Plague Resistance	ability	Constitution 13
Plains Nomad	feat	Favored terrain (plains) class feature
Planar Focus	skill	Knowledge (planes) 5 ranks
Planar Focus	other	animal focusACG class feature
Planar Heritage	feat	Human
Planar Hunter	skill	Knowledge (planes) 5 ranks
Planar Hunter	other	favored terrain (any plane) class feature
Planar Preservationist	feat	Preservationist alchemist archetype
Planar Sensitivity	skill	Knowledge (planes) 3 ranks
Planar Survivor	skill	Knowledge (planes) 3 ranks
Planar Survivor	skill	Survival 3 ranks
Planar Wanderer	feat	Cartogramancer
Planar Wanderer	skill	Knowledge (geography) 10 ranks
Planar Wanderer	skill	Knowledge (planes) 10 ranks
Planar Wanderer	other	ability to cast greater teleport and plane shift
Planar Wild Shape	feat	Wild shape class feature
Planar Wild Shape	skill	Knowledge (planes) 5 ranks
Planned Spontaneity	skill	Knowledge (arcana) 9 ranks
Planned Spontaneity	level	ability to prepare and cast 4th-level spells
Play to the Crowd	ability	Int 19
Play to the Crowd	feat	Ironclad Logic
Play to the Crowd	skill	Diplomacy 5 ranks
Play to the Crowd	skill	Sense Motive 5 ranks
Poison Focus	skill	Craft (alchemy) 1 rank
Poison Resin	feat	Grippli
Poison Resin	other	toxic skin alternate racial trait
Poison Shot Deed	feat	Amateur GunslingerUC or gritUC class feature
Polytheistic Blessing	ability	Wis 13
Polytheistic Blessing	other	must worship a pantheon
Pommel Strike Deed	feat	Amateur Swashbuckler or panache class feature
Pommel Strike Deed	bab	base attack bonus +3
Poppet Familiar	feat	Ability to acquire a new familiar
Poppet Familiar	caster_level	caster level 3rd
Possess Creature	ability	Cha 20
Possess Creature	other	any evil outsider with 10 or more Hit Dice
Possess Location	ability	Cha 16
Possess Location	other	any evil outsider with 8 or more Hit Dice
Possess Object	ability	Cha 18
Possess Object	other	any evil outsider with 9 or more Hit Dice
Potent Holy Symbol	feat	Good alignment
Potent Holy Symbol	other	worshiper of a good deity
Potion Glutton	feat	Worshiper of Urgathoa
Powerful Poisoning	feat	Power Attack
Powerful Poisoning	skill	Craft (poison) 3 ranks or poison use class feature
Powerful Shape	feat	Wild shape class feature
Powerful Shape	level	druid level 8th
Powerful Tongue	ability	Str 17
Powerful Tongue	other	sticky tongue
Practiced Dreamer	ability	Cha 15
Practiced Dreamer	feat	Lucid Dreamer
Practiced Dreamer	skill	Knowledge (planes) 5 ranks
Practiced Leadership	feat	Leadership
Practiced Leadership	other	membership in the same organization as your cohort
Practiced Ritualist	skill	Knowledge (arcana, history, planes, and religion) 1 rank
Practiced Tactician	feat	Tactician class feature
Precocious Youth	feat	Young age category
Preferred Spell	skill	Spellcraft 5 ranks
Preferred Spell	feat	Heighten Spell
Pressure Adept	skill	Swim 5 ranks
Prestigious Spellcaster	feat	Favored Prestige Class with selected prestige class
Primal Ancestry	ability	Wis 13
Primal Ancestry	other	member of the Primordial Ones
Primal Kineticist	level	Kineticist level 1st
Profane Studies	ability	Int 13
Profane Studies	skill	Knowledge (planes) 4 ranks
Profane Studies	other	ability to cast a summon monster spell
Profits of Kalistrade	skill	Diplomacy 1 rank
Profits of Kalistrade	feat	Druma affinity
Prophetic Visionary	feat	Mystery class feature
Protective Channel	feat	Channel energy 7d6
Protective Channel	other	worshiper of Iomedae
Proxy Summoning	feat	Ability to cast conjuration (summoning) spells or a conjuration (summoning) spell-like ability
Proxy Summoning	caster_level	caster level 5th
Psychic Adept	ability	Int 11
Psychic Adept	feat	Psychic Sensitivity
Psychic Defender	ability	Int 13
Psychic Defender	feat	Psychic Sensitivity or the ability to cast psychic spells or use psychic spell-like abilities
Psychic Defender	level	character level 3rd
Psychic Disciple	ability	Int 13
Psychic Disciple	feat	Psychic Adept
Psychic Disciple	feat	Psychic Sensitivity
Psychic Healing	ability	Cha 11
Psychic Healing	feat	Psychic Sensitivity or the ability to cast psychic spells
Psychic Healing	skill	Heal 3 ranks
Psychic Maestro	feat	Psychic Sensitivity or the ability to cast psychic spells
Psychic Virtuoso	feat	Psychic Sensitivity or ability to cast psychic spells
Pungent Stench	feat	Stench universal monster ability
Pungent Stench	feat	Improved Stench
Pungent Stench	feat	Great Fortitude
Pure Faith	feat	Divine health class feature
Purging Emesis	feat	Great Fortitude
Purifying Channel	ability	Cha 15
Purifying Channel	feat	Selective Channeling
Purifying Channel	other	channel energy class feature
Putrid Summons	feat	Spell Focus (conjuration)
Putrid Summons	other	ability to cast summon monster or summon nature’s ally
Quah Bond	feat	Totem Spirit (The Inner Sea World Guide 289)
Quah Bond	other	human (Shoanti)
Quick Channel	skill	Knowledge (religion) 5 ranks
Quick Channel	other	channel energy class feature
Quick Favor	feat	Persuasive
Quick Preparation	feat	Ability to prepare spells
Quick Trapper	feat	Learn Ranger Trap or trap class feature
Quick Trapper	skill	Survival 5 ranks
Quick Wild Shape	feat	Wild shape class feature
Quick Wild Shape	caster_level	caster level 8th
Quick at Hand	feat	Ogre
Quicken Blessing	feat	Access to a blessing’s major power
Quicken Blessing	other	blessings class feature
Quicken Spell-Like Ability	feat	Spell-like ability at CL 10th or higher
Racial Heritage	feat	Human
Racial Item Mastery	skill	Use Magic Device 6 ranks
Racial Item Mastery	other	base Fortitude saving throw bonus +3
Radiant Charge	feat	Lay on hands class feature
Rage Casting	feat	Blood casting class feature
Raging Absorption	level	Ability to cast 2nd-level bloodrager spells
Raging Absorption	other	bloodrage class feature
Raging Blood	feat	Eldritch Heritage or sorcerer bloodline class feature
Raging Brutality	ability	Str 13
Raging Brutality	other	rage class feature
Raging Brutality	feat	Power Attack
Raging Brutality	bab	base attack bonus +12
Raging Brute	ability	Str 21
Raging Brute	other	ogre
Raging Concentration	feat	Blood casting class feature
Raging Deathblow	feat	Greater rage class feature
Raging Hurler	feat	Rage class feature
Raging Hurler	feat	Throw Anything
Raging Throw	ability	Str 13
Raging Throw	ability	Con 13
Raging Throw	other	rage class feature
Raging Throw	feat	Improved Bull Rush
Raging Throw	feat	Power Attack
Raging Throw	bab	base attack bonus +6
Raging Vitality	ability	Con 15
Raging Vitality	other	rage class feature
Rahadoumi Exorcist	feat	Iron Will
Rahadoumi Exorcist	other	can’t have a patron deity
Raking Claws	bab	Base attack bonus +8
Raking Claws	other	shifter
Raking Claws	other	wild shape class feature
Rallying Blow	feat	Aura of courage
Ranged Disable	feat	Far Shot
Ranged Disable	feat	Point-Blank Shot
Ranged Disable	feat	Weapon Focus
Ranged Disable	skill	Disable Device 9 ranks
Ranged Study	feat	Weapon Focus with the chosen weapon
Ranged Study	other	studied combat class feature
Rapid Focus Shift	caster_level	Caster level 5th
Rapid Focus Shift	other	mental focus class ability
Rapid Recovery	feat	Rapid Repair
Rapid Recovery	ability	Con 13
Rapid Recovery	other	nanite surge ability
Rapid Repair	ability	Wis 13
Rapid Repair	other	nanite surge ability
Razortusk	feat	Half-orc
Reach Spell-Like Ability	caster_level	Spell-like ability at caster level 4th or higher
Reactive Arcane Shield	feat	Arcane ShieldAPG
Reactive Arcane Shield	other	arcane spellcaster
Reactive Arcane Shield	caster_level	caster level 12th
Reactive Healing	feat	Quick Channel or Quicken Spell
Reactive Healing	other	channel energy or lay on hands class feature
Reactive Reversion	ability	Dex 13
Reactive Reversion	other	change shape ability
Reactive Reversion	other	leshy subtype
Read the Room	feat	Drunken Sing-Along
Read the Room	skill	Diplomacy 1 rank
Read the Room	skill	Performance (sing) 1 rank
Read the Room	skill	Sense Motive 1 rank
Ready for Battle	feat	Mesmerist trick class feature
Ready for Pain	feat	Mesmerist trick class feature
Realistic Likeness	feat	Kitsune
Recalcitrant	feat	Iron Will
Recalcitrant	other	hobgoblin
Reckless Rage	feat	Power Attack
Reckless Rage	other	rage or raging song class feature
Recovered Rage	feat	Rage or raging song class feature
Recruits	ability	Cha 13
Recruits	level	character level 5th
Red Mantis Collaborator	feat	Associate (Red Mantis)
Redeemed Kobold	feat	Good alignment
Redeemed Kobold	other	kobold
Reflexive Caster	feat	Combat Reflexes
Reflexive Caster	caster_level	caster level 5th
Reflexive Crystalline Dust	feat	Swift Crystalline Dust
Reflexive Crystalline Dust	other	aphorite
Reflexive Crystalline Dust	other	crystalline dust racial trait
Reflexive Trick	feat	Mesmerist tricks class feature
Regenerate Muscles	feat	Power Attack
Regenerate Muscles	other	regeneration
Regenerate Muscles	other	troll
Reinforced Crafting	feat	Craft Magic Arms and Armor
Reinforced Crafting	other	ability to cast make whole or mending
Reject Poison	ability	Con 13
Reject Poison	other	poison use class feature
Reject Poison	other	worshiper of Norgorber
Relentless Cheer	feat	Halfling
Relentless Cheer	other	fearless and halfling luck racial traits
Relic Familiarity	feat	Wyvaran
Religious Pilgrim	skill	Knowledge (geography) 2 ranks
Religious Pilgrim	skill	Knowledge (religion) 4 ranks
Remote Bomb	feat	Delayed bomb discovery
Repast of Heroes	ability	Con 15
Repast of Heroes	level	character level 8th
Repast of Heroes	other	ghoran
Repast of Heroes	other	natural magic racial trait
Resilient Armor	feat	Divine bond (armor or shield)
Resilient Armor	other	or sacred armor class feature
Resilient Brute	feat	Half-orc or orc
Resilient Eidolon	feat	Eidolon class feature
Resistance Mastery	skill	Use Magic Device 3 ranks
Resistance Mastery	other	base Fortitude saving throw bonus +3
Resolute Rager	feat	Orc
Resolute Rager	other	rage class feature
Restoration Mastery	skill	Heal 5 ranks
Restoration Mastery	skill	Use Magic Device 5 ranks
Restoration Mastery	other	base Fortitude saving throw bonus +3
Retributive Kick	feat	Improved Unarmed Strike
Retributive Kick	bab	base attack bonus +5
Retributive Kick	other	weapon training class feature with a melee weapon
Retributive Summoning	feat	Spell Focus (conjuration) or counter-summons class feature
Revered Guidance	feat	Aasimar
Revered Guidance	level	must be taken at 1st level
Reviving Channel	feat	Channel energy 3d6
Reward of Grace	feat	Lay on hands class feature
Reward of Life	feat	Lay on hands class feature
Reward of the Faithful	skill	Knowledge (religion) 1 rank
Reward of the Faithful	other	alignment must match that of your worshiped deity
Rhabdomancy	skill	Knowledge (nature) 3 ranks
Rhabdomancy	skill	Survival 3 ranks
Rhetorical Flourish	ability	Cha 13
Rhetorical Flourish	feat	Persuasive
Ricochet Shot Deed	feat	Grit class feature or Amateur Gunslinger feat
Ricochet Shot Deed	feat	Blind-Fight
Ricochet Splash Weapon	ability	Dex 13
Ricochet Splash Weapon	feat	Throw Anything
Ricochet Toss	feat	Quick Draw
Ricochet Toss	bab	base attack bonus +6
Ricochet Toss	other	weapon training class feature with a ranged weapon
Righteous Healing	feat	Judgment class feature
Righteous Orator	skill	Diplomacy 3 ranks
Righteous Orator	other	smite evil class feature
Ritual Hex	skill	Knowledge (arcana) 4 ranks
Ritual Hex	skill	Knowledge (history) 4 ranks
Ritual Hex	other	hex class feature
Ritual Mask	feat	Nameless One
Ritual Mask	other	ability to cast one or more occult rituals (Pathfinder RPG Occult Adventures 208)
Ritualistic Preparation	skill	Knowledge (arcana) 1 rank
Ritualistic Preparation	skill	Linguistics 1 rank
Ritualistic Preparation	skill	Spellcraft 1 rank
Ritualistic Preparation	other	ability to cast read magic
Robust Stench	feat	Goblin
Rouse Emotions	ability	Cha 13
Rouse Emotions	feat	Charming Performance
Rouse Emotions	skill	Perform (any) 5 ranks
Rouse Emotions	other	bardic performance or raging song
Rugged Northerner	ability	Con 13
Rugged Northerner	skill	Survival 1 rank
Rugged	feat	Endurance
Rugged	other	member of a Mammoth Lord’s following
Ruincaster	ability	Wis 15
Ruincaster	other	ability to cast spells
Ruincaster	feat	Mwangi Expanse affinity
Sable Company Marine	skill	Ride 6 ranks
Sable Company Marine	level	ranger level 4th
Sabotage Magic Item	feat	Magical Aptitude
Sabotage Magic Item	skill	Disable Device 5 ranks
Sabotage Magic Item	skill	Use Magic Device 5 ranks
Sabotage Specialist	feat	Deft Hands
Sabotage Specialist	skill	Disable Device 5 ranks
Sacred Geometry	ability	Int 13
Sacred Geometry	skill	Knowledge (engineering) 2 ranks
Sacred Pyromania	feat	Goblin
Sacred Pyromania	other	worshipper of Sarenrae
Sacred Summons	feat	Aura class feature
Sacred Summons	other	ability to cast summon monster
Sacrificial Adept	skill	Knowledge (arcana) 4 ranks
Sacrificial Adept	skill	Knowledge (planes) 4 ranks
Sacrificial Adept	skill	Knowledge (religion) 4 ranks
Sacrificial Adept	skill	Spellcraft 4 ranks
Sacrificial Adept	level	ability to cast 3rd-level spells
Sacrificial Adept	other	evil alignment
Sacrificial Potency	feat	One or more racial spell-like abilities
Sacrificial Potency	other	outsider with the evil subtype
Sacrificial Ritualist	feat	Mutilating Ritualist
Sacrificial Ritualist	skill	Knowledge (arcana) 4 ranks
Sacrificial Ritualist	skill	Knowledge (religion) 4 ranks
Sacrificial Ritualist	skill	Spellcraft 4 ranks
Sahir-Afiyun	feat	Spell Focus (any)
Sahir-Afiyun	level	ability to cast 2nd-level spells
Sandwalker	ability	Dex 13
Sandwalker	ability	Con 13
Saoc Brethren Initiate	skill	Knowledge (arcana) 1 rank
Saoc Brethren Initiate	skill	Knowledge (nature) 1 rank
Saoc Brethren Initiate	skill	Knowledge (planes) 1 rank
Saoc Brethren Scholar	feat	Saoc Brethren Initiate
Saoc Brethren Scholar	skill	Knowledge (arcana) 5 ranks
Saoc Brethren Scholar	skill	Knowledge (nature) 5 ranks
Saoc Brethren Scholar	skill	Knowledge (planes) 5 ranks
Savage Critical	ability	Str 19
Savage Critical	other	ogre
Savage Critical	other	sneak attack +2d6
Scale and Skin	ability	Con 13
Scaled Disciple	feat	Ability to spontaneously cast divine spells
Scaled Disciple	other	kobold
Scapegoat	feat	Great Fortitude or Iron Will
Scarlet Rose Devotion	feat	BodyguardAPG
Scarlet Rose Devotion	feat	Combat Reflexes
Scarlet Rose Devotion	skill	Perform (oratory) 3 ranks
Scarlet Rose Devotion	other	any good alignment
Scarring Spell-Like Ability	caster_level	Spell-like ability at caster level 4th or higher
Scent of Fear	feat	Possess the scent ability
Scent of Fear	other	any evil
School Familiar	level	Familiar effective level 5th
School Familiar	other	specialized arcane school class feature
Schooled Resolve	feat	Bravery class feature
Scion of the Land	skill	Survival 1 rank
Scion of the Lost Empire	feat	Human (Chelaxian or Taldan)
Scouting Summons	feat	Spell Focus (conjuration)
Scouting Summons	other	ability to cast magic jar
Scribe Scroll	caster_level	Caster level 1st
Scribe Spell Equation	feat	Scribe Scroll
Scribe Spell Equation	other	aphorite
Scribe Spell Equation	caster_level	caster level 5th
Scribe Spell Equation	other	crystalline dust racial trait
Scrutinize Spell	skill	Spellcraft 1 rank
Sea Legs	skill	Profession (sailor) 5 ranks
Seasoned Flier	ability	Dex 15
Seasoned Flier	skill	Fly 5 ranks
Seasoned Flier	other	fly speed
Seasoned Flier	other	gathlain
Secret Capital	ability	Int 13
Secret Capital	other	member of the Seven Houses
Secret Language	skill	Bluff 1 rank
Secret Language	skill	Linguistics 1 rank
Secret Language	skill	Sense Motive 1 rank
Secret Signs	ability	Int 13
Secret Stash Deed	feat	Grit class feature or Amateur Gunslinger feat
Secret Stash Deed	skill	Sleight of Hand 1 rank
Secret of Magical Discipline	feat	Secret class feature
Secret of Steel-Shattering Spirit	feat	Improved Unarmed Strike
Secret of Steel-Shattering Spirit	bab	base attack bonus +6
Secret of Steel-Shattering Spirit	other	must be lawful
Seductive Channel	feat	Channel positive energy class feature
Seductive Channel	other	worshiper of Calistria
Seeds of Doubt	feat	Hex class feature
Seeds of Doubt	feat	Divine Defiance
Seeker of the Eternal Emperor	feat	Enlarge Spell or Extend Spell
Seeker of the Eternal Emperor	other	oracle’s curse class feature
Seen and Unseen	feat	Exile’s Path
Seen and Unseen	level	character level 5th
Seen and Unseen	other	half-elf
Seeping Darkness	feat	Drow
Seeping Darkness	other	darkness racial spell-like ability
Selective Channeling	ability	Cha 13
Selective Channeling	other	channel energy class feature
Selective Spell	skill	Spellcraft 10 ranks
Selfish Channel	feat	Channel energy class feature
Sense Allies	skill	Perception 3 ranks
Sense Allies	other	wildborn half-elf
Sense Assumptions	skill	Sense Motive 3 ranks
Sense Link	feat	Bond senses class feature
Sense Loyalties	skill	Knowledge (nobility) 1 rank
Sense Loyalties	skill	Knowledge (religion) 1 rank
Sense Magical Interrogation	skill	Sense Motive 3 ranks
Sense Magical Interrogation	skill	Spellcraft 3 ranks
Sense Relationships	feat	Street Smarts
Sensory Control	ability	Wis 15
Sensory Control	feat	Blind-Fight
Sensory Control	feat	Meditation Master
Serpentine Compression	feat	Serpentfolk
Servant in the House of Truth	feat	Shabti
Shade of the Uskwood	feat	Neutral evil
Shade of the Uskwood	other	patron deity Zon-Kuthon
Shadow Caster	caster_level	Caster level 1st
Shadow Caster	other	drow
Shadow Dodge	ability	Dex 13
Shadow Dodge	other	worshiper of Norgorber
Shadow Gambit	feat	Spell Focus (illusion)
Shadow Gambit	caster_level	caster level 5th
Shadow Ghost	feat	Fetchling
Shadow Ghost	other	shadow walk spell-like ability
Shadow Grasp	feat	Tenebrous Spell
Shadow Grasp	feat	Umbral Spell
Shadow Magic Defense	feat	Disguise self racial spell-like ability or shadow illusion shadowdancer prestige class feature
Shadow Shroud	feat	Combat Reflexes
Shadow Shroud	other	darkness racial spell-like ability
Shadow Walker	feat	Fetchling
Shadow Walker	other	shadow walk spell-like ability
Shadowy Dash	feat	Wayang
Shambling Monolith	feat	Shambling mound
Shapechanging Savage	feat	Improved Feint or canny feint vigilante talent
Shapechanging Savage	other	change shape ability
Shapechanging Savage	other	shapechanger subtype
Shapeless Familiar	feat	Familiar class feature
Shapeless Familiar	caster_level	caster level 7th
Shapeshifter Foil	skill	Knowledge (arcana) 5 ranks or Knowledge (nature) 5 ranks
Shapeshifter Foil	other	ability to use any polymorph effect
Shapeshifting Hunter	feat	Favored enemy class feature
Shapeshifting Hunter	other	wild shape class feature
Shaping Focus	feat	Wild shape class feature
Shaping Focus	skill	Knowledge (nature) 5 ranks
Share Feature	feat	Animal companion
Share Feature	other	master must have the chosen class feature
Share Healing	feat	Ability to acquire an animal companion
Share Healing	other	eidolon
Share Healing	other	familiar
Share Healing	other	or special mount
Share Spells	feat	Bonded Mind
Share Spells	other	ability to share spells with an animal companion
Share Spells	other	eidolon
Share Spells	other	familiar
Share Spells	other	or phantom
Share Spells	caster_level	caster level 1st
Shared Insight	ability	Wis 13
Shared Insight	other	half-elf
Shared Judgment	feat	Second judgment class feature
Shared Manipulation	ability	Cha 13
Shared Manipulation	other	half-elf
Shared Ownership	feat	Well-PreparedAPG
Shared Ownership	skill	Sleight of Hand 1 rank
Shared Ownership	other	halfling
Shared Remembrance	skill	Knowledge (any) 1 rank
Shared Remembrance	other	elf
Shared Soul	feat	Shared consciousness class feature
Shared Stash	feat	Quick Draw
Shared Stash	bab	base attack bonus +1
Shared Stash	skill	Sleight of Hand 1 rank
Shared Stash	other	swarming racial trait
Sharp Senses	feat	Keen senses racial trait
Sharptooth	feat	Ratfolk
Shatter Resolve	feat	Channel energy class feature
Shatter Resolve	other	worshiper of Urgathoa
Sheltering Stubborness	feat	Iron Will
Shifting Patterns	feat	Spell Focus (illusion)
Shifting Patterns	caster_level	caster level 5th
Shingle Runner	ability	Dex 13
Shingle Runner	feat	Acrobatic
Shrewd Liason	feat	Mediogalti affinity
Shrouded in Mystery	skill	Bluff 1 rank
Shrouded in Mystery	skill	Disguise 1 rank
Shrouded in Mystery	other	kitsune
Shrouded in Mystery	other	nagaji
Shrouded in Mystery	other	samsaran
Shrouded in Mystery	other	tengu
Shrouded in Mystery	other	or wayang
Sickening Spell-Like Ability	caster_level	Spell-like ability at caster level 6th or higher
Signature Deed	feat	Grit class feature
Signature Deed	level	gunslinger level 11th
Signature Skill	skill	5 ranks in the chosen skill
Signifer Armor Training	feat	Arcane Armor Mastery
Signifer Armor Training	feat	Arcane Armor Training
Signifer Armor Training	feat	Heavy Armor Proficiency
Signifer Armor Training	caster_level	caster level 7th
Signifer Armor Training	other	must swear allegiance to a single Hellknight order
Silent as Stone	feat	Roper
Silent as Stone	feat	Stealthy
Sin Seer	feat	Detect undead paladin class feature
Sincere Flattery	feat	Wyvaran
Sinister Reputation	ability	Cha 13
Sinister Reputation	skill	Intimidate 5 ranks
Sinister Reputation	feat	Persuasive or renown social talentUI
Sinuous Vines	ability	Dex 13
Sinuous Vines	feat	Improved Grapple
Sinuous Vines	feat	Improved Unarmed Strike
Sinuous Vines	bab	base attack bonus +6
Sinuous Vines	other	gathlain
Siphon Channel	feat	Channel energy 3d6
Siphon Channel	other	worshiper of Ghlaunder
Sizzling Shot	feat	Grit class feature or Amateur Gunslinger
Sizzling Shot	bab	base attack bonus +4
Skaveling Companion	level	7th level in a class that grants an animal companion or mount
Skaveling Companion	other	urdefhan
Skeleton Summoner	feat	Spell Focus (necromancy)
Skeleton Summoner	other	ability to cast summon monster
Skilled Rager	feat	Rage class feature
Skin Suit	ability	Int 7
Skin Suit	other	undead creature that was originally humanoid
Slaying Sprint	feat	Dodge
Slaying Sprint	feat	Mobility
Slaying Sprint	feat	Spring Attack
Slaying Sprint	bab	base attack bonus +13
Sleep Venom	feat	Vishkanya
Sleeper	feat	Warren Digger
Sleeper	other	ghoul
Slow Exhalation	feat	Breath weapon
Slow Exhalation	other	true dragon
Slow Faller	skill	Acrobatics 5 ranks or slow fall class feature
Sluggish Jinx	feat	Halfling Jinx trait
Sly Draw	feat	Quick Draw
Small But Deadly	feat	Weapon Focus or natural weapon
Small But Deadly	feat	Small size or smaller
Smash from the Air	ability	Str 13
Smash from the Air	feat	Cut from the Air
Smash from the Air	feat	Power Attack
Smash from the Air	bab	base attack bonus +9
Smash from the Air	other	weapon training class feature with a melee weapon
Smell Fear	feat	Keen Scent
Smell Fear	other	half-orc or orc
Smite Evil Magic	feat	Smite evil class feature
Smoking Boulder	bab	Base attack bonus +11
Smoking Boulder	other	heated rock special ability
Snatch	feat	Size Huge or larger
Sneaking Precision	feat	Sneak attack +6d6
Sneaking Precision	feat	Critical Focus
Sneaking Precision	other	any critical feat
Sneaking Precision	bab	base attack bonus +9
Sniper Shot	ability	Int 13
Sniper Shot	ability	Wis 13
Sniper Shot	feat	Far Shot
Sniper Shot	feat	Focused Shot
Sniper Shot	feat	Point-Blank Shot
Sniper Shot	feat	Precise Shot
Sniper Shot	feat	Kyonin affinity
Sociable	ability	Cha 13
Sociable	other	half-elf
Solid Shadows	feat	Spell Focus (illusion)
Sonic Croak	feat	Throat Pouch
Sonic Croak	other	boggard
Sonic Croak	other	terrifying croak
Sorcerous Bloodstrike	ability	Cha 13
Sorcerous Bloodstrike	other	sorcerer bloodline class feature
Soul-Powered Magic	feat	Any evil alignment
Soul-Powered Magic	caster_level	caster level 5th
Sow Terror	feat	Stealthy
Spark of the Uncanny	feat	Familiar class feature
Spawnlink	ability	Int 13
Spawnlink	other	create spawn monster ability
Special Delivery	feat	Bonded Mind
Special Delivery	feat	Share Spells
Special Delivery	other	ability to deliver spells through an animal companion
Special Delivery	other	eidolon
Special Delivery	other	familiar
Special Delivery	other	or phantom
Special Delivery	caster_level	caster level 3rd
Spectrum Sight	feat	Alertness
Spectrum Sight	skill	Perception 5 ranks
Spell Bane	feat	Bane class feature
Spell Bluff	skill	Bluff 5 ranks
