class	option_type	name	subtype	group	source	description	url
Witch	Hex	Waxen Image	Su		Advanced Player's Guide pg. 68	The witch can spend a full-round action to create a crude and unnerving wax duplicate of a creature she can see within 30 feet. Once the image is complete, the subject must make a Will save. If the subject fails, the witch gains a small measure of control over the creature. Whenever she exercises this control, the creature receives a new Will save to end the effect. This effect occurs on the witch's turn and does not impede the creature's actions on its turn. The witch can use the waxen image a number of times equal to her Intelligence modifier before it melts. As a standard action, the witch can cause the subject to do any one of the following things: move up to the creature's speed in any direction, attack itself once with any weapon in hand (this attack automatically hits), lay down on the ground, or drop anything held. Alternatively, she can spend one of her uses to simply torture the image, causing the creature to be both sickened and staggered on its turn. As soon as the creature has succeeded on a saving throw against this effect, it is immune to it for 24 hours. The is an enchantment (compulsion) effect.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Weather Control	Su		Advanced Player's Guide pg. 69	A witch with this hex can use control weather once per day, but creating the weather takes 1 full hour of chanting, dancing, and communing with her familiar.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Witch's Bounty	Su		Champions of Purity pg. 27	The witch may bless a bush, plant,<br>or tree that is planted in the ground, so that it creates<br>a plentiful harvest. Each day at dawn, this blessed bush<br>grows a number of goodberries equal to twice her witch<br>level. Berries on the tree remain until they are picked,<br>but the tree can never manifest a number of berries<br>greater than twice her level at one time. The witch may<br>only have one witch’s bounty active at a time, but can shift<br>her blessing to a new plant with a ritual requiring 1 hour.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Witch's Brew	Ex		Ultimate Magic pg. 82	When the witch uses her cauldron to brew a potion, she may spend double the cost to create 2 identical potions that day instead of just 1. At 15th level, she may spend triple the cost to create 3 identical potions that day. The witch must have the cauldron hex to select this hex.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Witch's Charge	Su		Champions of Purity pg. 27	Once per day when preparing spells,<br>a witch can designate a willing creature as her charge.<br>She gains a constant status effect on this creature and<br>can target it with beneficial touch spells from a range<br>of 30 feet. The creature remains her charge until she<br>designates a new one.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Withering	Su		Potions and Poisons pg. 10	The witch causes a creature within 30 feet to age rapidly, empowering the witch in the process. The target ages to the next age category (adult to middle-aged, and so on). The witch gains a number of temporary hit points equal to 1d10 + her witch level and a +2 enhancement bonus to either Strength, Dexterity, or Constitution for a number of hours equal to her Intelligence modifier. These effects last for a number of hours equal to the witch’s level. A creature cannot be aged past venerable age by this hex, and it can attempt a Fortitude save to negate the effect altogether. Once a creature has successfully saved against the withering hex, it cannot be affected by it again.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Abominate	Sp		Magical Marketplace pg. 28	The witch transforms a creature within 30 feet into an aberration. This hex acts as baleful polymorph, except the target is transmuted into a Small, Medium, or Large aberration. The target’s abilities are modified as monstrous physique IV (see Pathfinder RPG Ultimate Magic). Whether or not its save is successful, a creature cannot be the target of this hex again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Animal Servant	Su		Heroes of Golarion pg. 16	The witch can use this hex to turn a humanoid enemy into an animal and rob it of its free will. The transformation works as beast shape II and is negated by a successful Will save. The transformed creature retains its Intelligence score and known languages, if any, but the witch controls its mind. This effect functions as dominate monster, except the creature does not receive further saving throws to resist the hex. The effect can be removed only with wish or similar magic, although slaying the witch also ends the effect. Whether or not the save is successful, a creature cannot be the target of this hex again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Curse of Nonviolence	Su		Champions of Purity pg. 27	The witch can curse a creature<br>to prevent it from attacking innocents. If the target fails<br>its Will save, it cannot take violent actions or do anything<br>destructive against any creature with fewer Hit Dice than<br>itself. If another creature takes hostile action against the<br>cursed creature, the cursed creature can act normally in<br>regard to that creature only. This is an abjuration effect.<br>The curse is permanent but can be removed with a break<br>enchantment, miracle, or wish spell. Whether or not the save<br>is successful, a creature cannot be the target of this hex<br>again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Death Curse	Su		Advanced Player's Guide pg. 69	This powerful hex seizes a creature's heart, causing death within just a few moments. This hex has a range of 30 feet. The hexed creature receives a Will save to negate the effect. If this save is failed, the creature becomes fatigued the first round of the hex. On the second round of the hex, the creature becomes exhausted. On the third round, the creature dies unless it succeeds at a Fort save. Creatures that fail the first save but succeed at the second remain exhausted and take 4d6 points of damage + 1 point of damage per level of the witch. Slaying the witch that hexed the creature ends the effect, but any fatigue or exhaustion remains. Whether or not the saves are successful, a creature cannot be the target of this hex again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Death Interrupted	Su		Healer's Handbook pg. 17	A witch with this grand hex can pluck a dead creature’s soul from the River of Souls and store it in her familiar for safekeeping and eventual resurrection. In order to use this ability, the witch must be adjacent to the target dead creature and her own familiar, and the ally’s soul must be free and willing to return at the witch’s behest. When the witch touches the creature’s remains (some small portion of the creature’s body must still exist, and it may have been dead for any amount of time), its soul enters the body of the witch’s familiar as per familiar meldingUM, as if the witch’s familiar were the target’s familiar. The creature’s soul can remain within the witch’s familiar for up to 1 hour per class level the witch has. During this time, the witch can telepathically communicate with the creature’s soul (though the soul cannot do anything else), and the witch can return the ally to life. Doing so is a standard action that returns the creature’s soul to its body, brings it back to life with a number of hit points equal to 5d8 + 1 hit point per the witch’s caster level. The witch must be within 300 feet of the creature’s body to return it to life. If a creature’s soul is in the witch’s familiar and this effect expires, or if the witch attempts to return the creature to life but is out of range, the creature remains dead. Once a creature has benefited from this hex, it cannot benefit from it again for 24 hours.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Dire Prophecy	Su		Ultimate Magic pg. 82	The witch curses the target so he is doomed to die (Will negates). As long as the curse persists, the target takes a –4 penalty to his Armor Class and on attack rolls, saves, ability checks, and skill checks. While the curse persists, the witch may end it by bringing its full force upon her victim all at once. Doing so gives the victim a penalty equal to the witch's caster level to his Armor Class or on any single attack roll, combat maneuver check, opposed ability or skill check, or saving throw. The witch must decide to apply this penalty before the roll to be modified is made. If the witch does not have line of sight to the target, the full force of the curse occurs when the GM considers it most appropriate, such as when the target is in mortal danger. A target can only have one dire prophecy upon him at a time. Whether or not the target's save against the hex is successful, a creature cannot be the target of this hex for 1 day. This is a curse effect.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Eternal Slumber	Su		Advanced Player's Guide pg. 69	The witch can touch a creature, causing it to drift off into a permanent slumber. The creature receives a Will save to negate this effect. If the save fails, the creature falls asleep and cannot be woken. The effect can only be removed with a wish or similar magic, although slaying the witch ends the effect. The witch can use this ability to poison food or drink, causing those who ingest it to make a save or fall into an eternal slumber. She can only have one such dose of poison at any one time, and it loses its potency after 1 minute if not consumed. Whether or not the save is successful, a creature cannot be the target of this hex again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Forced Reincarnation	Su		Advanced Player's Guide pg. 69	The witch causes a creature within 30 feet to die and be immediately reincarnated into a new body. A Will save negates this effect. Those that fail are slain and immediately brought back to life with the spell reincarnate. Whether or not the save is successful, a creature cannot be the target of this hex again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Lay to Rest	Sp		Champions of Purity pg. 27	The witch may target a single undead<br>creature with this hex as if with an undeath to death spell.<br>A Will save negates this effect. Whether or not the save<br>is successful, a creature cannot be the target of this hex<br>again for 1 day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Life Giver	Su		Advanced Player's Guide pg. 69	Once per day the witch can, as a full round action, touch a dead creature and bring it back to life. This functions as resurrection, but it does not require a material component.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Natural Disaster	Su		Advanced Player's Guide pg. 69	A witch using this hex calls down the forces of nature to wreak havoc on an area. This functions as a storm of vengeance combined with an earthquake that occurs on the second round of the effect (while acid is raining from the sky). A witch must concentrate for the duration of this effect. If disrupted, the effect immediately ends. A witch can only use this ability once per day.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Summon Spirit	Sp		Ultimate Magic pg. 83	The witch calls forth the ghost of a humanoid creature with no more than 18 Hit Dice. The ghost has its own personality and desires, but is willing to bargain with the witch, as if she had cast greater planar ally. To seal an agreement with the witch, the ghost requires life energy equal to 1 temporary negative level (this is in addition to the standard payment for the ghost's service). This negative level persists as long as the ghost remains in the service of the witch; the witch can end the agreement as a standard action, immediately removing the negative level.	https://aonprd.com/WitchHexes.aspx
Witch	Hex	Witch's Hut	Su		Ultimate Magic pg. 83	The witch can animate a hut, small house, covered wagon, tent, or similar construction as an animated object. The hut can be of up to Huge size (approximately 15 feet by 15 feet). The animated hut's hardness increases to 8 and its hit points double. The witch can give the hut the following commands: guard (the hut watches for trespassers within 120 feet using the witch's Perception modifier and screams if it spots any), hide (all entrances are hidden by illusory wall spells and locked with arcane lock), and move (moves at speed 60 on giant bird or bone legs as directed by the witch, even obeying commands such as “follow me from 100 feet away”). The hut remains animate for 24 hours, until she dismisses it or she animates another, at which time the hut stops where it is and reverts to its nonmagical state.	https://aonprd.com/WitchHexes.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — jump, 4th — cat's grace, 6th — haste, 8th — freedom of movement, 10th — polymorph, 12th — cat's grace (mass), 14th — ethereal jaunt, 16th — animal shapes, 18th — shapechange.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — bless, 4th — aid, 6th — prayer, 8th — blessing of fervor, 10th — commune, 12th — greater heroism, 14th — refuge, 16th — euphoric tranquility, 18th — weird.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — charm animal, 4th — speak with animals, 6th — dominate animal, 8th — summon nature's ally IV, 10th — animal growth, 12th — antilife shell, 14th — beast shape IV, 16th — animal shapes, 18th — summon nature's ally IX.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Paths of the Righteous pg. 31			Paths of the Righteous pg. 31	2nd — color spray, 4th — hypnotic pattern, 6th — wall of nauseaACG, 8th — rainbow pattern, 10th — blazing rainbowACG, 12th — programmed image, 14th — prismatic spray, 16th — prismatic wall, 18th — polar midnightUM.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 88			Ultimate Wilderness pg. 88	2nd — ray of enfeeblement, 4th — create pit, 6th — gentle repose, 8th — vitriolic mist, 10th — major creation, 12th — acid fog, 14th — caustic eruption, 16th — horrid wilting, 18th — wail of the banshee.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Champions of Purity pg. 27			Champions of Purity pg. 27	2nd — protection from evil, 4th — see invisibility, 6th — magic circle against evil, 8th — dimensional anchor, 10th — control summoned creature, 12th — banishment, 14th — ethereal jaunt, 16th — dimensional lock, 18th — gate.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Horror Adventures pg. 72			Horror Adventures pg. 72	2nd — lock gazeUC, 4th — disguise otherUM, 6th — tongues, 8th — hypercognitionOA, 10th — dominate person, 12th — symbol of persuasion, 14th — vision, 16th — frightful aspectUC, 18th — overwhelming presenceUM.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — deathwatch, 4th — blessing of courage and life, 6th — speak with dead, 8th — rest eternal, 10th — suffocation, 12th — circle of death, 14th — finger of death, 16th — symbol of death, 18th — power word kill.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Horror Adventures pg. 72			Horror Adventures pg. 72	2nd — negative reactionUC, 4th — demand offeringOA, 6th — sepia snake sigil, 8th — charm monster, 10th — dream, 12th — envious urgeUM, 14th — waves of ecstasyUM, 16th — euphoric tranquilityAPG, 18th — symbol of strifeUM.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — ventriloquism, 4th — invisibility, 6th — blink, 8th — confusion, 10th — passwall, 12th — programmed image, 14th — invisibility (mass), 16th — scintillating pattern, 18th — time stop.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Champions of Purity pg. 27			Champions of Purity pg. 27	2nd — divine favor, 4th — martyr's bargain, 6th — magic vestment, 8th — greater magic weapon, 10th — flame strike, 12th — mass bull's strength, 14th — bestow grace of the champion, 16th — holy aura, 18th — mass heal.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — shocking grasp, 4th — flaming sphere, 6th — fireball, 8th — wall of ice, 10th — flame strike, 12th — freezing sphere, 14th — vortex, 16th — fire storm, 18th — meteor swarm.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — unnatural lust, 4th — calm emotions, 6th — unadulterated loathing, 8th — overwhelming grief, 10th — dominate person, 12th — geas/quest, 14th — euphoric tranquility, 16th — demand, 18th — dominate monster.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — endure elements, 4th — bear's endurance, 6th — protection from energy, 8th — spell immunity, 10th — spell resistance, 12th — bear's endurance (mass), 14th — restoration (greater), 16th — iron body, 18th — miracle.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Horror Adventures pg. 72			Horror Adventures pg. 72	2nd — lesser confusion, 4th — plague carrierUM, 6th — babbleOA, 8th — wandering star motesAPG, 10th — feeblemind, 12th — antimagic field, 14th — insanity, 16th — symbol of insanity, 18th — interplanetary teleportUM.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Occult Adventures pg. 125			Occult Adventures pg. 125	2nd — detect undead, 4th — see invisibility, 6th — ectoplasmic snare, 8th — condensed ether, 10th — ethereal envelope, 12th — ethereal jaunt, 14th — ectoplasmic eruption, 16th — ethereal envelopment, 18th — etherealness.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Pathfinder #72: The Witch Queen's Revenge pg. 75			Pathfinder #72: The Witch Queen's Revenge pg. 75	2nd — doom, 4th — anticipate peril, 6th — helping hand, 8th — blessing of fervor, 10th — greater forbid action, 12th — contingency, 14th — jolting portent, 16th — maze, 18th — wish.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — remove fear, 4th — lesser restoration, 6th — remove disease, 8th — restoration, 10th — cleanse, 12th — pillar of life, 14th — greater restoration, 16th — mass cure critical wounds, 18th — true resurrection.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — memory lapse, 4th — hideous laughter, 6th — distracting cacophony, 8th — confusion, 10th — mind fog, 12th — envious urge, 14th — insanity, 16th — symbol of insanity, 18th — overwhelming presence.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Blood of the Coven pg. 17			Blood of the Coven pg. 17	2nd — ill omen, 4th — shatter, 6th — bestow curse, 8th — retribution, 10th — mark of justice, 12th — eyebite, 14th — spell turning, 16th — antipathy, 18th — energy drain.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — dancing lantern, 4th — continual flame, 6th — daylight, 8th — rainbow pattern, 10th — fire snake, 12th — sirocco, 14th — sunbeam, 16th — sunburst, 18th — fiery body.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Blood of the Coven pg. 17			Blood of the Coven pg. 17	2nd — cure light wounds, 4th — eagle's splendor, 6th — remove curse, 8th — restoration, 10th — cleanse, 12th — heroes' feast, 14th — foe to friend, 16th — euphoric tranquility, 18th — true resurrection.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Occult Adventures pg. 125			Occult Adventures pg. 125	2nd — mindlink, 4th — mental block, 6th — mindscape door, 8th — create mindscape, 10th — psychic asylum, 12th — create mindscape (greater), 14th — psychic surgery, 16th — moment of prescience, 18th — microcosm.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — darkness, 4th — darkvision, 6th — owl's wisdom, 8th — moonstruck, 10th — aspect of the wolf, 12th — control water, 14th — lunar veil, 16th — horrid wilting, 18th — meteor swarm.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Heroes of the Wild pg. 13			Heroes of the Wild pg. 13	2nd — stone fist, 4th — stone call, 6th — stone shape, 8th — spike stones, 10th — wall of stone, 12th — flesh to stone, 14th — stone tell, 16th — repel metal or stone, 18th — clashing rocks.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	dream travel			Horror Adventures pg. 72	2nd — sleep, 4th — detect thoughts, 6th — oneiric horrorOA, 8th — phantasmal killer, 10th — nightmare, 12th — dream travelOA, 14th — symbol of weakness, 16th — demand, 18th — polar midnightUM.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — detect undead, 4th — command undead, 6th — twilight knife, 8th — black tentacles, 10th — snake staff, 12th — create undead, 14th — waves of exhaustion, 16th — trap the soul, 18th — gate.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Champions of Purity pg. 27			Champions of Purity pg. 27	2nd — sanctuary, 4th — calm emotions, 6th — wind wall, 8th — dismissal, 10th — serenity, 12th — word of recall, 14th — forcecage, 16th — euphoric tranquility, 18th — antipathy.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — detect undead, 4th — command undead, 6th — contagion, 8th — animate dead, 10th — giant vermin, 12th — create undead, 14th — control undead, 16th — create greater undead, 18th — energy drain.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Heroes of the Wild pg. 11			Heroes of the Wild pg. 11	2nd — entangle, 4th — accelerate poison, 6th — lily pad stride, 8th — grove of respite, 10th — tree stride, 12th — repel wood, 14th — animate plants, 16th — control plants, 18th — shambler.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — ill omen, 4th — locate object, 6th — blood biography, 8th — divination, 10th — contact other plane, 12th — legend lore, 14th — vision, 16th — moment of prescience, 18th — foresight.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Heroes of the High Court pg. 9			Heroes of the High Court pg. 9	2nd — sanctuary, 4th — resist energy, 6th — wrathful mantleAPG, 8th — stoneskin, 10th — interposing hand, 12th — forbiddance, 14th — greater spell immunity, 16th — prismatic wall, 18th — freedom.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Healer's Handbook pg. 16			Healer's Handbook pg. 16	2nd — liberating commandUC, 4th — remove paralysis, 6th — sacred bondAPG, 8th — freedom of movement, 10th — cleanseAPG, 12th — heroes' feast, 14th — joyful raptureUM, 16th — protection from spells, 18th — mass heal.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Horror Adventures pg. 72			Horror Adventures pg. 72	2nd — magic fang, 4th — slipstreamAPG, 6th — rage, 8th — moonstruckAPG, 10th — beast shape III, 12th — vengeful outrageUM, 14th — phantasmal revengeAPG, 16th — seamantleAPG, 18th — storm of vengeance.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Blood of the Coven pg. 17			Blood of the Coven pg. 17	2nd — decompose corpse, 4th — warp wood, 6th — fungal infestation, 8th — fleshworm infestation, 10th — plague carrier, 12th — epidemic, 14th — creeping doom, 16th — horrid wilting, 18th — cursed earth.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — silent image, 4th — darkness, 6th — deeper darkness, 8th — shadow conjuration, 10th — shadow evocation, 12th — shadow walk, 14th — shadow conjuration (greater), 16th — shadow evocation (greater), 18th — shades.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Horror Adventures pg. 72			Horror Adventures pg. 72	2nd — mirror strikeUC, 4th — twisted spaceUM, 6th — blink, 8th — dimension door, 10th — hostile juxtapositionUC, 12th — repulsion, 14th — walk through spaceUC, 16th — bilocationOA, 18th — teleportation circle.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — ghostbane dirge, 4th — invisibility, 6th — speak with dead, 8th — spiritual ally, 10th — mass ghostbane dirge, 12th — shadow walk, 14th — ethereal jaunt, 16th — planar ally, 18th — etherealness.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 88			Ultimate Wilderness pg. 88	2nd — feather fall, 4th — alter self, 6th — pup shape, 8th — true form, 10th — lightning arc, 12th — chain lightning, 14th — control weather, 16th — stormbolts, 18th — time stop.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — faerie fire, 4th — dust of twilight, 6th — guiding star, 8th — wandering star motes, 10th — dream, 12th — cloak of dreams, 14th — circle of clarity, 16th — euphoric tranquility, 18th — astral projection.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Heroes of the Wild pg. 13			Heroes of the Wild pg. 13	2nd — obscuring mist, 4th — fog cloud, 6th — call lightning, 8th — ice storm, 10th — call lightning storm, 12th — wind walk, 14th — control weather, 16th — whirlwind, 18th — storm of vengeance.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — divine favor, 4th — bull's strength, 6th — greater magic weapon, 8th — divine power, 10th — righteous might, 12th — bull's strength (mass), 14th — giant form I, 16th — giant form II, 18th — shapechange.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 88			Ultimate Wilderness pg. 88	, Heroes of the Wild pg. 13): 2nd — goodberry, 4th — flaming sphere, 6th — daylight, 8th — greater flaming sphere, 10th — wall of fire, 12th — sirocco, 14th — sunbeam, 16th — sunburst, 18th — fiery body.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 88			Ultimate Wilderness pg. 88	, Heroes of the Wild pg. 13): 2nd — thorn javelin, 4th — wrath, 6th — thorny entanglement, 8th — thorn body, 10th — wall of thorns, 12th — blade barrier, 14th — repulsion, 16th — mage's sword, 18th — wooden phalanx.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — ventriloquism, 4th — silence, 6th — haste, 8th — threefold aspect, 10th — teleport, 12th — disintegrate, 14th — expend, 16th — temporal stasis, 18th — time stop.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — jump, 4th — bear's endurance, 6th — beast shape I, 8th — beast shape II, 10th — beast shape III, 12th — form of the dragon I, 14th — form of the dragon II, 16th — form of the dragon III, 18th — shapechange.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — animate rope, 4th — mirror image, 6th — major image, 8th — hallucinatory terrain, 10th — mirage arcana, 12th — mislead, 14th — reverse gravity, 16th — screen, 18th — time stop.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Magic pg. 83			Ultimate Magic pg. 83	2nd — burning hands, 4th — burning gaze, 6th — pain strike, 8th — shout, 10th — symbol of pain, 12th — mass pain strike, 14th — phantasmal revenge, 16th — incendiary cloud, 18th — winds of vengeance.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — bless water/curse water, 4th — slipstream, 6th — water breathing, 8th — control water, 10th — geyser, 12th — elemental body III (water only), 14th — elemental body IV (water only), 16th — seamantle, 18th — tsunami.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 88			Ultimate Wilderness pg. 88	, Ultimate Magic pg. 83): 2nd — unshakable chill, 4th — resist energy (cold only), 6th — ice storm, 8th — wall of ice, 10th — cone of cold, 12th — freezing sphere, 14th — control weather, 16th — polar ray, 18th — polar midnight.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Advanced Player's Guide pg. 70			Advanced Player's Guide pg. 70	2nd — shield of faith, 4th — owl's wisdom, 6th — magic vestment, 8th — globe of invulnerability (lesser), 10th — dream, 12th — globe of invulnerability (greater), 14th — spell turning, 16th — protection from spells, 18th — mage's disjunction.	https://aonprd.com/WitchPatrons.aspx
Witch	Witch Patron	Ultimate Wilderness pg. 89			Ultimate Wilderness pg. 89	2nd — entangle, 4th — accelerate poison, 6th — lily pad stride, 8th — grove of respite, 10th — tree stride, 12th — repel wood, 14th — animate plants, 16th — control plants, 18th — shambler.	https://aonprd.com/WitchPatrons.aspx
Wizard	Arcane Discovery	Magical Marketplace pg. 18			Magical Marketplace pg. 18	Having studied alongside alchemists, you’ve learned to use their methodologies to enhance your spellcraft. Whenever you cast a spell that appears on both the wizard and alchemist spell lists, you treat your caster level as 1 higher than normal and the save DC of such spells increases by 1. Additionally, you may copy spells from an alchemist’s formula book into your spellbook just as you could with another wizard’s spellbook. You must be at least a 5th-level wizard to select this discovery.	https://aonprd.com/WizardArcaneDiscoveries.aspx
Wizard	Arcane Discovery	Ultimate Magic pg. 86			Ultimate Magic pg. 86	You have an exceptional understanding of the theory behind creating magical items. Select one type of magic item (potions, wondrous items, and so on). You create items of this type 25% faster than normal, and gain a +4 bonus on Spellcraft checks (or other checks, as appropriate) to craft items of this type. You may select this discovery multiple times; its effects do not stack. Each time you select this discovery, it applies to a different type of magic item.	https://aonprd.com/WizardArcaneDiscoveries.aspx
Wizard	Arcane Discovery	Champions of Balance pg. 20			Champions of Balance pg. 20	You maintain balance by calling on opposing forces when summoning. Whenever you cast a summon monster spell, you can summon two creatures from a single list 1 or more levels lower than the level of the spell. The two creatures must have alignments that are opposite along at least one axis (chaotic and lawful or evil and good). For example, if you cast summon monster III, you could summon a celestial wolf and a fiendish hyena from the 2nd-level list.	https://aonprd.com/WizardArcaneDiscoveries.aspx
Wizard	Arcane Discovery	Champions of Balance pg. 21			Champions of Balance pg. 21	As long as you are neutral, you may choose to be treated as the most favorable alignment when affected by spells whose effects vary based on alignment (such as holy word). If you are neutral in relation to evil and good, you may choose to be treated as good or evil. If you are neutral in relation to chaos and law, you may choose to be treated as lawful or chaotic. You may only choose to be treated as one alignment type along a single axis at a time (for instance, if you were within the area of both a magic circle against evil spell and an unholy blight spell, you would have to choose to be either evil, good, or neutral for the purpose of determining the spells’ effects). You must be at least an 9th-level wizard to select this discovery.	https://aonprd.com/WizardArcaneDiscoveries.aspx
Wizard	Arcane Discovery	Pathfinder #80: Empty Graves pg. 26			Pathfinder #80: Empty Graves pg. 26	Your devotion to the Forgotten Pharaoh enables you to select a mask—typically an Osirian funerary mask—as your bonded item. The mask must be worn to have effect, and occupies the head slot. In addition, the mask shields you from notice. While wearing your bonded mask, efforts to use the Diplomacy skill to gather information about you take a –1 penalty, and you gain a +1 competence bonus on all saving throws against scrying and mind-reading effects that allow saving throws.	https://aonprd.com/WizardArcaneDiscoveries.aspx
Wizard	Arcane Discovery	Champions of Balance pg. 21			Champions of Balance pg. 21	You have learned how to use destructive energy to empower yourself. When you cast an evocation spell that deals damage, you gain a number of temporary hit points equal to the total number of dice used to determine the damage caused by the spell. Temporary hit points gained from this discovery do not stack and disappear after 1 hour.	https://aonprd.com/WizardArcaneDiscoveries.aspx
