sphere_name	talent_name	talent_category	subcategory	source	tags	prerequisites	base_cost	description	augments
Faction	Scroll Cache (supply)	Base Talent	Supply Talents					You can requisition the following items. Scrolls you requisition can’t have multiple spells with different names on them.<br>Single Scroll (2 authorizations): Any scroll available with your faction type’s spellcasting. The scroll’s caster level can be up to your associated skill ranks – 2 (minimum 1st). The scroll’s price can be up to twice your temporary resource budget.<br>Scroll Bundle (2 authorizations): Three identical scrolls available with your faction type’s spellcasting with caster level up to your associated skill ranks – 5 (minimum 1st). The sum of their price must be within triple your temporary budget.<br>You can take this talent a second time. If you do, you increase the maximum caster level for your faction’s scrolls by 1.	
Faction	Travel Papers (retainer, supply)	Base Talent	Supply Talents		[utility]			See description in (retainer) talents, above.	
Faction	Wand Supply (supply)	Base Talent	Supply Talents					Your item requisition can be for any wand available in your faction’s area. The wands available match the spellcasting services for your faction type. The item’s caster level must be no higher than your associated skill ranks – 3. You can requisition a wand with 5 charges that counts as one-tenth the price or a wand with 10 charges that counts as one-fifth the price.	
Faction	Wondrous Item Supply (supply)	Base Talent	Supply Talents					Your item requisition can be for any wondrous item available in your faction’s area. If the item has a limited number of charges or uses that do not fully replenish daily, it comes with half its uses remaining (rounded down).	
Faction	Afterlife Insurance	Advanced Talent	Exceptional Talents	[SM—]	[utility]	Faction sphere		Source: Baron’s Secluded Library<br>Your faction has prepared certain measures for your death. Unless your soul is promised to another power, your soul is transported to your faction’s custody upon death and you can be resurrected as if your body was intact. While your faction has custody over your soul, you cannot use your abilities or leave your faction’s headquarters but are able to communicate as normal.<br>By spending 5 authorizations, you may requisition a temporary resurrection from your faction. This resurrected state grants no negative levels but lasts only for 24 hours before the body decomposes and your soul returns to the faction.	
Faction	Arsenal Of Upgrades (supply)	Advanced Talent	Exceptional Talents	[LG]		Faction sphere.		Source: Arcforge Players Compendium<br>Your item requisition can be for any cybertech or graft available in your faction’s area. You must still take time to install any cybertech or grafts on your body, though as part of the requisition the faction can supply a doctor with a Heal modifier equal to the primary skill modifier of a retainer corresponding to your associated skill ranks. This doctor will install any cybernetics or grafts that you requisition with this talent but will not remain after they are installed.	
Faction	Bound Retainer (retainer)	Advanced Talent	Exceptional Talents			Knowledge (arcana) or Knowledge (religion) 10 ranks, Faction sphere ((retainer) package).		Your faction secures the service of an outsider to be your retainer through planar binding, planar ally, or similar magic.<br>Spirit Ally<br>Role 1 Authorization noncombatant, 3 Authorizations defend an area (combatant), 5 Authorizations any task that does not go against the creature’s nature or betray the faction (combatant); Statistics As an outsider from the summon monster list of a level equal to half the number of ranks in the associated skill you possess. When you permanently gain this talent, you can work with your GM to replace monsters on the list with different monsters of similar challenge rating as appropriate for your faction (for example, many religions allow clerics to replace monsters with the appropriate servitors of the religion’s deity).	
Faction	Fey Retainer (retainer)	Advanced Talent	Exceptional Talents			Knowledge (nature) 10 ranks or Perform (any one skill) 10 ranks; Faction sphere ((retainer) package).		Your faction secures the service of a creature from the fey realm conjured through entice fey (Pathfinder Roleplaying Game: Ultimate Intrigue) or similar magic. Your faction retainer can be a conjured fey or giant.<br>Natural Ally<br>Role 1 Authorization noncombatant, 3 Authorizations defend an area (combatant), 5 Authorizations any task that does not go against the creature’s nature or betray the faction (combatant); Statistics As a fey or giant from the summon nature’s ally list of a level equal to half your ranks in the associated skill. When you permanently gain this talent, you can work with your GM to replace monsters on the list with different monsters of similar challenge rating as appropriate for your faction.	
Faction	High-Tech Facilities (supply)	Advanced Talent	Exceptional Talents	[LG]		Faction sphere.		Source: Arcforge Players Compendium<br>Your item requisition can be for any pharmaceuticals, technological items, technological armor, or technological weapons available in your faction’s area.	
Faction	Inspector Retainer (retainer, supply)	Advanced Talent	Exceptional Talents			Faction sphere ((retainer) package, (supply) package, Roguish Retainer)).		You can requisition an experienced detective, spy, or other broadly-skilled character as your faction retainer.<br>Inspector<br>Role 1 Authorization Approach enemies in disguise or hiding to spy upon or talk to them, question a prisoner that you are unlikely to be punished for detaining, gathering information where they must keep their faction affiliation a secret, find or remove evidence in a secure area that you have legitimate access to or are unlikely to be punished for trespassing on, quick infiltrations (noncombatant without equipment); 2 Authorizations Prolonged infiltrations, sneak past alert enemies, rescue a hostage, finding or removing evidence at a guarded crime scene (noncombatant with equipment), 3 Authorizations Track down someone, trick a foe into an ambush (combatant with equipment);<br>Skills (5 primary, 5 secondary) Acrobatics, Bluff, Climb, Diplomacy, Disable Device, Disguise, Escape Artist, Intimidate, Knowledge (chosen individually), Linguistics, Perception, Sense Motive, Sleight of Hand, Stealth, Survival; Statistics As an NPC rogue or shadowdancer of character level up to your retainer Hit Dice maximum.	
Faction	Magical Mercenary Retainer (retainer, supply)	Advanced Talent	Exceptional Talents			Associated skill 5 ranks, Faction sphere ((retainer) package, (supply) package, Scroll Cache, Wand Supply).		You can requisition a war wizard or other magical mercenary as your retainer.<br>Magical Mercenary<br>Role 1 Authorization Cast up to to one spell per rank in the associated skill within 4 hours’ travel, avoiding hostile strongholds like dungeons (noncombatant without equipment), 2 Authorizations Defend a defensible position or travel far overland to cast spells while avoiding dungeons or other hostile strongholds (combatant with equipment), 3 Authorizations Fight in any other combat (without likely death or betraying the faction) (combatant with equipment);<br>Skills (1 primary, 3 secondary) Knowledge (arcana, nature, planes, or religion, chosen individually), Spellcraft; Statistics The mercenary uses standard statistics and equipment for an NPC of a class suitable to provide the faction’s spellcasting services, with character level up to your retainer Hit Dice maximum.	
Faction	Production Budget (retainer, supply)	Advanced Talent	Exceptional Talents	[SM—]		Faction sphere		Source: Baron’s Secluded Library<br>If you possess the (retainer) package, you may have any retainer you requisition gain Craft (any one) or Spellcraft as a primary skill. The retainer also gains Cooperative Crafting and a single Item Creation feat that you possess, even if they do not meet the prerequisites.<br>If you possess the (supply) package, your item requisition may be for raw materials which you use in the crafting of items. If you are using the materials to craft a permanent item (such as magic armor), the money is deducted from your permanent resource budget. If you are using the materials to craft a temporary item (such as a scroll), the money is deducted from your temporary resource budget. Raw materials requisitioned for crafting a specific type of item cannot be used to craft other types of items, and you must specify the type of item you are creating when you requisition.<br>If you possess both this talent and the Eldritch Supplies feat, whenever you requisition magic item crafting components, you also obtain a single casting of one spell that your faction’s spellcasting can provide at no cost. This spell must be used in the crafting of the item.	
Faction	Remote Requisition (Sp)	Advanced Talent	Exceptional Talents		[utility]	Associated skill 3 ranks, Faction sphere.		Your faction invests in making sure you are always in contact with them. Your faction gives you a badge or other token representing it. You can use the token three times per day to cast whispering wind or animal messenger to a member of your faction as a spell-like ability and they can contact you in the same way thrice per day. When you do so to requisition retainers or items, you can have the faction send them to any safe place within 16 miles of anywhere you could normally requisition. The requisition arrives after 1 hour, plus 1 hour per 4 miles.<br>If you lose the token, you can requisition a replacement for 1 authorization. The lost one becomes nonmagical and previous uses of it that day count against the uses of the new one for the day.<br>If you have at least 10 ranks in the associated skill, you add sending to the list of options.<br>If you have the Travel Papers talent, a traveling requisition arrives to anywhere within 150 miles in 1 hour per 10 miles away.	
Faction	Retainer Detail (retainer)	Advanced Talent	Exceptional Talents			Associated skill 3 ranks, Faction sphere ((retainer) package, any talent granting a retainer profession with a combatant role).		You can requisition two combatant retainers at a time. You must pay the authorization costs for each retainer, and the maximum level or Hit Dice for each one is reduced by 1 while you have two of them.<br>You can take this talent a second time. If you do, having two retainers does not reduce their maximum level. You can also choose to requisition a third combatant retainer, but if you do all three have their maximum level or Hit Dice are reduced by 1 each.	
Faction	Secure Transit (supply)	Advanced Talent	Exceptional Talents	[SM—]	[utility]	Faction sphere (safe house, travel papers)		Source: Baron’s Secluded Library<br>You may have your safe house take a mobile form such as a caravan, a large ship, or other form of transportation that your faction could provide through the travel papers talent. This mobile safe house is secured in the same way as a normal safe house, covers the same total area, and benefits from any talents that improve your safe house (such as Assured Lifestyle and Restful Refuge).	
Faction	Skilled Mercenary Retainer (retainer, supply)	Advanced Talent	Exceptional Talents			Associated skill 3 ranks, Faction sphere ((retainer) package, (supply) package, Magical Armory, either Armed Retainer or Roguish Retainer).		You can choose an assassin, bounty hunter, or other skilled combatant as your faction retainer.<br>Skilled Mercenary<br>Role 2 Authorizations Defend a defensible position (combatant with equipment), 3 Authorizations Fight in any other combat (without likely death or betraying the faction) (combatant with equipment);<br>Skills (2 primary, 6 secondary) Acrobatics, Bluff, Climb, Diplomacy, Disable Device, Escape Artist, Heal, Intimidate, Knowledge (local or nature, chosen individually), Perception, Sense Motive, Sleight of Hand, Stealth, Survival, Swim; Statistics The mercenary otherwise uses standard statistics and equipment for an NPC assassin, bard, ninja, or rogue with character level up to your retainer Hit Dice maximum.	
Faction	Survivalist Retainer (retainer, supply)	Advanced Talent	Exceptional Talents			Associated skill 3 ranks, Faction sphere ((retainer) package, (supply) package, Magical Armory).		You can choose an explorer, skilled hunter, priest of nature, herbalist, or other wilderness traveler as your faction retainer.<br>Survivalist<br>Role 2 Authorizations Guide you and cooperate with you against wilderness hazards and enemies while traveling overland or transiting through settlements (combatant with equipment), 3 Authorizations Enter dungeons, monster lairs, or other strongholds alongside you (combatant with equipment);<br>Skills (2 primary, 4 secondary) Climb, Handle Animal, Heal, Knowledge (geography), Knowledge (nature), Profession (herbalist), Ride, Survival, Swim; Statistics As an NPC barbarian, druid, hunter, or ranger with character level up to your retainer Hit Dice maximum.	
Faction	Take The Shot (plan)	Advanced Talent	Exceptional Talents	[LG]		Faction sphere (Armed Retainer (retainer), Logistical Genius (plan)).		Source: Arcforge Players Compendium<br>By spending 3 authorizations as a plan, you may reveal the existence of a single warden retainer within long range who has a weapon drawn and ready to attack. You may allow the retainer to make a single standard action as part of revealing this plan. If the location of the warden is exceptionally difficult to reach, you must attempt a check with your associated skill to determine if your warden was able to be placed properly. The DC for this check is set by the GM, generally either DC 10 + the highest Perception modifier among guardians in the area or DC 10 + twice the highest challenge rating among all guardians of the area.	
Herbalism	Domestic Botany	Base Talent	Herbalism Talents	[DRS]	[utility]			Source: Diamond Spheres: Invention & Ingenuity<br>You gain a number of additional uses for herbs–if such a herb use grants a benefit when consumed, it lasts for 1 hour (unless otherwise specified).<br>Bitter or Dry Herb: The herb can be used as a single-use antidote kit. Alternatively, this herb can be added to up to 1 cubic foot of food or drink as a standard action to remove any impurities, diseases, or other forms of contaminants within it. When consumed, this herb also eliminates the effects of a hangover, as well as conferring a +4 alchemical bonus to the next Heal check attempted on the imbiber to treat a disease or poison.<br>Bland or Sweet Herb: The herb can be used as a single-use healer’s kit. When consumed, this herb also confers a +4 alchemical bonus to the next Heal check attempted on the imbiber to provide first aid or treat deadly wounds.<br>Cool or Spicy Herb: The herb can be used as a tindertwig or torch. When consumed, this herb also confers a +4 alchemical bonus to saving throws made to resist hot (cool herb) or cold (spicy herb) temperatures.<br>Intense Herb: The herb can be used as a single-use disguise or perfume kit. When consumed, the user reduces the next instance of nonlethal damage they suffer by an amount equal to your operative modifier (minimum 1). If the herb is taken during a period of rest, the user reduces the time they require to rest by 2 hours, although they cannot take strenuous activity during this time–this effect is cumulative with multiple herbs consumed.<br>Savory Herb: The herb can be used as a single-use seasoning kit. When consumed, it counts as half a pound of food for determining how much food you need to eat to avoid starvation (generally, 1 pound of food is enough for a Medium creature).<br>Sour or Tainted Herb: The herb can be used as a single-use symptom kit. When the imbiber uses the herb to retch, the action to do is also treated as if they had created a diversion (and may use your package’s associated skill modifier to do so instead of their Bluff).<br>If such a herb is used to replicate a tool, it can be used alongside an actual set of tools (or similar item that replicates such tools, like a Lifeblood (harvest) component) to increase the granted circumstance bonus by +2. A herb used to replicate a tool in this way is not considered to be a tool for any other purpose.	
Herbalism	Double Dose	Base Talent	Herbalism Talents					As a swift action you may combine two herbs into a “double-dose.” A double-dose may not be used to create concoctions. A double-dose provides the benefits of both herbs when consumed. If a double-dose is made with two of the same herb, any numerical effects of the herb are increased by 1 + 1 per 4 ranks in the associated skill.	
Herbalism	Expanded Herbalist	Base Talent	Herbalism Talents	[DRS]				Source: Diamond Spheres: Invention & Ingenuity<br>You gain one Herbalism sphere package which you do not already possess. You unlock skill leverage with the package’s associated skill (in addition to the other benefits associated with gaining a new package)	
Herbalism	Large Batch	Base Talent	Herbalism Talents					You may gather an additional 3 types of herbs. In addition, you double your operative ability modifier when determining how many herbs you gather in a batch.<br>You can take this talent multiple times–each time you do so, choose an additional 3 types of herbs.	
Herbalism	Ounce Of Prevention	Base Talent	Herbalism Talents					You may benefit from one additional tonic at one time, +1 per 10 ranks in the associated skill.	
Herbalism	Pre-emptive Preparation	Base Talent	Herbalism Talents		[plan]			You can reveal any single concoction you could have created (including twists) as a plan by using a full-round action. You spend the necessary herbs when the plan is revealed.<br>Alternatively, you can spend 1 use of skill leverage to reveal this plan as a standard action, immediately gaining a batch of herbs (as long as it does not exceed your daily limit).<br>You may reveal both of these plans in the same full-round action (still spending 1 use of skill leverage as normal), allowing you to create concoctions or apply twists to any pre-existing concoctions using the herbs gathered from revealing this plan.	
Herbalism	Redolent Scents	Base Talent	Herbalism Talents	[DRS]				Source: Diamond Spheres: Invention & Ingenuity<br>The sense of smell is a powerful yet fine-tuned sense, which can be tailored to allow for greater flexibility.<br>Whenever you create an aroma, you can choose to have it only affect your allies, enemies, or a specific creature type of your choice (and subtype, if you choose a humanoid or outsider).<br>Additionally, whenever you create an aroma that requires a Fortitude save, you can replace any Fortitude saves that it permits with a Will save. This makes such an aroma a mind-affecting effect.	
Herbalism	Vaporous Concoctions	Base Talent	Herbalism Talents	[DRS]				Source: Diamond Spheres: Invention & Ingenuity<br>The radius of your aromas increase to 20 feet, +5 feet per 5 associated ranks. Additionally, an aroma only halves its area in moderate wind, and only becomes suppressed in strong wind (21+ mph).<br>You can spend an additional herb when creating a concoction to have it be vaporous. A vaporous concoction can be used as if it were a splash weapon with a range increment of 10 feet, with a creature being directly hit by it having the concoction applied to them.<br>A vaporous aroma causes the cloud it creates to become visible in the form of a thick veil of vapor, imposing concealment (20% miss chance) against attacks originating outside of the area that target creatures within the area (and vice versa), as well as causing the aroma’s effects to linger for 1 round after a creature leaves the area (or otherwise ceases being affected by it, such as the duration elapsing or the area being dispersed).	
Herbalism	Bewitching Brew (tincture)	Base Talent	Concoction Talents	[DRS]			3 herbs or 1 esoteric herb.	Source: Diamond Spheres: Invention & Ingenuity<br>This tincture grants the imbiber a +1 alchemical bonus to Spellcraft and Use Magic Device checks for 10 minutes. This bonus increases by +1 for every 5 associated ranks you possess.<br>Whenever the imbiber would lose spell points (or a spell slot) due to failing a concentration check, they can attempt a Will saving throw (DC equal to 15 + half the effect’s caster level). On a success, they retain the spell points (or spell slot) spent.<br>Twists<br>1 bitter herb: The imbiber ignores the effects of any ability damage or drain affecting their mental ability scores.<br>1 dry herb: The alchemical bonus granted by this tincture also applies to saving throws made against magical effects (such as spells, spell-like abilities, magical sphere abilities, and supernatural effects).<br>1 intense herb: Once per hour, the imbiber can reduce the spell point cost of a magical sphere ability they cast by 1 (minimum 1 spell point).<br>1 savory herb: The duration of the tincture increases to 1 hour.<br>1 sweet herb: The imbiber does not need to attempt a Will save to retain lost spell points if the magical sphere effect only costs 1 spell point–if it requires more than 1 spell point, the imbiber retains 1 spell point even on a failed save.<br>1 tainted herb: Whenever the imbiber suffers damage, they must succeed at a Fortitude save or treat the damage as if it were continuous for the purposes of concentration checks for a number of rounds equal to your operative modifier (minimum 1). If the imbiber would suffer a greater amount of damage during this time, they must attempt another Fortitude save or have the concentration DC change to account for the new damage value.<br>Special: If you created this tincture with an esoteric herb, its duration is increased as though the esoteric herb were added to the tincture as a twist.	
Herbalism	Clarifying Incense (aroma)	Base Talent	Concoction Talents	[DRS]			2 herbs or 1 cool herb.	Source: Diamond Spheres: Invention & Ingenuity<br>All creatures that can smell the aroma can take 10 on skill checks even when threatened or distracted, and gains a +4 alchemical bonus to concentration checks, +1 per 5 associated ranks you possess. This aroma lasts for 1 minute.<br>If an affected creature can achieve martial focus, they can regain their martial focus as a move or swift action once during the aroma’s duration.<br>Twists<br>1 cool herb: Whenever an affected creature attempts an Intelligence- or Wisdom-based skill check and rolls a natural 5 or below, they can reroll the attempt–they must take the new result, even if it is worse. Additionally, affected creatures that can achieve martial focus can regain it using this aroma up to twice during the aroma’s duration.<br>1 dry herb: All affected creatures gain a +1 alchemical bonus to Will saves, +1 per 6 associated ranks you possess. If this aroma has the tainted twist, this bonus instead becomes a penalty to saving throws against mind-affecting effects.<br>1 sour herb: If an affected creature could achieve martial focus, instead of being able to regain martial focus as a move or swift action using this aroma, they can do as part of using a combat or skill sphere ability (excluding those used as a free action or by expending an attack of opportunity); if the ability required the expenditure of martial focus, they regain it after it is expended. If the creature does so, they become sickened for 1 round–this is a pain effect.<br>1 tainted herb: The penalty to concentration checks also applies to Intelligence-, Wisdom-, and Charisma-based skill checks. Additionally, whenever an affected creature expends their martial focus, they must succeed at a Will saving throw or have the ability or effect function as though they did not expend their martial focus–this causes the action to be lost only if the ability required the expenditure to function at all.	
Herbalism	Crimson Coagulant (tonic)	Base Talent	Concoction Talents				2 herbs or 1 bland herb	This tonic allows the imbiber to immediately stabilize whenever they are reduced to 0 hit points or fewer, although they are still disabled if they become conscious, as normal. At the start of each round the imbiber remains stabilized this way at a negative hit point total, they regain 1 hit point. This healing only makes the imbiber conscious again if they are brought to 0 or more hit points.<br>Twists<br>1 bitter herb: Whenever the imbiber would fall unconscious due to being reduced to a negative hit point total, they may choose to remain conscious and disabled. The imbiber still suffers 1 point of damage if they take a strenuous action, but they are stable due to this tonic’s base effect.<br>1 bland herb: The imbiber reduces the value of any bleed damage they suffer by an amount equal to your operative ability modifier (minimum 1).<br>1 dry herb: The imbiber also treats their Constitution score as being 2 higher when determining the number of hit points they can be reduced to below 0 without dying, increasing by 1 per 3 ranks in the associated skill.<br>1 savory herb: The temporary hit points granted due to the savory herb regenerate at a rate of 1 per round for as long as you remain below half your maximum hit points.<br>1 sweet herb: At the start of each round the imbiber remains stabilized at a negative hit point total, they heal an additional amount of hit points equal to 1/2 your associated ranks (minimum 1). Additionally, while disabled, the imbiber is not staggered, though performing a strenuous action still deals 1 point of damage to them. Taking a full-round action deals 2 points of damage to them.<br>1 tainted herb: The imbiber immediately fails stabilization checks that they attempt while dying. If the imbiber can usually act while dying, they lose the ability to do so for 1 minute.	
Herbalism	Energizer (tincture)	Base Talent	Concoction Talents				2 herbs or 1 intense herb	When imbibed, this tincture grants a +1 alchemical bonus to initiative checks to the imbiber for 10 minutes; this bonus increases by +1 per 6 associated ranks. During this time, if the imbiber becomes fatigued or exhausted (or is already), the condition is removed–this can only occur once during the duration, and excludes effects that would bypass an immunity to such conditions.<br>The imbiber also gains the benefits of resting for 8 hours without requiring sleep–any vigorous activity such as fighting, traveling, or similar during this time ends this effect, requiring the imbiber to sleep for the remaining hours or imbibe another Energizer to avoid fatigue and to gain the benefits of a full night’s rest.<br>Twists<br>1 bitter herb: The imbiber can have the fatigued or exhausted condition removed from them a second time during the duration.<br>1 cool herb: The imbiber cannot be flat-footed, and does not lose their Dexterity bonus to AC against invisible creatures. They still lose their Dexterity bonus to AC if immobilized or feinted. If the imbiber has the uncanny dodge ability, they instead gain the improved uncanny dodge ability.<br>1 intense herb: For 3 rounds, the imbiber gains a +10-foot alchemical bonus to all speeds they possess, +5 feet per 6 associated ranks. Additionally, the imbiber can move 10 feet instead of 5 feet whenever they make a 5-foot step.<br>1 savory herb: The duration of the tincture increases to 1 hour. Additionally, whenever the imbiber would fall asleep due to an effect (such as sleep or a dose of drow poison), the imbiber is instead staggered for as long as they would normally be asleep.<br>1 spicy herb: The imbiber can take a full-round worth of actions during a surprise round. Additionally, the imbiber ignores the first time they are interrupted during a rest due to vigorous activity, as long as such an interruption lasts no longer than 15 minutes.<br>1 tainted herb: The imbiber becomes fatigued (or exhausted if they are already fatigued) for 10 minutes.	
Herbalism	Fortifying Mixture (tonic)	Base Talent	Concoction Talents				3 herbs or 2 dry herbs	This tonic grants the imbiber a +1 resistance bonus to all saving throws, increasing by 1 per 5 ranks you possess in the sphere's associated skill.<br>Twists<br>1 herb: The tonic also grants an alchemical bonus to saving throws against certain conditions or effects equal to +1 + 1 per 3 ranks you possess in the associated skill, depending on the herb used, according to the table below. You may add this twist multiple times, selecting a new herb each time.<br>1 esoteric herb: The tonic also grants spell resistance equal to 10 + your ranks in the sphere’s associated skill.<br>Herb<br>Save Type<br>Bitter<br>Death effects, energy drain<br>Bland<br>Sickened, nauseated, ability damage<br>Cool<br>Charms, compulsions<br>Dry<br>Blinded, dazzled, deafened, entangled<br>Intense<br>Fear, confused, dazed, fascinated<br>Savory<br>Anger, illusion, language-dependent, sonic<br>Sour<br>Disorientation, paralyzed, staggered, stunned<br>Spicy<br>Fatigue, exhaustion, sleep, pain<br>Sweet<br>Disease, poison	
Herbalism	Healing Poultice (tincture)	Base Talent	Concoction Talents				3 herbs or 2 sweet herbs	This tincture grants the imbiber fast healing 1 for 1 minute + 1 minute per 5 ranks you possess in the associated skill. This fast healing increases by 1 for every 3 ranks you possess in the associated skill.<br>Special: A healing poultice that benefits from an esoteric herb immediately ends after it heals 10 hit points per rank in the associated skill.<br>Twists<br>1 bland herb: Healing from this tincture counts as an amount of magical healing equal to 5 x the amount of fast healing granted by this tincture for the purpose of effects that are removed or treated by magical healing, such as bleed damage, caltrops, or similar effects.<br>1 cool herb: This tincture also grants a +3 alchemical bonus on concentration checks, increasing by 1 per 4 ranks in associated skill you possess. Additionally, whenever the imbiber attempts a concentration check caused by receiving damage (including ongoing damage), you halve the damage for the purposes of determining the concentration check DC; if the damage dealt is less than your associated skill ranks, you automatically succeed the concentration check.<br>1 intense herb: When this tincture is imbibed, the imbiber is healed as though the fast healing had elapsed for 3 rounds, but then does not benefit from the fast healing for 3 rounds.<br>1 sour herb: The fast healing granted by this tincture is tripled, although its duration changes to 3 rounds, +2 rounds per 5 associated ranks in the associated skill you possess.<br>1 sweet herb: The imbiber receives temporary hit points equal to half your ranks in the associated skill plus your operative ability modifier. The target's total combined current hit points plus the temporary hit points from this concoction may not exceed the target’s maximum hit points.<br>1 tainted herb: The imbiber suffers an amount of bleed damage equal to double the normal amount of fast healing this tincture normally grants. If this concoction has an intense herb twist, instead of its normal effects, the intense herb instead causes the imbiber to suffer the bleed damage immediately when they are affected by the concoction. If this concoction has a sweet herb twist, the bleed damage is triple the normal amount of fast healing, instead of double. If this concoction has a sour herb twist, instead of its normal effects (although the duration change remains the same), whenever the imbiber would suffer the concoction’s bleed damage, they must succeed at a Fortitude saving throw or instead suffer double the amount of bleed damage from the concoction (but no other sources of bleed damage) for that round.	
Herbalism	Inkeye Elixir (tonic)	Base Talent	Concoction Talents				1 herb	This tonic grants the imbiber low-light vision and darkvision 20 feet. Additionally, if the imbiber has light sensitivity or light blindness, they may ignore any penalties associated with harsh light that they would suffer.<br>Twists<br>1 bland herb: The imbiber’s darkvision increases by 20 feet, plus 5 feet per 2 ranks you possess in the associated skill. Additionally, if the imbiber is within dim light, the miss chance associated with being in dim light increases by 10%.<br>1 cool herb: The imbiber may roll twice and take the highest result when attempting Perception checks made to notice a creature within an area of dim light or darkness. They also gain a +2 circumstance bonus to attack rolls made to confirm critical hits against creatures they have concealment against.<br>1 dry herb: The imbiber gains a +3 alchemical bonus to saving throws against the dazzled and blinded conditions, in addition to gaze attacks, patterns, and other vision-based effects. The bonus increases by 1 per 4 ranks you possess in the associated skill.<br>1 esoteric herb: The imbiber gains the see in darkness ability, allowing them to see perfectly in darkness of any kind, including that created by deeper darkness.<br>1 spicy herb: The imbiber’s coloration changes to match their environment. The imbiber gains a +2 circumstance bonus to Stealth checks, increasing by 1 per 4 ranks in the associated skill you possess.<br>1 tainted herb: The imbiber loses any darkvision or low-light vision they possess, and gains light sensitivity for 1 minute.	
Herbalism	Jellybone Mixture (tincture)	Base Talent	Concoction Talents				2 herbs	When this tincture is imbibed, the imbiber can more easily escape from bonds and effects that impede movement for 10 minutes. If the binding or effect requires 1 round or shorter to escape from, you reduce the action required to break free by one step (1 round to 1 full-round action, a standard action to a move action, a move action to a swift action), to a minimum of a swift action. If it requires more than 1 round to break free, you only take half the required time. They also gain a +2 alchemical bonus to Escape Artist checks and to their CMD against grapple attempts, increasing by 1 per 4 ranks in the associated skill you possess.<br>Twists<br>1 bland herb: The imbiber reduces the action required to break free from a binding by one additional step, and can attempt to escape from restraints requiring 1 minute as a full-round action.<br>1 dry herb: The imbiber gains DR/slashing or piercing equal to 1/2 your ranks in the associated skill. Additionally, half the bludgeoning damage you suffer becomes nonlethal damage.<br>1 esoteric herb: The imbiber’s body is reduced to a nearly liquid consistency. The imbiber gains the compression universal monster ability, and may spend a move action to move 5 feet through any surface that allows liquid to pass through it. If this tincture also possesses the spicy twist, the imbiber is immune to fall damage. If this tincture also possesses the dry twist, the imbiber gains a 25% chance to ignore the extra damage from critical hits and precision damage. This chance increases by 5% for every 2 ranks you possess in the associated skill.<br>1 spicy herb: The imbiber gains a +5-foot alchemical bonus to all speeds, in addition to taking the minimum damage from falling damage (as if they had rolled a 1 on each die of damage). This bonus increases by 5 feet per 6 ranks in the associated skill you possess.<br>1 sweet herb: This tincture’s bonus also applies to saving throws against effects that would restrict their movement or ability to act. This includes paralysis, slow effects, entanglement, telekinesis, etc. Additionally, the first time that the imbiber is affected by such an effect (and allows a saving throw), they can roll the saving throw twice, taking the highest result.<br>1 tainted herb: The imbiber increases the action cost to break free from bindings or effects (or twice as long if it requires more than 1 round to do so).	
Herbalism	Metalmind Solution (tincture)	Base Talent	Concoction Talents		[utility]		2 herbs or 1 cool herb	This tincture grants the imbiber a +2 alchemical bonus to saving throws against illusion effects and the fascinated and impressed conditions, and to Bluff checks to lie or claim an implausible truth. This bonus increases by 1 per 5 ranks in the sphere’s associated skill you possess. This tincture’s effects last for 1 minute.<br>Twists<br>1 bland herb: The imbiber reduces the action cost to orient themselves to reduce a disorientation condition by one step (1 round, full-round, standard, move, swift, free); if it takes longer than 1 round to orient themselves, the time required to do so is halved. Additionally, the bonuses associated with the imbiber being impressed with a creature is halved.<br>1 cool herb: The alchemical bonus applies to skill checks to recall information. Additionally, the imbiber gains 1 temporary use of skill leverage. If they would not normally possess skill leverage, they may still use this skill leverage to utilize its general uses. The imbiber can only gain this temporary use of skill leverage once every 2 hours.<br>1 dry herb: The alchemical bonus also applies to saving throws and skill check DCs to discover or invoke the imbiber’s motivations, to learn about their mind or goals (such as detect thoughts or the sense goal skill use) or that reduces their degree of alertness.<br>1 savory herb: The duration of the tincture increases to 1 hour.	
Herbalism	Pleasant Fragrance (aroma)	Base Talent	Concoction Talents	[DRS]	[utility]		2 herbs or 1 sweet herb	Source: Diamond Spheres: Invention & Ingenuity<br>All creatures that can smell the aroma gain a +2 circumstance bonus to Diplomacy checks and to any checks made as an impressive display for 1 hour, as long as the target of these skills are also affected by the aroma; this increases by +1 for every 5 associated ranks you possess. This aroma lasts 1 hour.<br>Additionally, whenever a non-hostile creature spends at least 1 round within the aroma’s area, they must attempt a Will saving throw or become impressed towards the creature that the aroma is applied to for 1 hour, although some creatures may gain a bonus or penalty on this save depending on how easily (or otherwise) they are swayed by pleasant scents, up to the GMs discretion. On a successful save, the creature becomes immune to this additional effect for 1 hour.<br>Twists<br>1 cool herb: The aroma’s bonus also applies to the DC to inflict affected creatures with anger and disorientation effects.<br>1 dry herb: An impressed creature within the aroma does not lose the impressed condition if they perceive the creature they are impressed by fail a significant challenge or if they become impressed with another creature. Additionally, a successful save only causes the creature to become immune for 1 minute instead of 1 hour.<br>1 sour herb: The aroma’s bonus also applies to Handle Animal checks. If you wish, you can also have the aroma’s bonus to Diplomacy checks instead be applied as a penalty.	
