name	type	source	drawbacks_gained	boons_gained	description
Fixer	Trade	[DRS]		Automatic Trade Talents: Engineer, Quicksilver<br>Automatic Skill Sphere: Infiltration sphere or Adept Administrator (Vocation sphere)<br>Adroit Trade Talents: Con Artist, Medium<br>Adroit Bonus Skill Talent: Communication sphere or Case the Joint (Infiltration sphere)	Source: Diamond Spheres: Hustle & Bustle<br>Trade Talent Class Skills: Acrobatics, Appraise R, Disable Device, Escape Artist, Knowledge (dungeoneering), Knowledge (engineering), and Sense Motive. R Stealth in place of redundant Appraise.<br>Trade Talent Class Skills: Bluff, Diplomacy, Disguise, Fly, Knowledge (local), Knowledge (planes), Knowledge (religion), Linguistics
Keeper	Trade			Automatic Trade Talents: Farmer, Handler<br>Automatic Skill Sphere: Herbalism sphere (Rancher alternate start)<br>Adroit Trade Talents: Guide, Racer<br>Adroit Bonus Skill Talent: Communication sphere (Animal Whisperer alternate start) or the Herbalism sphere (Expanded Herbalist or Pleasant Fragrance (aroma)) talent.	Trade Talent Class Skills: Appraise, Handle AnimalR, Knowledge (nature)R/*, Ride*, and Survival*; R Diplomacy in place of redundant Handle Animal, * increased class skill bonus to Knowledge (nature) and Ride checks.<br>Trade Talent Class Skills: Fly, Knowledge (geography), Swim; R Sleight of Hand in place of redundant Knowledge (nature), * increased class skill bonus to Survival checks.
Green Witch	Trade			Automatic Trade Talents: Apothecary, Faith Healer<br>Automatic Skill Sphere: Survivalism sphere (harvest package)<br>Adroit Trade Talents: Greenskeeper, Fey Friend<br>Adroit Bonus Skill Talent: Herbalism sphere (herbal package) or Survivalism sphere (any one (harvest) talent).	Trade Talent Class Skills: Bluff, Diplomacy, HealR/*, Knowledge (arcana), Knowledge (nature)R, Knowledge (religion), Use Magic Device. R Knowledge (local) in place of redundant Heal.<br>Trade Talent Class Skills: Knowledge (geography), Knowledge (nobility), Linguistics, Spellcraft, and Survival; R Knowledge (history) in place of redundant Knowledge (nature), * increased class skill bonus to Heal checks.
Guild Artist	Trade			Automatic Trade Talents: Merchant, Translator<br>Automatic Skill Sphere: Faction sphere (supply) package<br>Adroit Trade Talents: Smuggler, Entertainer<br>Adroit Bonus Skill Talent: Performance sphere or the Faction sphere (Social Clout) talent.	Trade Talent Class Skills: Appraise, Diplomacy, Bluff*, Knowledge (local)R, Knowledge (nobility), Sense Motive, Linguistics; R Knowledge (engineering) in place of redundant Knowledge (local).<br>Trade Talent Class Skills: Acrobatics, DisguiseR, Escape Artist, Sleight of Hand*, Stealth; R Knowledge (geography) in place of redundant Disguise, * increased class skill bonus to Bluff and Sleight of Hand checks.
Luminary	Trade			Automatic Trade Talents: Explorer, Historian<br>Automatic Skill Sphere: Study sphere<br>Adroit Trade Talents: Dilettante, Orator<br>Adroit Bonus Skill Talent: Any Vocation sphere talent or the Study (Tangential Recollection) talent.	Trade Talent Class Skills: Climb, Knowledge (arcana), Knowledge (geography), Knowledge (history)R, Knowledge (religion), Linguistics, Survival, and Swim.<br>Trade Talent Class Skills: Bluff, Diplomacy, Intimidate, Knowledge (dungeoneering), Knowledge (local), Knowledge (nature), Knowledge (planes); R Knowledge (engineering) in place of redundant Knowledge (history)
Magical Scholar	Trade			Automatic Trade Talents: Artificer, Occultist<br>Automatic Skill Sphere: Spellhacking sphere<br>Adroit Trade Talents: Experimenter, Philosopher<br>Adroit Bonus Skill Talent: Study sphere or the Spellhacking sphere (Hacker’s Analysis) talent.	Trade Talent Class Skills: Appraise, Knowledge (arcana), Knowledge (dungeoneering), Knowledge (engineering)R, Knowledge (planes), Linguistics, Spellcraft, Use Magic Device*.<br>Trade Talent Class Skills: Fly, Intimidate, Knowledge (history), Knowledge (nature), Knowledge (religion), and Sense Motive; R Knowledge (local) in place of redundant Knowledge (engineering), * increased class skill bonus to Use Magic Device checks.
Mercenary	Trade			Automatic Trade Talents: Gambler, Soldier Of Fortune<br>Automatic Skill Sphere: Faction sphere<br>Adroit Trade Talents: Knight, Scrounger<br>Adroit Bonus Skill Talent: Body Control sphere or the Faction sphere (Review Intelligence) talent.	Trade Talent Class Skills: Appraise*, Bluff, Intimidate, Knowledge (local)*, Sense MotiveR, and Sleight of HandR; R Escape Artist in place of redundant Sense Motive, * increased class skill bonus to Appraise checks<br>Trade Talent Class Skills: Handle Animal, Knowledge (nobility), Ride, Survival, Swim; R Stealth in place of redundant Sleight of Hand, * increased class skill bonus to Knowledge (local) checks.
Outlander	Trade			Automatic Trade Talents: Guide, Roughrider<br>Automatic Skill Sphere: Survivalism sphere<br>Adroit Trade Talents: Aberration Hunter, Scout<br>Adroit Skill Talent: Navigation sphere or the Survivalism sphere (Hunter’s Eye) talent.	Trade Talent Class Skills: Climb, Handle Animal, Knowledge (geography), Knowledge (nature), RideR, Swim, Survival*; R Swim in place of redundant Ride<br>Trade Talent Class Skills: Heal, Knowledge (dungeoneering), Spellcraft, Acrobatics, Knowledge (geography), and StealthR; R either Disable Device or Fly instead of redundant Stealth; * increased class skill bonus to Survival checks
Philosopher	Trade			Automatic Trade Talents: Archaeologist, False Mage<br>Automatic Skill Sphere: Investigation sphere<br>Adroit Trade Talents: Mage Hunter, Occultist<br>Adroit Bonus Skill Talent: Spellhacking sphere or the Investigation sphere (Discern Esoterics) talent.	Trade Talent Class Skills: Appraise, Bluff, Knowledge (arcana)R, Knowledge (history), Sleight of Hand, Spellcraft*, Use Magic DeviceR; R Sense Motive in place of redundant Use Magic Device.<br>Trade Talent Class Skills: Disable Device, Disguise, Knowledge (dungeoneering), Knowledge (planes), Linguistics; R Knowledge (religion) in place of redundant Knowledge (arcana), * increased class skill bonus to Spellcraft checks.
Physician	Trade			Automatic Trade Talents: Doctor, Rescuer<br>Automatic Skill Sphere: Herbalism sphere (remedy package)<br>Adroit Trade Talents: Mystic, Servant<br>Adroit Bonus Skill Talent: Investigation sphere (Unorthodox Methods alternate start, choosing the Assess Physicality or Examine Damage talent), or the Herbalism sphere (any one (remedy) talent).	Trade Talent Class Skills: Climb, Escape Artist, HealR/*, Knowledge (nature), Knowledge (religion)*, Spellcraft*, Swim; R Knowledge (local) in place of redundant Heal skill.<br>Trade Talent Class Skills: Handle Animal, Knowledge (nobility), Knowledge (planes), Stealth; *: increased class skill bonus Heal, Knowledge (religion), and Spellcraft checks.
Schemer	Trade			Automatic Trade Talents: Con Artist, Spy<br>Automatic Skill Sphere: Subterfuge sphere<br>Adroit Trade Talents: Esoteric Scholar, False Mage<br>Adroit Skill Talent: Communication sphere or the Subterfuge sphere (Community Contacts) talent.	Trade Talent Class Skills: Bluff*, DisguiseR, Escape Artist, Knowledge (local), Linguistics, Sense Motive, Stealth; R Diplomacy in place of redundant Disguise skill.<br>Trade Talent Class Skills: Knowledge (arcana, dungeoneering, nature, planes, religion), Sleight of Hand, Use Magic Device; *: increased class skill bonus to Bluff checks.
Sentry	Trade	[DRS]		Automatic Trade Talents: Guard, Scout<br>Automatic Skill Sphere: Investigation sphere or Vocation sphere (Adept Adventurer).<br>Adroit Trade Talents: Loner, Thug<br>Adroit Bonus Skill Talent: Acute Senses (Investigation sphere) or Navigation sphere.	Source: Diamond Spheres: Hustle & Bustle<br>Trade Talent Class Skills: Acrobatics, Diplomacy, Intimidate *, Knowledge (geography), Knowledge (local) *, Sense Motive, Stealth R, and Survival R.<br>Trade Talent Class Skills: Bluff, Disguise, Heal. R Appraise and Climb in place of redundant Survival and Stealth, * increased class skill bonus to Intimidate and Knowledge (local) checks.
Scholar	Trade			Automatic Trade Talents: Anthropologist, Archaeologist<br>Automatic Skill Sphere: Study sphere<br>Adroit Trade Talents: Medium, Storyteller<br>Adroit Bonus Skill Talent: Investigation sphere or the Study sphere (Efficient Researcher) talent.	Trade Talent Class Skills: Appraise, Knowledge (geography), Knowledge (history)R, Knowledge (local)*, Knowledge (nobility)R, Knowledge (religion)R, Spellcraft, Use Magic Device; R Knowledge (engineering) in place of redundant Knowledge (history).<br>Trade Talent Class Skills: Diplomacy, Fly, Knowledge (arcana), Knowledge (planes); R Knowledge (dungeoneering) and Knowledge (nature) in place of redundant Knowledge (nobility) and Knowledge (religion), * increased class skill bonus to Knowledge (history) and Knowledge (local) checks.
Shadow	Trade			Automatic Trade Talents: Counterfeiter, Cutpurse<br>Automatic Skill Sphere: Subterfuge sphere<br>Adroit Trade Talents: Trapper, Thug<br>Adroit Bonus Skill Talent: Infiltration sphere or the Subterfuge sphere (Clever Charlatan) talent.	Trade Talent Class Skills: Acrobatics, Appraise, Bluff, Escape Artist, Linguistics, Sleight of HandR, Stealth; R Disguise in place of redundant Sleight of Hand.<br>Trade Talent Class Skills: Disable Device, Intimidate, Knowledge (geography), Knowledge (local), Knowledge (nature), Survival; *: increased class skill bonus on Disguise and Stealth checks.
Slayer Of The Arcane	Trade			Automatic Trade Talents: Mage Hunter, Monster Hunter<br>Automatic Skill Sphere: Spellhacking sphere<br>Adroit Trade Talents: Dragon Envoy, Undead Slayer<br>Adroit Bonus Skill Talent: Body Control sphere or the Spellhacking sphere (Track Caster) talent.	Trade Talent Class Skills: Appraise, Disable Device, Disguise, Intimidate, Knowledge (arcana)R, Spellcraft, and Survival; R Knowledge (local) in place of Knowledge (arcana).<br>Trade Talent Class Skills: Diplomacy, Fly, Intimidate*, Knowledge (arcana)R, and Knowledge (planes)*, Knowledge (religion), Survival*; R Sense Motive in place of Knowledge (arcana), * increased class skill bonus to Intimidate, Knowledge (planes), and Survival checks.
Smithy	Trade			Automatic Trade Talents: Builder, Miner<br>Automatic Skill Sphere: Artifice sphere<br>Adroit Trade Talents: Engineer, Technician<br>Adroit Bonus Skill Talent: Survivalism sphere (dredge) package or the Artifice sphere (Favorite Tools) talent.	Trade Talent Class Skills: ClimbR, Disable Device*, Escape Artist*, Knowledge (dungeoneering)R, Knowledge (engineering)R/*; R Knowledge (local) in place of redundant Climb skill, * increased class skill bonus to Escape Artist and Knowledge (engineering) checks.<br>Trade Talent Class Skills: Appraise and Heal; R Knowledge (arcana) and Knowledge (history) in place of redundant Knowledge (dungeoneering) and Knowledge (engineering), * increased class skill bonus to Disable Device checks.
Socialite	Trade			Automatic Trade Talents: Courtier, Gossip<br>Automatic Skill Sphere: Communication sphere<br>Adroit Trade Talents: Diplomat, Storyteller<br>Adroit Bonus Skill Talent: Communication sphere (Wordmonger) talent or the Subterfuge sphere.	Trade Talent Class Skills: Bluff, Diplomacy*, Knowledge (local), Knowledge (nobility)R/*, Sense Motive*; R Linguistics in place of redundant Knowledge (nobility), * increased class skill bonus to Diplomacy and Sense Motive checks.<br>Trade Talent Class Skills: Knowledge (history); R Sleight of Hand and Intimidate in place of redundant Diplomacy, and Sense Motive skills, * increased class skill bonus to Knowledge (local), Knowledge (nobility), and Linguistics checks.
Thief	Trade			Automatic Trade Talents: Burglar, Con Artist<br>Automatic Skill Sphere: Infiltration sphere<br>Adroit Trade Talents: Dungeon Delver, Pirate<br>Adroit Bonus Skill Talent: Subterfuge sphere or the Infiltration sphere (Light Touch) talent.	Trade Talent Class Skills: Bluff, Disable Device, Disguise, Escape Artist, Knowledge (local), Linguistics, Sleight of Hand, Stealth.<br>Trade Talent Class Skills: Acrobatics, Disable DeviceR, Knowledge (dungeoneering), Use Magic Device, Appraise, Climb, Intimidate, Swim; R Diplomacy in place of redundant Disable Device skill
Tracer	Trade			Automatic Trade Talents: Athlete, Scout<br>Automatic Skill Sphere: Infiltration sphere (Ghost alternate start)<br>Adroit Trade Talents: Escapologist, Smuggler<br>Adroit Bonus Skill Talent: Body Control sphere or the Infiltration sphere (Frantic Escape) talent.	Trade Talent Class Skills: AcrobaticsR, Climb, Fly, Knowledge (geography), StealthR, Survival, and Swim. R Disable Device in place of redundant Acrobatics.<br>Trade Talent Class Skills: Bluff, Disguise, Escape Artist, Knowledge (arcana), Knowledge (engineering), and Sleight of Hand. R Knowledge (local) in place of redundant Stealth.
Wanderer	Trade			Automatic Trade Talents: Plane-walker, Sky Pilot<br>Automatic Skill Sphere: Navigation sphere<br>Adroit Trade Talents: Falconer, Farmer<br>Adroit Bonus Skill Talent: Performance sphere or the Navigation sphere (Lay Of The Land) talent.	Trade Talent Class Skills: Acrobatics, FlyR/*, Knowledge (geography), Knowledge (planes), Linguistics, Survival, and Use Magic Device; R Diplomacy in place of redundant Fly.<br>Trade Talent Class Skills: Appraise, Climb, Handle AnimalR, Knowledge (nature)*, Ride R Sense Motive in place of redundant Handle Animal, * increased class skill bonus to Fly and Knowledge (nature) checks.
Zealot	Trade			Automatic Trade Talents: Interlocutor, Priest<br>Automatic Skill Sphere: Bluster sphere<br>Adroit Trade Talents: Commander, Undead Slayer<br>Adroit Bonus Skill Talent: Faction sphere (retainer) package (Knowledge (religion) as associated skill) or the Bluster sphere (Embarrassing Critique) talent.	Trade Talent Class Skills: Bluff, DiplomacyR, Knowledge (planes)R, Knowledge (religion)*, Linguistics, Sense MotiveR, and Spellcraft R Knowledge (local) in place of redundant Sense Motive.<br>Trade Talent Class Skills: Intimidate, Knowledge (history), Knowledge (nobility), Ride, and Survival R Heal in place of redundant Diplomacy and Knowledge (planes) skills, * increased class skill bonus to Knowledge (religion) checks.
Biofloramachines	Tinker				Horticulture and gardening techniques eventually learned that a plant is programmed to follow a set routine, such as when to sprout, when to flower, when to send certain pheromones or produce pollens and saps. Inventive minds took that theory to machines, creating living inventions that are specially cultivated for certain tasks, although this cultivation requires patience.<br>Biofloramachinery can mimic many forms of technology, from roots and vines that constrict and retract to simulate a belt or lever, to a specialized plant designed to mimic a detector that releases spores when it detects the presence of certain substances.<br>Drawbacks<br>: Double Major (Knowledge (nature)), Living Gizmos (plant), Production Facilities (a specialized garden), Slow Craft.<br>Boons<br>: Adapted Biology (plant); +1 gizmo limit, +1 gizmo limit per 3 ranks in the associated skill.<br>Associated Skill<br>: Profession (gardener or herbalist); secondary skill Knowledge (nature).<br>Suggested Package Bans<br>: None.
Clockwork	Tinker				There is something truly fantastical about the elegance and grace of clockwork machinery. A craftsman’s touch grants a very personal flair to ordinarily impersonal objects.<br>Clockwork is often pronounced by how much it sounds, and behaves, like a clock - working constantly, and consistently. Clockwork may take the form of kinetic exoskeletons, powered by springs and cogs, powders and lenses that respond to stimulus, and punch-entry cards for programs and storage of data.<br>Drawbacks<br>: Delicate, Environmental Vulnerability (sand & grit), Expensive Crafting (clockwork components).<br>Boons<br>: Expeditious Construction; +1 gizmo limit, +1 gizmo limit per 6 ranks in the associated skill.<br>Associated Skill<br>: Craft (clockwork).<br>Suggested Package Bans<br>: (transmission) package. Clockwork constructions tend to rely on kinetic motion, and not wavelengths or other modes of communication. A device similar to one that sends and receives morse code, through physical “tapping” or similar, could help integrate this package into clockwork.
Cyberware	Tinker				Your standard fare in the cyber-concrete jungle, this highly advanced technological equipment is exceedingly versatile and reliable, but relies on expensive and specialized material-science and facilities to create and maintain. - Contributed in part by Zephyrm, DDS Community.<br>Drawbacks<br>: Damage Vulnerability (electric), Double Major (Knowledge (engineering), Expensive Craft (electronics-grade metals), Explosive Instability (electric).<br>Boons<br>: +1 gizmo limit, +1.5 gizmo limit per rank in the associated skill.<br>Associated Skill<br>: Craft (electronics).<br>Suggested Package Bans<br>: None.
Magitech	Tinker				By relying on many of the same fundamental concepts as mages, the creation of technology that simplifies or removes the requirement of a mage is desirable. Magitech often requires more effort than other comparable gizmos to craft and the intricacies of the craft often leaves the gizmos vulnerable to disruption by the environment.<br>Magitech can take many forms and shapes, from higher science fiction to “the tea pot works because I drew the symbol for fire on it” using ancient magic runes. The “how and why” of magictech is, consequently, far more open compared to other gizmos that try to more rationally explain their effects.<br>Drawbacks<br>: Environmental Vulnerability (choose one), Expensive Craft, Mana Engineering, Slow Craft.<br>Boons<br>: +1 gizmo limit, +1.5 gizmo limit per rank in the associated skill.<br>Associated Skill<br>: Craft (mechanical).<br>Suggested Package Bans<br>: None.<br>Note<br>: The magitech Tinker tradition can be expensive to either etch or paint the magic, or create mana-capable circuits, or condense aether from the environment, etc. The environmental vulnerability should represent how that craftsmanship can be disrupted, either by scouring the metal etchings or washing away the specially treated magic dyes, short circuiting the wiring with electricity, etc.
Reactortech	Tinker				Harnessing electricity into volatile glasswork makes for powerful sources of energy. Reactortech makes use of small, powerful reactors that are embedded into each and every piece of equipment to ensure the transfer of energy is efficient.<br>Reactortech takes on an otherwise ordinary appearance to most inventioneering, but any need for kinetic energy is heavily lessened. A firearm can be triggered through electrical signals and a flashlight merely “turned on”, but the crackling energy beneath the globes of lightning that adorn each piece of craftsmanship leave no question as to the how and why. The primary boon of reactor tech, that makes up for its instability, is that the individual reactors can always be cannibalized as a power source for other inventions.<br>Drawbacks<br>: Environmental Vulnerability (electricity), Explosive Instability (electricity), Hand-Cranked, Mechanical Signs (glowing reactors).<br>Boons<br>: Conservation Of Energy; +1 gizmo limit, +1 gizmo limit per 3 ranks in the associated skill.<br>Associated Skill<br>: Craft (mechanical).<br>Suggested Package Bans<br>: None.
Steampowered	Tinker				Boiling water to create motion has been one of the first forms of mechanical power produced and continues to be a reliable form of energy whenever water and heat are available.<br>Steampowered gizmos are characterized by their fluids and hydraulics. Steampowered gizmos may take any number of shapes and forms, but will have some form of boiler and compressor where the liquid can supply the necessary power, or where that can be refilled.<br>Drawbacks<br>: Environmental Vulnerability (cold), Particular Workspace (a source of water), Slow Craft.<br>Boons<br>: +1 gizmo limit per odd rank in the associated skill.<br>Associated Skill<br>: Craft (mechanical).<br>Suggested Package Bans<br>: (computation) package, (transmission) package. Steampowered constructions may have difficulty facilitating effects that would wirelessly transfer between gizmos or that store information. Steampowered constructions are largely facilitated by their power source, and may have less intrinsic mechanisms compared to other means of crafting.
Cybernetic Punk	Tinker	[DRS]	Expensive Craft, Highest Quality Materials, Implant Requisite, Particular Workspace (cybernetic doctor), Slow Craft.	Reinforced; +1 gizmo limit, +1 gizmo limit per 3 ranks in the associated skill.<br>Associated Skill<br>: Craft (mechanical).<br>Suggested Package Bans:<br>None. A cybernetic punk has access to high end technology if they have the funds.<br>Special - Particular Workspace (Cybernetic Doctor):<br>This tradition is unique in that characters cannot craft gizmos subject to the tradition and are instead “assisted” by a cybernetic doctor, who helps craft and implant the gizmos, or any other character able to perform implantation surgery with a suitable workspace. The Highest Quality Materials drawback represents the money paid to the cybernetic doctor for their services.<br>Characters can maintain their gizmos and do not need the Particular Workspace to do so.	Source:<br>Diamond Spheres: Expanded Tinker and Silverminds<br>In a dystopian technological future, access to high quality and expensive technological implants give access to living stronger, better, and faster. Installing these implants is a highly technical process, with the best doctors performing for the elite, and the average man needing to rely on shady cybernetic clinics.
Daemon Ex Machina	Tinker				Mechanical in function but daemon in form, ritual binders have learnt to sculpt the flesh of the abyss into tools. Through ritually prepared vessels and immense precision, wayward souls of daemons are bound and grafted into mechanical form, but held here only by the ritualist’s binding stone.<br>Drawbacks<br>: Anchored Craftsmanship (Binding Stone), Damage Vulnerability (good-aligned), Living Gizmos, Mana Engineering (conjuration), Particular Workspace (prepared ritual chamber).<br>Boons<br>: Adapted Biology (daemon), Immaterial Construction; +1 gizmo limit, +1 gizmo limit per 6 ranks in the associated skill.<br>Associated Skill<br>: Profession (cleric) or Lore (daemons).<br>Suggested Package Bans<br>: None.<br>Note<br>: The Daemon Ex Machina Tinker tradition is an example of bending the restrictions of the Tinker drawbacks or boons. Damage that is good-aligned (i.e. from a holy weapon, etc.) would normally not be an appropriate damage type for vulnerable gizmos, but may be allowed under circumstances where good and evil are prevalent enough for this restriction to matter.
Mad Science	Tinker				Labs filled with foul smoke, dimly lit and echoing with the crackles and pops of alchemy and enchantments. These are what comes to mind when one thinks of a mad wizard, cooped up in their tower. Mad scientists are similar, but rather than stretch the boundaries of magic, they see how far they can push the fundamental laws of reality without any magic.<br>Gizmos created by mad science are near impossible for the uninitiated to understand, seeming to work like magic, and often lead to explosive results for those who tamper with what they do not understand. These gizmos often look like fusions of several unrelated machines, festooned with dials, buttons, gauges, and similar accessories with seemingly no purpose.<br>Drawbacks<br>: Explosive Instability (random),Incomplete Understanding, Production Facility.<br>Boons<br>: Confounding Design; +1 gizmo limit, +1 gizmo limit per 6 ranks in the associated skill.<br>Associated Skill<br>: Craft (technological).<br>Suggested Package Bans<br>: None. Mad science creations cover a massive scope of inventions and technological purpose. While it might be dangerous to use, or pose risks to the user, mad science creations are dangerously competent.
Planar Attuned	Tinker	[DRS]	Damage Vulnerability (chosen plane), Double Major, Energized Feedback (chosen plane), Environmental Vulnerability (chosen plane), Explosive Instability (chosen plane), Mana Engineering (conjuration).	Conservation of Energy; +1, +1 per 1.5 ranks in the associated skill.<br>Associated Skill<br>: Craft (mechanical); secondary skill Knowledge (planes).<br>Suggested Package Bans:<br>None. Planar energy is easily molded to suit the needs of the maker.<br>Special - Chosen Plane:<br>The practitioner chooses a single elemental aligned plane, between air, earth, fire, and water. This tradition’s drawbacks (Energized Feedback, Environmental Vulnerability, and Explosive Instability) behave based on<br>Table: Planar Attuned<br>below.<br>Table: Planar Attuned	Source:<br>Diamond Spheres: Expanded Tinker and Silverminds<br>Devices tuned to the planar cosmos, pulling energy but also susceptible to their opposites.
Technologic Wonder	Tinker	[DRS]	Expensive Craft, Explosive Instability (electricity, see below), Highest Quality Materials, Mana Engineering.	Reinforced; +1 gizmo limit, +1 gizmo limit per 1.5 ranks in the associated skill.<br>Associated Skill<br>: Craft (mechanical).<br>Suggested Package Bans:<br>None. The technologic cores are a miraculous solution to technological inventorship.<br>Special - Explosive Instability (Technologic Core):<br>Gizmos crafted subject to this Tinker tradition are not explosive, only the battery gizmos are (“technologic cores”). Technologic cores do not benefit from hardness, as a normal gizmo, and add the crafter’s practitioner modifier to the explosive instability’s explosion damage (1d6 + gizmo level + practitioner modifier; this additional damage only applies when the battery is damaged and destroyed, not when detonated intentionally).	Source:<br>Diamond Spheres: Expanded Tinker and Silverminds<br>Miraculously perfect crystals power technology, from the everyday to the fantastic. These technologic cores astound, but are deadly when disturbed. These cores are of a mysterious origin, but were quickly replicated by genius inventors and promulgated across the nation to benefit its people.
