name	type	system	prerequisites	benefit	normal	special	source	url
Stealth Gathering	General	other	Gather power class feature.	Whenever you use your gather power class feature, the visual and sound effects are diminished, only noticeable to those within 10 feet of you.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Stealth_Gathering
Stealth Gathering, Improved	General	other	Stealth Gathering	You can use your gather energy class feature without any visible or audible display.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Stealth_Gathering,_Improved
Stout Deterrent	General	other		You can add your Constitution modifier to your CMD in place of your Strength modifier.	You add your Strength and Dexterity modifiers to your CMD.		Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Stout_Deterrent
Stout Maneuvers	General	other		You can add your Constitution modifier to CMB checks in place of your Strength modifier.	You add your Strength modifier to CMB checks.		Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Stout_Maneuvers
Studied Veilweaving	General	akashic	Veilweaving level 1, veilweaving modifier of +3.	Add +4 to your veilweaving level, to a maximum of your hit dice. This grants you no other benefits related to veilweaving, such as veils shaped, chakra binds, essence, or essence capacity.				https://metzo.miraheze.org/wiki/Studied_Veilweaving
Stunning Tail Strike	Combat	other	Tail Strike, base attack bonus +8, Wis 13.	The attacker must declare the use of this feat before the attack, and roll for attack as usual.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Stunning_Tail_Strike
Substantial Channeling	General	other	Kinetic Channeling (negative)	Choose one substance infusion wild talent of your primary element for which you would qualify if you could learn infusions. When you use kinetic channeling to deal damage, you can take an additional amount of burn equal to twice the chosen infusion’s burn cost to apply its effects to each creature damaged. This additional burn cannot be reduced by healing buffer. You can spend 24 hours in meditation to change the substance infusion this feat grants.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Substantial_Channeling
Subtle Signs	General	rune_magic	Design Focus (revelation)†	When you cast a revelation script, other creatures might not notice you cast it. You can make a Bluff check to hide the casting within your normal conversations and gestures. Observers must make an opposed Perception check or a Sense Motive check to realize you are casting a script.			Paths of Magic	https://metzo.miraheze.org/wiki/Subtle_Signs
Swim-By Attack	Combat	other	Base swim speed greater than 30 feet	When swimming, you can take a move action and a standard action at any point during the move. You cannot take a second move action during a round when you make a swim-by attack.	Without this feat, you take a standard action either before or after your move.		Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Swim-By_Attack
Sworn to Protect	General	akashic		By performing a 1 hour ritual, you may bind yourself with one other individual with an oath to protect them from harm. This individual is known as your Charge, and you may only have 1 Charge at a time. You may change your Charge to another creature, or remove any Charge you may have by performing this 1 hour ritual again. You always know the state of your Charge if you are within 30 feet of them, as per the status spell. If you are further than 30 feet from your Charge, you know their relative location to you, as well as a general distance (close, medium, long, or far). If they are on another plane other than yours, you know what plane they are on.				https://metzo.miraheze.org/wiki/Sworn_to_Protect
Tail Strike	Combat	other	A tail (typically a merfolk or sebek-ka), base attack bonus + 1, Dex 13.	As a standard action, you can use your tail to strike a target without incurring the usual attack of opportunity for striking unarmed. The attack does 1d4 damage for Small-sized creatures, 1d6 damage for Medium, and 1d8 damage for larger creatures (adding strength modifiers as well). In addition, instead of attacking with the tail, the user may elect to deflect projectiles of arrow size or smaller by knocking them off course with the current generated by the Tail strike. The user makes a reflex save DC 20, with magical bonuses adding to the DC. If successful, the projectile is deflected. This use of the ability does not count as an action and cannot be used out of water. This ability may be used a maximum of once per round, and once per day per two character levels.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Tail_Strike
Tail Sweep	Combat	other	Combat Expertise, Tail Strike, Mobility, Swim-By Attack	When performing the full attack action, you can give up your regular attacks and instead make one melee attack at your full base attack bonus against each opponent within reach. Damage is the same as for a normal Tail strike.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Tail_Sweep
Tainted Essence	General	akashic	Ability to shape veils.	You gain a +1 profane bonus to the save DCs of veils with the evil descriptor and increase any profane bonuses normally offered by such veils by +1. If your alignment is not evil, you appear as one alignment step closer to evil for each veil with the evil descriptor you have equipped when subjected to abilities like an antipaladin's detect good ability or detect alignment spells. If you have at least three veils with the evil descriptor bound, you are treated as being evil aligned for spells and abilities whose effects are determined by alignment, such as an antipaladin's smite good or an unholy blight spell.				https://metzo.miraheze.org/wiki/Tainted_Essence
Talented Blaster	General	other	Kinetic Training , kinetic blast with at least 3 damage dice.	Your kinetic blast damage and save DC are calculated as though the class which provides your kinetic blast is 4 levels higher, to a maximum effective class level equal to your character level. If multiple classes provide you with a kinetic blast, choose one class; only the chosen class benefits from this feat.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Talented_Blaster
Taste of Blood	Combat	other	natural bite attack, base attack bonus +6.	When you score a hit with your bite attack, you gain a +2 racial bonus to your attack roll for your bite attack during the next round.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Taste_of_Blood
Tearing Grip	Combat	other	Claw natural attack.	Once per round with a successful grapple<br>check you may deal 1d6 + Strength modifier slashing<br>damage to the target of your grapple. If you possess<br>weapon finesse, or a similar ability that would allow<br>you to use your dexterity bonus on attack rolls, you may<br>use your dexterity modifier in place of your strength<br>modifier for this damage.			Bloodforge Infusions: Feathers & Fur (page does not exist)	https://metzo.miraheze.org/wiki/Tearing_Grip
Technopath (feat)	General	other	Technologist, and telepathy or the ability to use detect thoughts or mindlink as a spell or spell-like ability	You can mentally interface with a computer or operate an electronic machine or device within your space without touching it, just as if you were physically manipulating it or possessed a complex remote control for it. You can also use this ability to interface with an object within 5 feet by touching it (requiring a melee touch attack if it is an attended object); after you have touched it once, you need not maintain contact to manipulate it. You can make normal use of your various skills to operate these electronic machines and digital devices, requiring concentration and a move action to do so.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Technopath_(feat)
Telekinetic Muscle	General	other	Telekinetic haul wild talent.	You can use your Constitution score in place of Strength for the purpose of making Strength checks and Strength-based skill checks.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Telekinetic_Muscle
Teletechnopath	General	other	Technologist, Technopath , and telepathy or the ability to use detect thoughts or mindlink as a spell or spell-like ability	You can mentally interface computers and devices with your Technopath feat within close range (25 feet + 5 feet/2 levels). You do not need to touch an item to manipulate it.		This feat may be taken multiple times. If taken a second time, the range of is increased to medium (100 feet + 10 feet/level). If taken a third time, the range is increased to long (400 feet + 40 feet/level).	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Teletechnopath
Time Bomb	General	other	Implant Bomb or implant blast utility wild talent.	When implanting a bomb or kinetic blast, you can alter the amount of time it takes to explode. Instead of 24 hours, it can be set for any duration up to 1 week, in 1 hour increments. You must expend the same amount of gp (when used with a bomb) or accept the same amount of additional burn (when used with a kinetic blast) as you would to remove its time limit.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Time_Bomb
Tooth and Veil	General	akashic	Veilweaver level 5th, any natural attack, ability to shape a weapon-like or Enhanced (weapon) veil.	Whenever you would shape a weapon-like or Enhanced (weapon) veil, you may channel its power into one of your natural attacks instead. The chosen natural attack gains all the benefits the veil normally would, including being treated as a masterwork weapon, gaining any enhancement bonus or weapon special abilities the veil would normally be entitled to (though these do not stack with enhancement bonuses or weapon special abilities from an amulet of mighty fists or similar item, or from spells like magic fang; you must choose whether to receive the veil’s enhancements or those from another source), gaining any special abilities that would normally be available to the veil (such as the extended reach of the Loyal Paladin's Spear of Light), and benefiting from effects that require you to wield the a weapon-like or [enhanced (weapon)] veil (such as a stormbound’s fury of the storm storm power). You cannot channel more than one veil into a given natural attack, though you can have multiple veils channeled into natural attacks of the same type (for example, a catfolk could channel the Efreeti's Brass Scimitar into one of their claws and the Sword of Justice into the other claw).				https://metzo.miraheze.org/wiki/Tooth_and_Veil
Transcendent Power	General	psionic		To use this feat, you must spend your psionic focus. The power manifested using this feat is treated as a magic spell of no particular school for all purposes (feats, class abilities, area effects, spell resistance, etc.). This does not allow metamagic feats to be applied to the power. Effects that would modify your caster level for spells modify your manifester level for the power.			(page does not exist)	https://metzo.miraheze.org/wiki/Transcendent_Power
Transcendent Spell	Metamagic	other		The spell cast using this feat is treated as a psionic power of no particular discipline for all purposes (feats, class abilities, area effects, power resistance, etc.). This does not allow metapsionic feats to be applied to the spell. A transcendent spell uses up a spell slot one level higher than the spell's actual level. Effects that would modify your manifester level for powers modify your caster level for the spell.			(page does not exist)	https://metzo.miraheze.org/wiki/Transcendent_Spell
Transfer Charge	General	rune_magic		As a standard action, you can transfer one or more of your runic charges from one object to another. You must be touching both objects at the time of transfer. You can do this to transfer a charge to an object that does not have a runic script on it, with the charge appearing as a faint symbol on the object.			Paths of Magic	https://metzo.miraheze.org/wiki/Transfer_Charge
Ultimate Amphibian	General	other	Anthromorph subtype, Greater Amphibiousness.	If you have lungs, you develop gills. If you have gills, you develop lungs. You still retain your original breathing features; you can now breathe in both environments with equal ease.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Ultimate_Amphibian
Undead Companion	General	other	animal companion, dark messenger,<br>or familiar	Your animal companion, dark messenger,<br>or familiar gains the undead type (if you have more<br>than one of these features, choose one upon gaining<br>this feat). Do not recalculate its base attack bonus, hit<br>points, saving throws, or skill points. If the creature’s<br>Charisma score was less than its Constitution score<br>would permanently alter the affected creature’s type<br>(such as the sorrow’s shadow class feature), instead<br>improve its positive energy resistance by +5 and its before becoming undead, its Charisma score becomes equal to its former Constitution. Additionally, it gains<br>channel resistance +4. If another ability you possess<br>channel resistance by +2.		You may take this feat multiple times. Each<br>time you do, choose another animal companion, dark<br>messenger, or familiar that you possess to be affected.	Lords of the Night (page does not exist)	https://metzo.miraheze.org/wiki/Undead_Companion
Undine’s Chosen	General	other	Naiad, Wis 13.	You gain a +4 insight bonus on all Knowledge (nature) checks, and gain a +2 insight bonus to all skill checks that involve natural plants or coral.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Undine%E2%80%99s_Chosen
Unified Theory	General	akashic	At least 1 veil known with the Enhanced descriptor.	You may add enhancement bonuses, weapon, armor, and shield special qualities, as well as special materials to this feat as if it were a veil with the enhanced descriptor and produced an appropriate armor, weapon, or shield. Each Armor, Weapon, and Shield enhancements are considered separate ‘track’ (for example, you can upgrade this feat as a +1 flaming weapon, a +2 adamantine shield, and as a +1 spell resistance armor).				https://metzo.miraheze.org/wiki/Unified_Theory
Veil of Balance	General	akashic	Ability to shape veils.	So long as at least one of your alignment axes is neutral, you can use the effects of veils which only work on creatures of a certain alignment (such as Halo of Holy Light only affecting evil creatures) instead on any creature whose alignment does not match your non-neutral alignment axis. For instance, if you are chaotic neutral, you can affect any non-chaotic creature. If you are true neutral, you can affect any non-true neutral creature and the DC for your veils with an alignment descriptor increases by +1.				https://metzo.miraheze.org/wiki/Veil_of_Balance
Venom of the Lion	General	other	Cindarian	Any creature that makes a successful unarmed or natural attack against you takes one point of piercing damage and 1d4 points of Dexterity damage. The Dexterity damage is cumulative per hit, and wears off all at once; 3d4 rounds after the last point of Dexterity damage was received.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Venom_of_the_Lion
Walker in Rust	General	other	Technologist, the ability to cast summon monster or summon nature’s ally.	Choose one palm-sized, metal object of masterwork quality; this may be the focus of your arcane bond, if you desire. Alternatively, you may choose a holy symbol of your faith. While this object is worn, you can choose to spontaneously lose a prepared spell of the same level or higher to use any of the summon spells listed below, but only to summon one or more junk golems of the appropriate type.		An urban druid, wizard of the Metal school, cleric with the Artifice domain, or technokineticist can select this feat without meeting the above prerequisites. Kineticists who do not possess prepared spells can only use this feat with their spark of life wild talent.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Walker_in_Rust
Waterjot	General	other	Mogogol.	You can run over the surface of water without sinking. When you stop running, you sink normally.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Waterjot
Weapon Fusion	General	akashic	Quadrupedal racial trait or nameer, sobek, or solhofaat.	Whenever you would manifest the weapon form of a Constellation, you may choose to channel the constellation directly into one of your natural attacks instead. The chosen natural attack gains all the benefits the weapon form of the constellation normally would, including being treated as a masterwork weapon, gaining any enhancement bonus or weapon special abilities the weapon form of the constellation would normally be entitled to (though these do not stack with enhancement bonuses or weapon special abilities from an amulet of mighty fists or similar item, or from spells like magic fang; you must choose whether to receive the constellation’s enhancements or those from another source), gaining any special abilities that would normally be available to the weapon form of the constellation (such as the bonus bludgeoning damage and water blast attack offered by the weapon form of Leviathan), and benefiting from effects that require you to wield the weapon form of a constellation (such as the solar zodiac's increased base attack bonus). You cannot channel more than one constellation into a given natural attack, though you can have multiple constellations channeled into natural attacks of the same type (for example, a wolger of 6th level or higher could channel the Sultan of Flames into one of his claws and Leviathan into the other claw).				https://metzo.miraheze.org/wiki/Weapon_Fusion
Wide Array	General	other	Entropist 1st, shuffling focus class feature.	Choose two elements not in your elemental array, assigning the number 5 to one and 6 to the other. Whenever you roll for shuffling focus or reroll using your bend fate ability, roll d6s instead of d4s and apply the elements you’ve assigned to 5 or 6 for such rolls, and you can select these elements if you use bend fate to select an element without rolling. This feat does not allow you to learn wild talents outside of your array except for universal wild talents.		This feat must be taken at 1st entropist level, and cannot be taken if you possess Narrow Array or the anarchic mutation.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Wide_Array
Widen Script (Metascript)	General	rune_magic	Able to cast 3rd-level runic scripts, scribe level 5th	You can alter a burst, emanation, or spread-shaped script to increase its area. Any numeric measurements of the script’s area increase by 100%. Scripts that do not have an area of one of these four sorts are not affected by this feat.			Paths of Magic	https://metzo.miraheze.org/wiki/Widen_Script_(Metascript)
Word of Ruin	General	rune_magic	Design Focus (destruction)	When rolling for damage for a destruction script you cast, you can reroll any 1s or 2s on the dice a single time, taking the second result (even if it’s worse).			Paths of Magic	https://metzo.miraheze.org/wiki/Word_of_Ruin
Wounding Bite	Combat	other	Natural bite attack, Weapon Focus (bite), str 15, Improved Critical (bite).	Your bite attack inflicts 1 point of bleed damage when it hits a creature. Bleeding can be stopped by a DC 15 Heal check or by application of any spell that cures hit point damage.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Wounding_Bite
Writ of Resistance	General	rune_magic	Design Focus (alteration)	Increase the DC to dispel alteration scripts you cast by +4. Whenever you cast an alteration script, you gain DR/– equal to its level until the end of your next turn.			Paths of Magic	https://metzo.miraheze.org/wiki/Writ_of_Resistance
