veil	veil_list
Shawl of Shifting Stars (Akasha Retold)	Nexus
Shawl of Shifting Stars (Akasha Retold)	Promethean
Shawl of Shifting Stars (Akasha Retold)	Stormbound
Shawl of Shifting Stars (Akasha Retold)	Vizier
Shawl of Shifting Stars (Akasha Retold)	Volur
Shedding Husk	Daevic
Shedding Husk	Huay
Shedding Husk	Promethean
Shedding Husk	Stormbound
Shedding Husk	Vizier
Shedding Scales	Daevic
Shedding Scales	Huay
Shedding Scales	Promethean
Shedding Scales	Stormbound
Shedding Scales	Vizier
Sheep's Clothing	Daevic
Sheep's Clothing	Kheshig
Sheep's Clothing	Nexus
Sheep's Clothing	Stormbound
Sheep's Clothing	Vizier
Shell-Striker Gauntlets	Daevic
Shell-Striker Gauntlets	Guru
Shell-Striker Gauntlets	Helmsman
Shell-Striker Gauntlets	Kheshig
Shifting Moon Glaive	Daevic
Shifting Moon Glaive	Eclipse
Shifting Moon Glaive	Kheshig
Shifting Moon Glaive	Nexus
Shifting Moon Glaive	Radiant
Shifting Moon Glaive	Stormbound
Shifting Moon Glaive	Vizier
Shifting Moon Glaive (Akasha Retold)	Daevic
Shifting Moon Glaive (Akasha Retold)	Eclipse
Shifting Moon Glaive (Akasha Retold)	Guru
Shifting Moon Glaive (Akasha Retold)	Kheshig
Shifting Moon Glaive (Akasha Retold)	Nexus
Shifting Moon Glaive (Akasha Retold)	Radiant
Shifting Moon Glaive (Akasha Retold)	Stormbound
Shifting Moon Glaive (Akasha Retold)	Vizier
Shogun's Gunbai	Guru
Shogun's Gunbai	Helmsman
Shogun's Gunbai	Kheshig
Shogun's Gunbai	Radiant
Shogun's Gunbai	Soulforge
Shogun's Gunbai	Vizier
Shooting Stars	Lunar
Shooting Stars	Vizier
Shoto-Gi	Eclipse
Shoto-Gi	Guru
Shoto-Gi	Stormbound
Shoulders of Atlas	Daevic
Shoulders of Atlas	Eclipse
Shoulders of Atlas	Helmsman
Shoulders of Atlas	Huay
Shoulders of Atlas	Kheshig
Shoulders of Atlas	Nexus
Shoulders of Atlas	Promethean
Shoulders of Atlas	Stormbound
Shoulders of Atlas	Vizier
Shoulders of Atlas	Volur
Shroud of Corrosion	Guru
Shroud of Corrosion	Helmsman
Shroud of Corrosion	Nexus
Shroud of Corrosion	Vizier
Shroud of Corrosion (Akasha Retold)	Guru
Shroud of Corrosion (Akasha Retold)	Helmsman
Shroud of Corrosion (Akasha Retold)	Nexus
Shroud of Corrosion (Akasha Retold)	Vizier
Shroud of Corruption	Eclipse
Shroud of Corruption	Nexus
Shroud of Corruption	Promethean
Shroud of Corruption	Vizier
Shroud of Corruption	Volur
Shroud of Self Suppression	Eclipse
Shroud of Self Suppression	Guru
Shroud of Self Suppression	Nexus
Shroud of Self Suppression	Promethean
Shroud of Self Suppression	Vizier
Shroud of Self Suppression	Volur
Shroud of the Guardian	Daevic
Shroud of the Guardian	Eclipse
Shroud of the Guardian	Guru
Shroud of the Guardian	Huay
Shroud of the Guardian	Kheshig
Shroud of the Guardian	Nexus
Shroud of the Guardian	Promethean
Shroud of the Guardian	Stormbound
Shroud of the Guardian	Vizier
Shroud of the Nameless King	Guru
Shroud of the Nameless King	Huay
Shroud of the Nameless King	Nexus
Shroud of the Nameless King	Promethean
Shroud of the Nameless King	Vizier
Shroud of the Spectre	Daevic
Shroud of the Spectre	Eclipse
Shroud of the Spectre	Kheshig
Shroud of the Spectre	Nexus
Shroud of the Spectre	Promethean
Shroud of the Spectre	Vizier
Sif's Golden Hair	Guru
Sif's Golden Hair	Huay
Sif's Golden Hair	Nexus
Sif's Golden Hair	Stormbound
Sif's Golden Hair	Vizier
Sigil of Abjuration	Guru
Sigil of Abjuration	Kheshig
Sigil of Abjuration	Lunar
Sigil of Abjuration	Soulforge
Sigil of Abjuration	Vizier
Sigil of Antipathy	Guru
Sigil of Antipathy	Promethean
Sigil of Antipathy	Radiant
Sigil of Antipathy	Vizier
Sigil of Antipathy	Volur
Sigil of Arcs	Guru
Sigil of Arcs	Nexus
Sigil of Arcs	Soulforge
Sigil of Arcs	Stormbound
Sigil of Arcs	Vizier
Sigil of Blades	Nexus
Sigil of Blades	Vizier
Sigil of Conjuration	Daevic
Sigil of Conjuration	Guru
Sigil of Conjuration	Huay
Sigil of Conjuration	Nexus
Sigil of Conjuration	Stormbound
Sigil of Conjuration	Vizier
Sigil of Conjuration	Volur
Sigil of Divination	Guru
Sigil of Divination	Lunar
Sigil of Divination	Radiant
Sigil of Divination	Soulforge
Sigil of Divination	Vizier
Sigil of Divination	Volur
Sigil of Dominion	Promethean
Sigil of Dominion	Vizier
Sigil of Dominion	Volur
Sigil of Enchantment	Daevic
Sigil of Enchantment	Eclipse
Sigil of Enchantment	Kheshig
Sigil of Enchantment	Promethean
Sigil of Enchantment	Vizier
Sigil of Enchantment	Volur
Sigil of Evocation	Eclipse
Sigil of Evocation	Stormbound
Sigil of Evocation	Vizier
Sigil of Evocation	Volur
Sigil of Fate	Vizier
Sigil of Gales	Guru
Sigil of Gales	Huay
Sigil of Gales	Kheshig
Sigil of Gales	Nexus
Sigil of Gales	Stormbound
Sigil of Gales	Vizier
Sigil of Gales	Volur
Sigil of Illusion	Eclipse
Sigil of Illusion	Guru
Sigil of Illusion	Lunar
Sigil of Illusion	Promethean
Sigil of Illusion	Radiant
Sigil of Illusion	Vizier
Sigil of Illusion	Volur
Sigil of Imbuement	Daevic
Sigil of Imbuement	Eclipse
Sigil of Imbuement	Guru
Sigil of Imbuement	Huay
Sigil of Imbuement	Kheshig
Sigil of Imbuement	Promethean
Sigil of Imbuement	Stormbound
Sigil of Imbuement	Vizier
Sigil of Mentalism	Guru
Sigil of Mentalism	Kheshig
Sigil of Mentalism	Promethean
Sigil of Mentalism	Radiant
Sigil of Mentalism	Vizier
Sigil of Mysticism	Rajah
Sigil of Mysticism	Vizier
Sigil of Necromancy	Daevic
Sigil of Necromancy	Eclipse
Sigil of Necromancy	Guru
Sigil of Necromancy	Huay
Sigil of Necromancy	Kheshig
Sigil of Necromancy	Soulforge
Sigil of Necromancy	Vizier
Sigil of Necromancy	Volur
Sigil of Radiance	Guru
Sigil of Radiance	Radiant
Sigil of Radiance	Vizier
Sigil of Ruin	Stormbound
Sigil of Ruin	Vizier
Sigil of Ruin	Volur
Sigil of Shielding	Vizier
Sigil of Shielding	Volur
Sigil of Speed	Daevic
Sigil of Speed	Eclipse
Sigil of Speed	Guru
Sigil of Speed	Helmsman
Sigil of Speed	Huay
Sigil of Speed	Promethean
Sigil of Speed	Stormbound
Sigil of Speed	Vizier
Sigil of Terror	Nexus
Sigil of Terror	Promethean
Sigil of Terror	Vizier
Sigil of Terror	Volur
Sigil of Transference	Promethean
Sigil of Transference	Vizier
Sigil of Transference	Volur
Sigil of Transmutation	Daevic
Sigil of Transmutation	Eclipse
Sigil of Transmutation	Guru
Sigil of Transmutation	Huay
Sigil of Transmutation	Kheshig
Sigil of Transmutation	Soulforge
Sigil of Transmutation	Vizier
Sigil of Transmutation	Volur
Sigil of Wind	Daevic
Sigil of Wind	Guru
Sigil of Wind	Huay
Sigil of Wind	Nexus
Sigil of Wind	Stormbound
Sigil of Wind	Vizier
Sigil of Wind	Volur
Sigil of Wrath	Daevic
Sigil of Wrath	Huay
Sigil of Wrath	Kheshig
Sigil of Wrath	Promethean
Signet of Bright Day	Vizier
Skittering Mass	Eclipse
Skittering Mass	Guru
Skittering Mass	Huay
Skittering Mass	Promethean
Skittering Mass	Stormbound
Sky's Fury	Daevic
Sky's Fury	Kheshig
Sky's Fury	Soulforge
Sky's Fury	Volur
Skybreaker	Daevic
Skybreaker	Kheshig
Skybreaker	Soulforge
Skybreaker	Stormbound
Skybreaker	Vizier
Slashing Volley	Daevic
Slashing Volley	Helmsman
Slashing Volley	Nexus
Slashing Volley	Soulforge
Slashing Volley	Stormbound
Slashing Volley	Vizier
Sleepwalker’s Shawl	Nexus
Sleepwalker’s Shawl	Promethean
Sleepwalker’s Shawl	Vizier
Sleepwalker’s Shawl	Volur
Sleeves of Balanced Life and Death	Guru
Sleeves of Balanced Life and Death	Huay
Sleeves of Balanced Life and Death	Nexus
Sleeves of Balanced Life and Death	Radiant
Sleeves of Balanced Life and Death	Stormbound
Sleeves of Balanced Life and Death	Vizier
Sleeves of Holding	Daevic
Sleeves of Holding	Eclipse
Sleeves of Holding	Nexus
Sleeves of Holding	Soulforge
Sleeves of Holding	Stormbound
Sleeves of Holding	Vizier
Sleeves of Holding (Akasha Retold)	Daevic
Sleeves of Holding (Akasha Retold)	Eclipse
Sleeves of Holding (Akasha Retold)	Nexus
Sleeves of Holding (Akasha Retold)	Soulforge
Sleeves of Holding (Akasha Retold)	Stormbound
Sleeves of Holding (Akasha Retold)	Vizier
Sleeves of the Spelldancer	Daevic
Sleeves of the Spelldancer	Eclipse
Sleeves of the Spelldancer	Guru
Sleeves of the Spelldancer	Huay
Sleeves of the Spelldancer	Kheshig
Sleeves of the Spelldancer	Soulforge
Sleeves of the Spelldancer	Vizier
Sleeves of the Spelldancer	Volur
Sleipnir	Daevic
Sleipnir	Huay
Sleipnir	Nexus
Sleipnir	Radiant
Sleipnir	Stormbound
Sleipnir	Vizier
Sleipnir	Volur
Smoldering Crown	Huay
Smoldering Crown	Nexus
Smoldering Crown	Stormbound
Smoldering Crown	Vizier
Smoldering Crown (Akasha Retold)	Guru
Smoldering Crown (Akasha Retold)	Huay
Smoldering Crown (Akasha Retold)	Nexus
Smoldering Crown (Akasha Retold)	Stormbound
Smoldering Crown (Akasha Retold)	Vizier
Snakebite	Daevic
Snakebite	Eclipse
Snakebite	Guru
Snakebite	Huay
Snakebite	Kheshig
Snakebite	Promethean
Snakebite	Radiant
Snakebite	Soulforge
Snakebite	Volur
Snakehandler's Gauntlets	Eclipse
Snakehandler's Gauntlets	Guru
Snakehandler's Gauntlets	Huay
Snakehandler's Gauntlets	Radiant
Snakehandler's Gauntlets	Vizier
Snakehandler's Gauntlets (Retold)	Eclipse
Snakehandler's Gauntlets (Retold)	Guru
Snakehandler's Gauntlets (Retold)	Huay
Snakehandler's Gauntlets (Retold)	Radiant
Snakehandler's Gauntlets (Retold)	Vizier
Somen of Shadow	Eclipse
Somen of Shadow	Huay
Somen of Shadow	Stormbound
Somen of Shadow	Vizier
Song of Battle	Daevic
Song of Battle	Guru
Song of Battle	Nexus
Song of Battle	Radiant
Song of Battle	Soulforge
Song of the Creator	Vizier
Sonic Screech	Daevic
Sonic Screech	Eclipse
Sonic Screech	Huay
Sonic Screech	Promethean
Soul of the Elements	Daevic
Soul of the Elements	Guru
Soul of the Elements	Nexus
Soul of the Elements	Soulforge
Soul of the Elements	Stormbound
Soul of the Unliving	Helmsman
Soul of the Unliving	Nexus
Soul of the Unliving	Promethean
Soul of the Unliving	Vizier
Soul of the Unliving	Volur
Soulcutter	Soulforge
Soulhaunt Scream	Daevic
Soulhaunt Scream	Eclipse
Soulhaunt Scream	Guru
Soulhaunt Scream	Kheshig
Soulhaunt Scream	Nexus
Soulhaunt Scream	Promethean
Soulhaunt Scream	Vizier
Soulhaunt Scream	Volur
Soundless Crash	Eclipse
Soundless Crash	Guru
Soundless Crash	Soulforge
Soundscape Perceptors	Daevic
Soundscape Perceptors	Eclipse
Soundscape Perceptors	Huay
Soundscape Perceptors	Promethean
Soundscape Perceptors	Stormbound
Soundscape Perceptors	Vizier
Spacerent Greatcloak	Eclipse
Spacerent Greatcloak	Nexus
Spacerent Greatcloak	Promethean
Spacerent Greatcloak	Vizier
Spacerent Greatcloak	Volur
Sparkling Alicorn	Guru
Sparkling Alicorn	Helmsman
Sparkling Alicorn	Huay
Sparkling Alicorn	Nexus
Sparkling Alicorn	Radiant
Sparkling Alicorn	Vizier
Spawn of the Beastmother	Huay
Spawn of the Beastmother	Nexus
Spawn of the Beastmother	Promethean
Spawn of the Beastmother	Vizier
Spawn of the Beastmother (Akasha Retold)	Huay
Spawn of the Beastmother (Akasha Retold)	Nexus
Spawn of the Beastmother (Akasha Retold)	Promethean
Spawn of the Beastmother (Akasha Retold)	Vizier
Spawn of the Beastmother (Akasha Retold)	Volur
Spectacles of the Sheikh	Huay
Spectacles of the Sheikh	Kheshig
Spectacles of the Sheikh	Nexus
Spectacles of the Sheikh	Radiant
Spectacles of the Sheikh	Stormbound
Spectacles of the Sheikh	Vizier
Spectacles of the Sheikh	Volur
Specter's Decaying Sleeves	Eclipse
Specter's Decaying Sleeves	Kheshig
Specter's Decaying Sleeves	Nexus
Specter's Decaying Sleeves	Promethean
Specter's Decaying Sleeves	Vizier
Spectral Sidearm	Daevic
Spectral Sidearm	Helmsman
Spectral Sidearm	Nexus
Spectral Sidearm	Soulforge
Spectral Sidearm	Stormbound
Spectral Sidearm	Vizier
Spectre's Hooded Guise	Eclipse
Spectre's Hooded Guise	Kheshig
Spectre's Hooded Guise	Nexus
Spectre's Hooded Guise	Promethean
Spectre's Hooded Guise	Vizier
Spectre's Hooded Guise	Volur
Spellweaver's Spike	Vizier
Spellweaver's Spike (Akasha Retold)	Daevic
Spellweaver's Spike (Akasha Retold)	Eclipse
Spellweaver's Spike (Akasha Retold)	Nexus
Spellweaver's Spike (Akasha Retold)	Promethean
Spellweaver's Spike (Akasha Retold)	Soulforge
Spellweaver's Spike (Akasha Retold)	Vizier
Spellweaver's Spike (Retold)	Daevic
Spellweaver's Spike (Retold)	Eclipse
Spellweaver's Spike (Retold)	Nexus
Spellweaver's Spike (Retold)	Promethean
Spellweaver's Spike (Retold)	Soulforge
Spellweaver's Spike (Retold)	Vizier
Spiderweb Wrappings	Daevic
Spiderweb Wrappings	Huay
Spiderweb Wrappings	Nexus
Spiderweb Wrappings	Promethean
Spiderweb Wrappings	Stormbound
Spiderweb Wrappings	Vizier
Spiked Pauldrons	Daevic
Spiked Pauldrons	Helmsman
Spiked Pauldrons	Huay
Spiked Pauldrons	Promethean
Spiked Pauldrons	Soulforge
Spiked Pauldrons	Vizier
Spiked Pauldrons (Akasha Retold)	Daevic
Spiked Pauldrons (Akasha Retold)	Helmsman
Spiked Pauldrons (Akasha Retold)	Huay
Spiked Pauldrons (Akasha Retold)	Promethean
Spiked Pauldrons (Akasha Retold)	Soulforge
Spiked Pauldrons (Akasha Retold)	Vizier
Spinelash	Daevic
Spinelash	Eclipse
Spinelash	Huay
Spinelash	Promethean
Spinelash	Vizier
Spirit of Shadows	Eclipse
Spirit of Shadows	Nexus
Spirit of Shadows	Promethean
Spirit of Shadows	Vizier
Spore Wings	Daevic
Spore Wings	Eclipse
Spore Wings	Helmsman
Spore Wings	Huay
Spore Wings	Nexus
Spore Wings	Promethean
Spore Wings	Vizier
Spore Wings	Volur
Spring's Resurgence	Daevic
Spring's Resurgence	Huay
Spring's Resurgence	Nexus
Spring's Resurgence	Soulforge
Spring's Resurgence	Stormbound
Spring's Resurgence (Retold)	Daevic
Spring's Resurgence (Retold)	Huay
Spring's Resurgence (Retold)	Kheshig
Spring's Resurgence (Retold)	Nexus
Spring's Resurgence (Retold)	Soulforge
Spring's Resurgence (Retold)	Stormbound
Spring's Resurgence (Retold)	Vizier
Sprinter's Boots	Eclipse
Sprinter's Boots	Guru
Sprinter's Boots	Helmsman
Sprinter's Boots	Kheshig
Squadleader's Epaulets	Daevic
Squadleader's Epaulets	Helmsman
Squadleader's Epaulets	Kheshig
Squadleader's Epaulets	Stormbound
Squadleader's Epaulets	Vizier
Staff of Ten-Thousand Truths	Daevic
Staff of Ten-Thousand Truths	Guru
Staff of Ten-Thousand Truths	Huay
Staff of Ten-Thousand Truths	Kheshig
Staff of Ten-Thousand Truths	Lunar
Staff of the Evoker	Guru
Staff of the Evoker	Huay
Staff of the Evoker	Kheshig
Staff of the Evoker	Nexus
Staff of the Evoker	Soulforge
Staff of the Evoker	Stormbound
Staff of the Evoker	Vizier
Staff of the Hanumapti	Daevic
Staff of the Hanumapti	Guru
Staff of the Hanumapti	Kheshig
Staff of the Hanumapti	Soulforge
Stalker's Tabi	Eclipse
Stalker's Tabi	Guru
Stalker's Tabi	Helmsman
Stalker's Tabi	Vizier
Stalker's Tabi (Retold)	Eclipse
Stalker's Tabi (Retold)	Guru
Stalker's Tabi (Retold)	Helmsman
Stalker's Tabi (Retold)	Vizier
Star Metal Bracers	Daevic
Star Metal Bracers	Lunar
Star Metal Bracers	Vizier
Starcaller's Bangles	Huay
Starcaller's Bangles	Lunar
Starcaller's Bangles	Promethean
Starcaller's Bangles	Radiant
Starcaller's Bangles	Stormbound
Starcaller's Bangles	Vizier
Starcaller's Bangles (Akasha Retold)	Huay
Starcaller's Bangles (Akasha Retold)	Lunar
Starcaller's Bangles (Akasha Retold)	Nexus
Starcaller's Bangles (Akasha Retold)	Promethean
Starcaller's Bangles (Akasha Retold)	Radiant
Starcaller's Bangles (Akasha Retold)	Stormbound
Starcaller's Bangles (Akasha Retold)	Vizier
Stare of the Ghaele	Eclipse
Stare of the Ghaele	Helmsman
Stare of the Ghaele	Huay
Stare of the Ghaele	Nexus
Stare of the Ghaele	Vizier
Stare of the Ghaele (Retold)	Eclipse
Stare of the Ghaele (Retold)	Guru
Stare of the Ghaele (Retold)	Helmsman
Stare of the Ghaele (Retold)	Huay
Stare of the Ghaele (Retold)	Nexus
Stare of the Ghaele (Retold)	Radiant
Stare of the Ghaele (Retold)	Vizier
Stare of the Ghaele (Retold)	Volur
Starlight Gloves	Daevic
Starlight Gloves	Eclipse
Starlight Gloves	Guru
Starlight Gloves	Helmsman
Starlight Gloves	Huay
Starlight Gloves	Kheshig
Starlight Gloves	Lunar
Starlight Gloves	Nexus
Starlight Gloves	Promethean
Starlight Gloves	Radiant
Starlight Gloves	Rajah
Starlight Gloves	Soulforge
Starlight Gloves	Stormbound
Starlight Gloves	Vizier
Starlight Gloves	Volur
Starshower Cloak	Nexus
Starshower Cloak	Promethean
Starshower Cloak	Stormbound
Starshower Cloak	Vizier
Starshower Cloak	Volur
Steel Ward's Bond	Helmsman
Stellar Stompers	Daevic
Stellar Stompers	Lunar
Stellar Stompers	Vizier
Stellar Stompers	Volur
Still Waters, Clear Skies	Eclipse
Still Waters, Clear Skies	Guru
Still Waters, Clear Skies	Kheshig
Stinging Shroud	Daevic
Stinging Shroud	Eclipse
Stinging Shroud	Huay
Stinging Shroud	Nexus
Stinging Shroud	Promethean
Stinging Shroud	Stormbound
Stinging Shroud	Vizier
Stinging Shroud	Volur
Stone Giant's Girdle	Daevic
Stone Giant's Girdle	Guru
Stone Giant's Girdle	Helmsman
Stone Giant's Girdle	Huay
Stone Giant's Girdle	Kheshig
Stone Giant's Girdle	Promethean
Stone Giant's Girdle	Radiant
Stone Giant's Girdle	Vizier
Stone Giant's Girdle	Volur
Stone Giant's Girdle (Retold)	Daevic
Stone Giant's Girdle (Retold)	Guru
Stone Giant's Girdle (Retold)	Vizier
Storm Gauntlets	Helmsman
Storm Gauntlets	Stormbound
Storm Gauntlets	Vizier
Storm Gauntlets (Retold)	Daevic
Storm Gauntlets (Retold)	Eclipse
Storm Gauntlets (Retold)	Helmsman
Storm Gauntlets (Retold)	Nexus
Storm Gauntlets (Retold)	Stormbound
Storm Gauntlets (Retold)	Vizier
Stormcaller's Band	Vizier
Stormcaller's Band (Retold)	Vizier
Stormcursed Talisman	Huay
Stormcursed Talisman	Stormbound
Stormcursed Talisman	Vizier
Stormcursed Talisman	Volur
Stormking's Vambraces	Daevic
Stormking's Vambraces	Guru
Stormking's Vambraces	Stormbound
Stormking's Vambraces (Enhanced)	Daevic
Stormking's Vambraces (Enhanced)	Guru
Stormking's Vambraces (Enhanced)	Nexus
Stormking's Vambraces (Enhanced)	Soulforge
Stormking's Vambraces (Enhanced)	Stormbound
Stormwarden's Coat	Daevic
Stormwarden's Coat	Guru
Stormwarden's Coat	Helmsman
Stormwarden's Coat	Huay
Stormwarden's Coat	Lunar
Stormwarden's Coat	Nexus
Stormwarden's Coat	Promethean
Stormwarden's Coat	Vizier
Stormwarden's Coat	Volur
Strokes of Ruination	Daevic
Strokes of Ruination	Helmsman
Strokes of Ruination	Kheshig
Strokes of Ruination	Soulforge
Strokes of Ruination	Stormbound
Strokes of Ruination	Vizier
Sudarshana Chakra	Vizier
Suli's Sash	Daevic
Suli's Sash	Guru
Suli's Sash	Lunar
Suli's Sash	Nexus
Suli's Sash	Radiant
Suli's Sash	Stormbound
Suli's Sash	Vizier
Suli's Sash	Volur
Summer's Blaze	Daevic
Summer's Blaze	Huay
Summer's Blaze	Nexus
Summer's Blaze	Soulforge
Summer's Blaze	Stormbound
Summer's Blaze (Retold)	Daevic
Summer's Blaze (Retold)	Huay
Summer's Blaze (Retold)	Kheshig
Summer's Blaze (Retold)	Nexus
Summer's Blaze (Retold)	Soulforge
Summer's Blaze (Retold)	Stormbound
Summer's Blaze (Retold)	Vizier
Sun's Fiddle	Guru
Sun's Fiddle	Lunar
Sun's Fiddle	Radiant
Sun's Fiddle	Volur
Sun's Flare	Daevic
Sun's Flare	Eclipse
Sun's Flare	Guru
Sun's Flare	Huay
Sun's Flare	Nexus
Sun's Flare	Soulforge
Sun's Flare	Stormbound
Superior Reflexes	Eclipse
Superior Reflexes	Guru
Superior Reflexes	Helmsman
Superior Reflexes	Kheshig
Superior Reflexes	Soulforge
Swamp Creature's Flesh	Daevic
Swamp Creature's Flesh	Huay
Swamp Creature's Flesh	Promethean
Swirling Sirocco	Eclipse
Swirling Sirocco	Guru
Swirling Sirocco	Helmsman
Swirling Sirocco	Huay
Swirling Sirocco	Kheshig
Swirling Sirocco	Lunar
Swirling Sirocco	Stormbound
Sword of Conviction	Daevic
Sword of Conviction	Guru
Sword of Conviction	Helmsman
Sword of Conviction	Kheshig
Sword of Conviction	Nexus
Sword of Conviction	Soulforge
Sword of Damocles	Daevic
Sword of Damocles	Eclipse
Sword of Damocles	Guru
Sword of Damocles	Helmsman
Sword of Damocles	Huay
Sword of Damocles	Kheshig
Sword of Damocles	Stormbound
Sword of Damocles	Vizier
Sword of Damocles	Volur
Sword of Justice	Daevic
Sword of Justice	Helmsman
Sword of Justice	Nexus
Sword of Justice (Enhanced)	Daevic
Sword of Justice (Enhanced)	Helmsman
Sword of Justice (Enhanced)	Nexus
Sword of Justice (Enhanced)	Soulforge
Sword of Justice (Retold)	Daevic
Sword of Justice (Retold)	Guru
Sword of Justice (Retold)	Helmsman
Sword of Justice (Retold)	Kheshig
Sword of Justice (Retold)	Nexus
Sword of Justice (Retold)	Soulforge
Sword of Kingship	Daevic
Sword of Kingship	Eclipse
Sword of Kingship	Guru
Sword of Kingship	Helmsman
Sword of Kingship (Enhanced)	Daevic
Sword of Kingship (Enhanced)	Eclipse
Sword of Kingship (Enhanced)	Guru
Sword of Kingship (Enhanced)	Helmsman
Tactician's Tabard	Daevic
Tactician's Tabard	Guru
Tactician's Tabard	Promethean
Tactician's Tabard	Stormbound
Tactician's Tabard	Vizier
Tactician's Tabard	Volur
Tai Lin Abbot's Robe	Guru
Tail of the Fox Spirit	Huay
Tail of the Fox Spirit	Nexus
Tail of the Fox Spirit	Radiant
Tail of the Fox Spirit	Stormbound
Tail of the Fox Spirit	Vizier
Tail of the Fox Spirit	Volur
Tainted Bulwark	Daevic
Tainted Bulwark	Eclipse
Tainted Bulwark	Guru
Tainted Bulwark	Helmsman
Tainted Bulwark	Kheshig
Tainted Bulwark	Nexus
Tainted Bulwark	Promethean
Tainted Bulwark	Vizier
Tainted Bulwark	Volur
Talons of the Roil	Daevic
Talons of the Roil	Eclipse
Talons of the Roil	Huay
Talons of the Roil	Nexus
Talons of the Roil	Promethean
Tattered Cloths	Eclipse
Tattered Cloths	Guru
Tattered Cloths	Helmsman
Tattered Cloths	Kheshig
Tauric Brace	Daevic
Tauric Brace	Helmsman
Tauric Brace	Huay
Tauric Brace	Promethean
Tauric Brace	Vizier
Tauric Brace (Retold)	Daevic
Tauric Brace (Retold)	Helmsman
Tauric Brace (Retold)	Huay
Tauric Brace (Retold)	Kheshig
Tauric Brace (Retold)	Promethean
Tauric Brace (Retold)	Stormbound
Tauric Brace (Retold)	Vizier
Tempestuous Warpweave	Eclipse
Tempestuous Warpweave	Nexus
Tempestuous Warpweave	Promethean
Tempestuous Warpweave	Stormbound
Tempestuous Warpweave	Vizier
Tentacles of Abolethic Sovereignty	Eclipse
Tentacles of Abolethic Sovereignty	Huay
Tentacles of Abolethic Sovereignty	Promethean
Tentacles of Abolethic Sovereignty	Vizier
Tentacles of Abolethic Sovereignty (Retold)	Eclipse
Tentacles of Abolethic Sovereignty (Retold)	Huay
Tentacles of Abolethic Sovereignty (Retold)	Nexus
Tentacles of Abolethic Sovereignty (Retold)	Promethean
Tentacles of Abolethic Sovereignty (Retold)	Vizier
Tethering Wires	Daevic
Tethering Wires	Eclipse
Tethering Wires	Helmsman
Tethering Wires	Kheshig
Tethering Wires	Vizier
The Abjurer	Rajah
The Abjurer (Akasha Retold)	Rajah
The Acrobat	Rajah
The Aerokinetic	Rajah
The Alleviator	Rajah
The Aquatic	Rajah
The Armamentarium	Rajah
The Armored	Rajah
The Astronomer	Rajah
The Aurora	Stormbound
The Beast	Rajah
The Benevolent	Rajah
The Benevolent (Retold)	Rajah
The Binding Mark	Daevic
The Binding Mark	Kheshig
The Binding Mark	Promethean
The Binding Mark	Volur
The Blizzard	Stormbound
The Bloodhound	Rajah
The Brainstorm	Stormbound
The Brawler	Rajah
The Brawler (Retold)	Rajah
The Carrionstorm	Stormbound
The Catastrophe	Stormbound
The Cleansing Rain	Stormbound
The Conduit	Rajah
The Conflagration	Stormbound
The Conjurer	Rajah
The Conjurer (Akasha Retold)	Rajah
The Corrosion	Stormbound
The Cruel	Rajah
The Crystalline	Stormbound
The Cyclone	Stormbound
The Debris Field	Stormbound
The Defender	Rajah
The Deluge	Stormbound
The Demiurge	Rajah
The Demiurge (Retold)	Rajah
The Desecration	Stormbound
The Destroyer of Worlds	Rajah
The Devastation	Stormbound
The Divine Right	Daevic
The Divine Right	Eclipse
The Divine Right	Guru
The Divine Right	Helmsman
The Divine Right	Huay
The Divine Right	Kheshig
The Divine Right	Lunar
The Divine Right	Nexus
The Divine Right	Promethean
The Divine Right	Radiant
The Divine Right	Soulforge
The Divine Right	Stormbound
The Divine Right	Vizier
The Divine Right	Volur
The Diviner	Rajah
The Diviner (Akasha Retold)	Rajah
The Dragon	Rajah
The Dragon (Retold)	Rajah
The Duelist	Rajah
The Duelist (Retold)	Rajah
The Egoist	Rajah
The Elder Sign	Daevic
The Elder Sign	Eclipse
The Elder Sign	Guru
The Elder Sign	Helmsman
The Elder Sign	Huay
The Elder Sign	Kheshig
The Elder Sign	Lunar
The Elder Sign	Nexus
The Elder Sign	Promethean
The Elder Sign	Radiant
The Elder Sign	Rajah
The Elder Sign	Soulforge
The Elder Sign	Stormbound
The Elder Sign	Vizier
The Elder Sign	Volur
The Empyrean	Rajah
The Enchanter	Rajah
The Enchanter (Akasha Retold)	Rajah
The End of All Things	Stormbound
The Energization	Stormbound
The Engineer	Rajah
The Enshadowed	Rajah
The Enshrouding	Stormbound
The Ephemeral	Rajah
The Ephemeral (Retold)	Rajah
The Eternal	Rajah
The Eternal (Azoth Games)	Rajah
The Evoker	Rajah
The Evoker (Akasha Retold)	Rajah
The Expanse	Stormbound
The Exploiter	Rajah
The Faithful	Rajah
The Fallen	Rajah
The Fallen (Retold)	Rajah
The Fallout	Stormbound
The Final Sting	Daevic
The Final Sting	Eclipse
The Final Sting	Huay
The Final Sting	Soulforge
The Final Sting	Stormbound
The First	Rajah
The First Bloom	Stormbound
The Flash Flood	Stormbound
The Fragile Speed	Rajah
The Fragile Strength	Rajah
The Fulguration	Stormbound
The Fulmination	Stormbound
The Geokinetic	Rajah
The Gleaming	Stormbound
The Gloaming	Stormbound
The Gravekeeper	Rajah
