name	type	system	prerequisites	benefit	normal	special	source	url
Warding Admixture (Admixture)	Admixture	spheres	Destruction sphere (Admixture), Protection Sphere (Distant Protection).	When using Admixture, you may spend an additional spell point to center a ward effect on the target’s square or another affected square.<br><br>Admixture feats grant new ways to utilize the Admixture talent (from the Destruction sphere), adding abilities from other spheres to your destructive blast. All admixture feats replace the second blast talent you would normally apply, with the resulting destructive blast dealing normal blast damage in addition to the effect outlined in the feat. Any additional costs incurred by the additional effect must be paid as normal. If your caster level is different for the two spheres, the destructive blast is governed by your caster level for the relevant blast type and the additional effect is governed by your caster level for the appropriate ability.<br><br>Auspicious Admixture (Admixture)<br><br>Prerequisites: Destruction sphere, Fate sphere, Admixture talent<br><br>Benefit: When using Admixture, you may spend an additional spell point to affect one target damaged by the blast with a word effect you know in place of a second blast type. If you possess Echoing Word, you may apply the word to any targets damaged, up to your maximum targets from Echoing Word.<br><br>Blood Wrack (Admixture)<br><br>Prerequisites: Blood sphere, Destruction sphere, Admixture talent.<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage be targeted by blood control (including the free (quicken) or (still) ability granted by initiating blood control) that you possess. Creatures already under the effects of your blood control instead may be targeted by a (quicken) or (still) ability. If you possess the Mass Control talent, you may apply the blood control to all targets damaged, up to your maximum number of targets from Mass Control, though all affected creatures must be targeted by the same (quicken) or (still) ability.<br><br>Enhancing Admixture (Admixture)<br><br>Prerequisites: Enhancement sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage be targeted by an Enhancement effect that you possess. If you possess the Mass Enhancement talent, you may apply the Enhancement to any targets damaged, up to your maximum targets from Mass Enhancement. This ability can only target creatures, it cannot be used to animate objects.<br><br>Ghostly Admixture (Admixture)<br><br>Prerequisites: Death sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the admixture talent, you may spend an additional spell point to affect one target damaged by the blast with an Ghost Strike effect you know, in place of a second blast type. If you possess the Greater Ghost Strike talent, you may pay an additional spell point to apply the Ghost Strike to all targets damaged.<br><br>Illuminating Admixture (Admixture)<br><br>Prerequisites: Destruction sphere, Light sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may cause a single creature that takes damage to Glow.<br><br>Illusionary Admixture (Admixture) (Dual Sphere)<br><br>Prerequisites: Destruction sphere, Admixture, Illusion sphere, Illusionary Touch (twice).<br><br>Benefit: When using the Admixture talent, you may have your destructive blast deal nonlethal damage regardless of other effects, blast types or blast shapes applied. This blast may seem to travel to its target but does not nor does it require line of effect. If the blast is an area effect, targets do not gain any benefit from cover, even complete cover.		If you possess the Shadow Magic feat and selected Destruction as one of your spheres, you may spend a spell point and have your destructive blast deal damage as normal but still gain the other benefits of this feat.<br><br>Mind Wrack (Admixture)<br><br>Prerequisites: Mind sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage be targeted by a Charm that you possess. If you possess the Group Charm talent, you may apply the Charm to all targets damaged, up to your maximum number of targets from Group Charm.<br><br>Morphic Admixture (Admixture)<br><br>Prerequisites: Alteration sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage save against a hostile shapeshift. If you possess the Mass Alteration talent, you may apply the hostile shapeshift to all targets damaged, up to your maximum targets from Mass Alteration.<br><br>Nebulous Admixture (admixture)<br><br>Prerequisites: Destruction sphere, Weather sphere, Admixture.<br><br>Benefit: When using Admixture, you may spend an additional spell point to affect one target damaged by the blast with a shroud effect you know in place of a second blast type. If you possess Encompassing Shroud, you may apply the shroud to any targets damaged, up to your maximum targets from Encompassing Shroud.<br><br>Space-rending Admixture (Admixture)<br><br>Prerequisites: Warp sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage targeted by Unwilling Teleport. If you possess the Group Teleport talent, you may apply the Unwilling Teleport effect to all targets damaged, up to your maximum targets from Group Teleport.<br><br>Telekinetic Admixture (Admixture)<br><br>Prerequisites: Telekinesis sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to lift a creature that takes damage as per Hostile Lift. If you possess the Divided Mind talent, you may lift any number of creatures damaged by the blast that do not exceed your lift limit. Maintaining the hostile lift requires concentration as normal.<br><br>Time-thief’s Admixture (Admixture)<br><br>Prerequisites: Time sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to have a single creature that takes damage targeted by an Alter Time talent that you possess. If you possess the Group Time talent, you may apply the Alter Time effect to all targets damaged, up to your maximum targets from Group Time.<br><br>Umbral Admixture (Admixture)<br><br>Prerequisites: Dark sphere, Destruction sphere, Admixture talent<br><br>Benefit: When using the Admixture talent, you may spend an additional spell point to center a Darkness effect on the target’s square or another affected square.<br><br>//<br><br>Spheres of Power by Drop Dead Studios<br><br>Using Spheres of Power<br><br>Classes<br><br>Armorist<br>Elementalist<br>Eliciter<br>Fey Adept<br><br>Hedgewitch<br>Incanter<br>Mageknight<br>Shifter<br><br>Soul Weaver<br>Symbiat<br>Thaumaturge<br>Wraith<br><br>Prestige Classes<br><br>Bokor<br>Forest Lord<br>Magemage<br>Realmwalker<br><br>Tempestarii<br>Waking Sleeper<br><br>Spheres<br><br>Alteration<br>Blood<br>Conjuration<br>Creation<br><br>Dark<br>Death<br>Destruction<br>Divination<br><br>Enhancement<br>Fallen Fey<br>Fate<br>Illusion<br><br>Life<br>Light<br>Mana<br>Mind<br><br>Nature<br>Protection<br>Telekinesis<br>Time<br><br>War<br>Warp<br>Weather<br><br>Other Spheres<br><br>Bear<br>Technomancy<br><br>Rules<br><br>About Advanced Magic<br>Advanced Talents<br>Alternate Racial Traits<br>Casting Traditions<br><br>Incantations<br>Magical Items<br>Mythic Spheres<br>Rituals<br><br>Spellcrafting<br>Traits<br>Wild Magic<br>Sphere Bestiary<br><br>Equipment<br><br>Weapons<br>Armor<br>Equipment<br>Special Materials<br><br>Alchemical Items<br>Apparatuses (Metamagic)<br>Charms<br>Compounds<br><br>Fabled Items<br>Implements<br>Marvelous Items<br>Schematics<br><br>Scrolls<br>Spell Engines<br>Spellzones<br>Talent Crystals<br><br>Feats<br><br>Admixture<br>Anathema<br>Aristeia<br>Champion<br><br>Chance<br>Channeling<br>Combat<br>Companion<br><br>Counterspell<br>Damnation<br>Drawback<br>Extra<br><br>General<br>Item Creation<br>Metamagic<br>Necrosis<br><br>Plague<br>Protokinesis<br>Proxy<br>Purring<br><br>Racial<br>Ritual<br>Squadron<br>Surreal<br><br>Teamwork<br>Theurge<br>Wild Magic<br><br>Get Ultimate Spheres of Power<br>Get the Original RulebookU<br><br>Get Expanded OptionsU<br>Get Expanded Options 2<br><br>Alteration HandbookU<br>Conjuration HandbookU<br>Creation HandbookU<br>Dark HandbookU<br><br>Death HandbookU<br>Destruction HandbookU<br>Divination HandbookU<br>Enhancement HandbookU<br><br>Fate HandbookU<br>Illusion HandbookU<br>Life HandbookU<br>Light HandbookU<br><br>Mind HandbookU<br>Nature HandbookU<br>Protection HandbookU<br>Telekinesis HandbookU<br><br>Time HandbookU<br>War HandbookU<br>Warp HandbookU<br>Weather HandbookU<br><br>Spheres Apocrypha<br><br>Apex Shifter<br>Casting Traditions<br>Casting Traditions 2<br>Cognition Talents<br><br>Cohorts and Companions<br>Dark ApocryphaU<br>Debilitating Talents 2<br>Destruction ApocryphaU<br><br>Light ApocryphaU<br>Nature (Air) PackageU<br>Nature (Earth) ApocryphaU<br>Nature (Fire) ApocryphaU<br><br>Nature (M/P/W) ApocryphaU<br>Nature (Spirit) ApocryphaU<br>Protokinesis ApocryphaU<br>Sidhe Court<br><br>Other Spheres Products<br><br>Archetypes of PowerU<br>Archetypes of Power 2<br>The Bear Sphere<br>The Blood SphereU<br><br>Blood and Portents<br>Compounds of Power<br>The Conqueror's Handbook<br>The Fallen Fey SphereU<br><br>Initiate's Handbook<br>Items of PowerU<br>The Jester's Handbook<br>Mythic Spheres of Power<br><br>The Technomancy Sphere<br>Treasures of the Spheres<br>Treasures: Weapons and Tools<br>The Wraith ClassU<br><br>Wild Magic<br>Woodfaring Adventures<br>Worlds of Power<br>The Youxia's Handbook<br><br>Bestiary: Fey and Feyfolk<br>The High Magic Handbook<br>Realmwalker's Handbook<br>Bestiary: Fiends of the Cosmos<br><br>Adventures<br><br>Wreckage to Deliverance<br>Wreckage to Deliverance Player's Guide<br><br>U: Part of Ultimate Spheres of Power and does not need to be bought separately from that book<br><br>window['nitroAds'].createAd('wad-tier3-below-content', {<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"sizes": [ [ 300, 250 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br><br>$j( function(){<br><br>if(isUAMobile && screen.width 600) {<br>var $o = $j('<br>');<br>$j('body').append($o);<br>$j('body').css('margin-bottom', '200px');<br><br>var res = function(){<br>$o = $j('#wad-tier3-mobile-anchor');<br>if($o.length > 0){<br>$o.show();<br>var $w = $j(window);<br>var scale = $w.width() / 320;<br>$o.css('transform', 'scale('+scale+')');<br>} else {<br>$o.hide();<br>}<br>}<br><br>res();<br>setInterval(res, 1000);<br><br>window['nitroAds'].createAd('wad-tier3-mobile-anchor', {<br>"refreshLimit": 1,<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"format": "display",<br>"sizes": [ [ 320, 50 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br>}<br>});	Expanded Spheres: Baron's Lost Apocrypha [3PP]	
Channel Luck (Chance, Channeling)	Chance, Channeling	spheres	Channel energy.	When you channel energy, you may spend a kismet point to grant all creatures affected a luck bonus (if they were healed) or a luck penalty (if they were harmed and failed their save) to their next saving throw equal to the number of dice of your channel energy ability. This bonus lasts at most 1 minute for each die of your channel energy ability.			Spheres of Power/Might (Drop Dead Studios)	
Defy Fate (Chance)	Chance	spheres	Kismet pool.	As long as you have at least one kismet point remaining you automatically succeed on Constitution checks to stabilize and may roll saving throws against effects that would kill you outright (but not that would kill you through damage or other effects) twice and take the better result.			Spheres of Power/Might (Drop Dead Studios)	
Karmic Healing (Chance)	Chance	spheres		When you heal another creature’s hit points, whether using the Life sphere or another ability, you may spend a kismet point to regain an equal number of your own.			Spheres of Power/Might (Drop Dead Studios)	
Lucky Streak (Chance)	Chance	spheres		When you successfully confirm a critical hit, you may spend a kismet point to make an extra attack at your highest base attack bonus as an immediate action. If this attack hits, increase its critical threat range by +1. This bonus is applied after abilities such Improved Critical or the keen weapon special ability and cannot be doubled.			Spheres of Power/Might (Drop Dead Studios)	
Surge of Fortune (Chance)	Chance	spheres		When you roll a natural 15 or above on a skill check or ability check (including if you take 20), you may spend a kismet point to gain a +7 luck bonus to the roll.			Spheres of Power/Might (Drop Dead Studios)	
Weighted Dice (Chance)	Chance	spheres	Channel energy.	You may spend a kismet point to roll a d6 as a free action. At any time until you next regain kismet you may spend an immediate action to add the result of one of those die rolls to any attack roll, damage roll, or CMB, skill, or ability check. You may decide to use this after you roll but before you know the result. You may only have one use of Weighted Dice active at a time, and once you have used a die roll, it is expended.<br><br>The force of kismet is mostly the domain of ordained hunters and lucky bastards, but it is possible for others to tap into its abilities. Chance feats grant kismet and a way to use it.<br><br>When you first take a chance feat, you gain a kismet pool if you did not otherwise have one. You gain one kismet point at the beginning of each day, and this is also your maximum kismet. You regain kismet when you roll a natural 1 on an attack roll or saving throw, subject to the same limitations as an ordained hunter. If you already have a kismet pool, you gain 1 extra kismet point at the beginning of each day and your maximum kismet increases by 1 for every chance feat you possess.<br><br>Channel Luck (Chance, Channeling)<br><br>Prerequisites: Channel energy.<br><br>Benefit: When you channel energy, you may spend a kismet point to grant all creatures affected a luck bonus (if they were healed) or a luck penalty (if they were harmed and failed their save) to their next saving throw equal to the number of dice of your channel energy ability. This bonus lasts at most 1 minute for each die of your channel energy ability.<br><br>Defy Fate (Chance)<br><br>Prerequisites: Kismet pool.<br><br>Benefit: As long as you have at least one kismet point remaining you automatically succeed on Constitution checks to stabilize and may roll saving throws against effects that would kill you outright (but not that would kill you through damage or other effects) twice and take the better result.<br><br>Karmic Healing (Chance)<br><br>Benefit: When you heal another creature’s hit points, whether using the Life sphere or another ability, you may spend a kismet point to regain an equal number of your own.<br><br>Lucky Streak (Chance)<br><br>Benefit: When you successfully confirm a critical hit, you may spend a kismet point to make an extra attack at your highest base attack bonus as an immediate action. If this attack hits, increase its critical threat range by +1. This bonus is applied after abilities such Improved Critical or the keen weapon property and cannot be doubled.<br><br>Surge of Fortune (Chance)<br><br>Benefit: When you roll a natural 15 or above on a skill check or ability check (including if you take 20), you may spend a kismet point to gain a +7 luck bonus to the roll.<br><br>Weighted Dice (Chance)<br><br>Benefit: You may spend a kismet point to roll a d6. At any time until you next regain kismet you may spend an immediate action to add the result of one of those die rolls to any attack roll, damage roll, or CMB, skill, or ability check. You may decide to use this after you roll but before you know the result. Once you have used a die roll it is expended; you cannot use it again.<br><br>//<br><br>Spheres of Power by Drop Dead Studios<br><br>Using Spheres of Power<br><br>Classes<br><br>Armorist<br>Elementalist<br>Eliciter<br>Fey Adept<br><br>Hedgewitch<br>Incanter<br>Mageknight<br>Shifter<br><br>Soul Weaver<br>Symbiat<br>Thaumaturge<br>Wraith<br><br>Prestige Classes<br><br>Bokor<br>Forest Lord<br>Magemage<br>Realmwalker<br><br>Tempestarii<br>Waking Sleeper<br><br>Spheres<br><br>Alteration<br>Blood<br>Conjuration<br>Creation<br><br>Dark<br>Death<br>Destruction<br>Divination<br><br>Enhancement<br>Fallen Fey<br>Fate<br>Illusion<br><br>Life<br>Light<br>Mana<br>Mind<br><br>Nature<br>Protection<br>Telekinesis<br>Time<br><br>War<br>Warp<br>Weather<br><br>Other Spheres<br><br>Bear<br>Technomancy<br><br>Rules<br><br>About Advanced Magic<br>Advanced Talents<br>Alternate Racial Traits<br>Casting Traditions<br><br>Incantations<br>Magical Items<br>Mythic Spheres<br>Rituals<br><br>Spellcrafting<br>Traits<br>Wild Magic<br>Sphere Bestiary<br><br>Equipment<br><br>Weapons<br>Armor<br>Equipment<br>Special Materials<br><br>Alchemical Items<br>Apparatuses (Metamagic)<br>Charms<br>Compounds<br><br>Fabled Items<br>Implements<br>Marvelous Items<br>Schematics<br><br>Scrolls<br>Spell Engines<br>Spellzones<br>Talent Crystals<br><br>Feats<br><br>Admixture<br>Anathema<br>Aristeia<br>Champion<br><br>Chance<br>Channeling<br>Combat<br>Companion<br><br>Counterspell<br>Damnation<br>Drawback<br>Extra<br><br>General<br>Item Creation<br>Metamagic<br>Necrosis<br><br>Plague<br>Protokinesis<br>Proxy<br>Purring<br><br>Racial<br>Ritual<br>Squadron<br>Surreal<br><br>Teamwork<br>Theurge<br>Wild Magic<br><br>Get Ultimate Spheres of Power<br>Get the Original RulebookU<br><br>Get Expanded OptionsU<br>Get Expanded Options 2<br><br>Alteration HandbookU<br>Conjuration HandbookU<br>Creation HandbookU<br>Dark HandbookU<br><br>Death HandbookU<br>Destruction HandbookU<br>Divination HandbookU<br>Enhancement HandbookU<br><br>Fate HandbookU<br>Illusion HandbookU<br>Life HandbookU<br>Light HandbookU<br><br>Mind HandbookU<br>Nature HandbookU<br>Protection HandbookU<br>Telekinesis HandbookU<br><br>Time HandbookU<br>War HandbookU<br>Warp HandbookU<br>Weather HandbookU<br><br>Spheres Apocrypha<br><br>Apex Shifter<br>Casting Traditions<br>Casting Traditions 2<br>Cognition Talents<br><br>Cohorts and Companions<br>Dark ApocryphaU<br>Debilitating Talents 2<br>Destruction ApocryphaU<br><br>Light ApocryphaU<br>Nature (Air) PackageU<br>Nature (Earth) ApocryphaU<br>Nature (Fire) ApocryphaU<br><br>Nature (M/P/W) ApocryphaU<br>Nature (Spirit) ApocryphaU<br>Protokinesis ApocryphaU<br>Sidhe Court<br><br>Other Spheres Products<br><br>Archetypes of PowerU<br>Archetypes of Power 2<br>The Bear Sphere<br>The Blood SphereU<br><br>Blood and Portents<br>Compounds of Power<br>The Conqueror's Handbook<br>The Fallen Fey SphereU<br><br>Initiate's Handbook<br>Items of PowerU<br>The Jester's Handbook<br>Mythic Spheres of Power<br><br>The Technomancy Sphere<br>Treasures of the Spheres<br>Treasures: Weapons and Tools<br>The Wraith ClassU<br><br>Wild Magic<br>Woodfaring Adventures<br>Worlds of Power<br>The Youxia's Handbook<br><br>Bestiary: Fey and Feyfolk<br>The High Magic Handbook<br>Realmwalker's Handbook<br>Bestiary: Fiends of the Cosmos<br><br>Adventures<br><br>Wreckage to Deliverance<br>Wreckage to Deliverance Player's Guide<br><br>U: Part of Ultimate Spheres of Power and does not need to be bought separately from that book<br><br>window['nitroAds'].createAd('wad-tier3-below-content', {<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"sizes": [ [ 300, 250 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br><br>$j( function(){<br><br>if(isUAMobile && screen.width 600) {<br>var $o = $j('<br>');<br>$j('body').append($o);<br>$j('body').css('margin-bottom', '200px');<br><br>var res = function(){<br>$o = $j('#wad-tier3-mobile-anchor');<br>if($o.length > 0){<br>$o.show();<br>var $w = $j(window);<br>var scale = $w.width() / 320;<br>$o.css('transform', 'scale('+scale+')');<br>} else {<br>$o.hide();<br>}<br>}<br><br>res();<br>setInterval(res, 1000);<br><br>window['nitroAds'].createAd('wad-tier3-mobile-anchor', {<br>"refreshLimit": 1,<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"format": "display",<br>"sizes": [ [ 320, 50 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br>}<br>});			Spheres of Power/Might (Drop Dead Studios)	
Blessing/Blight Mastery (Channeling)	Channeling	spheres	Blessing/blight class feature, channel energy class feature.	When you channel energy, you may spend an additional use of channel energy to apply a blessing or blight to one creature that was affected by your channeling. This creature is allowed a saving throw as usual, if they would normally be granted one.			Spheres of Power/Might (Drop Dead Studios)	
Blessing/Blight Versatility (Channeling)	Channeling	spheres	Versatile Channeler, blessing/blight class feature, channel energy class feature.	If you can apply blessings to targets, you may now also apply blights, treating your soul weaver level as being effectively 2 levels lower for this purpose.<br><br>If you can apply blights to targets, you may now also apply blessing, treating your soul weaver level as being effectively 2 levels lower for this purpose.			Spheres of Power/Might (Drop Dead Studios)	
Buffeting Channel (Channeling)	Channeling	spheres	Channel Energy	You may force creatures to make a Fortitude save to resist the effects of your channel energy rather than a Will save. Undead are not immune to channeled energy that allows a Fortitude save.			Baron’s Secluded Library [SM—]	
Channel Destruction (Channeling)	Channeling	spheres	Destruction sphere, channel energy class feature.	You may imbue your channel energy with a blast type talent. This channeled energy may only be used to harm, but affects all creatures in the area, not just living or undead. The channeled energy does its normal number of damage dice of a die size and damage type corresponding to the chosen blast type. Additional effects apply as usual for the chosen blast type.<br><br>If more than one blast type is known, a different blast type may be selected each time channel energy is used. For example, a 5th level soul weaver with this feat and the Crystal Blast talent could channel energy, dealing 3d4 piercing damage as well as the effects of Crystal Blast in the normal area and with the normal DC of her channel energy. If, for example, she also possesses the Searing Blast talent, the next round she can channel energy, dealing 3d8 fire damage.<br><br>If the (blast type) talent chosen has additional spell point costs, an additional use of channel energy must be used in place of each spell point required. You may spend a spell point to increase the damage to one die per level in the class that grants channel energy that you possess.			Spheres of Power/Might (Drop Dead Studios)	
Channel Life (Channeling)	Channeling	spheres	Life sphere, channel energy class feature.	You may channel energy and augment it with your Life sphere abilities. You must spend the normal spell point cost of the ability, but may target any creature that is affected by your channel energy, even if they would normally be out of range of your ability. If combined with Mass Healing, you may affect every creature affected by your channel energy.			Spheres of Power/Might (Drop Dead Studios)	
Channel Luck (Chance, Channeling)	Chance, Channeling	spheres	Channel energy.	When you channel energy, you may spend a kismet point to grant all creatures affected a luck bonus (if they were healed) or a luck penalty (if they were harmed and failed their save) to their next saving throw equal to the number of dice of your channel energy ability. This bonus lasts at most 1 minute for each die of your channel energy ability.			Spheres of Power/Might (Drop Dead Studios)	
Channel Resolve (Channeling)	Channeling	spheres	Channel energy class feature.	When you channel energy, instead of its normal effects, you may instead grant those within range a single attack. These attacks are made immediately in initiative order. Each attack receives a bonus to damage equal to the number of dice you would have rolled for your channel energy.			Spheres of Power/Might (Drop Dead Studios)	
Channeled Detonation (Channeling)	Channeling	spheres	Death sphere, ability to channel negative energy, caster level 5th.	You can spend a use of your channel energy ability as a standard action to detonate a mindless undead you control within 30 feet, destroying it, but causing your channel energy to burst outwards from its location; your channel deals (or heals, as appropriate) 1 additional point of damage per Hit Die of the undead sacrificed. You can activate this ability as an immediate action whenever a mindless undead you control within 30 feet is reduced to 0 hit points by spending a spell point (and a use of channel energy, as normal).<br><br>If you possess the Master’s Presence (dominion) talent, you may use your dominion range when determining if an undead you control is within range for this feat.			Spheres of Power/Might (Drop Dead Studios) [Gravecaller's HB]	
Defiler’s Channel (Channeling, Defiler, Drawback)	Channeling, Defiler, Drawback	spheres	Terrain Casting drawback, channel energy 3d6.	Whenever you channel energy, you may drain an area of its nutrients as per the Terrain Casting drawback. If you do, the number of dice used with your channel energy increases by 2.<br><br>Four Defiler Feats: The number of dice increases by 4 rather than 2.			Spheres of Power/Might (Drop Dead Studios) [Cata. HB]	
Energized Appeasement (Channeling)	Channeling	spheres	Spirit class feature.	When your spirit would gain a point of influence over you, you may spend two uses of channel energy in place of allowing the spirit to gain that point of influence. In addition, when you would spend a use of channel energy, you may instead allow your spirit to gain a point of influence over you.			Spheres of Power/Might (Drop Dead Studios) [DbH]	
Improved Channel Smite (Channeling) (Combat)	Channeling	spheres	Channel Smite	When you use Channel Smite, the benefits of the feat apply to one additional attack made before the end of your next turn. In addition, whenever you use Channel Smite, you can activate the ability as an immediate action after you roll for a melee attack but before the result is revealed.			Baron’s Secluded Library [SM—]	
Pulsing Channel (Channeling)	Channeling	spheres	Channel Energy 4d6	You may spend 2 uses of channel energy as a standard action to create a pulsing channel for 1 minute. While pulsing channel is active, you may channel energy as a free action, save that the range is reduced to 10 feet and the channel energy dice are halved and rounded down (using 2d6 in place of 4d6 or 5d6). You cannot attach any additional feats or sphere effects to these channel energy uses save for effects that alter the effect’s targeting (such as Selective Channeling, Alignment Channel, and Elemental Channel).			Baron’s Secluded Library [SM—]	
Totemic Channeling (Channeling)	Channeling	spheres	War sphere, channel energy class feature.	When you use your channel energy feature, instead of affecting everyone in a specific radius, you may spend a spell point to have it affect all allies or all enemies in a totem you control. You do not need to be within the chosen totem.<br><br>//<br><br>Spheres of Power by Drop Dead Studios<br><br>Using Spheres of Power<br><br>Classes<br><br>Armorist<br>Elementalist<br>Eliciter<br>Fey Adept<br><br>Hedgewitch<br>Incanter<br>Mageknight<br>Shifter<br><br>Soul Weaver<br>Symbiat<br>Thaumaturge<br>Wraith<br><br>Prestige Classes<br><br>Bokor<br>Forest Lord<br>Magemage<br>Realmwalker<br><br>Tempestarii<br>Waking Sleeper<br><br>Spheres<br><br>Alteration<br>Blood<br>Conjuration<br>Creation<br><br>Dark<br>Death<br>Destruction<br>Divination<br><br>Enhancement<br>Fallen Fey<br>Fate<br>Illusion<br><br>Life<br>Light<br>Mana<br>Mind<br><br>Nature<br>Protection<br>Telekinesis<br>Time<br><br>War<br>Warp<br>Weather<br><br>Other Spheres<br><br>Bear<br>Technomancy<br><br>Rules<br><br>About Advanced Magic<br>Advanced Talents<br>Alternate Racial Traits<br>Casting Traditions<br><br>Incantations<br>Magical Items<br>Mythic Spheres<br>Rituals<br><br>Spellcrafting<br>Traits<br>Wild Magic<br>Sphere Bestiary<br><br>Equipment<br><br>Weapons<br>Armor<br>Equipment<br>Special Materials<br><br>Alchemical Items<br>Apparatuses (Metamagic)<br>Charms<br>Compounds<br><br>Fabled Items<br>Implements<br>Marvelous Items<br>Schematics<br><br>Scrolls<br>Spell Engines<br>Spellzones<br>Talent Crystals<br><br>Feats<br><br>Admixture<br>Anathema<br>Aristeia<br>Champion<br><br>Chance<br>Channeling<br>Combat<br>Companion<br><br>Counterspell<br>Damnation<br>Drawback<br>Extra<br><br>General<br>Item Creation<br>Metamagic<br>Necrosis<br><br>Plague<br>Protokinesis<br>Proxy<br>Purring<br><br>Racial<br>Ritual<br>Squadron<br>Surreal<br><br>Teamwork<br>Theurge<br>Wild Magic<br><br>Get Ultimate Spheres of Power<br>Get the Original RulebookU<br><br>Get Expanded OptionsU<br>Get Expanded Options 2<br><br>Alteration HandbookU<br>Conjuration HandbookU<br>Creation HandbookU<br>Dark HandbookU<br><br>Death HandbookU<br>Destruction HandbookU<br>Divination HandbookU<br>Enhancement HandbookU<br><br>Fate HandbookU<br>Illusion HandbookU<br>Life HandbookU<br>Light HandbookU<br><br>Mind HandbookU<br>Nature HandbookU<br>Protection HandbookU<br>Telekinesis HandbookU<br><br>Time HandbookU<br>War HandbookU<br>Warp HandbookU<br>Weather HandbookU<br><br>Spheres Apocrypha<br><br>Apex Shifter<br>Casting Traditions<br>Casting Traditions 2<br>Cognition Talents<br><br>Cohorts and Companions<br>Dark ApocryphaU<br>Debilitating Talents 2<br>Destruction ApocryphaU<br><br>Light ApocryphaU<br>Nature (Air) PackageU<br>Nature (Earth) ApocryphaU<br>Nature (Fire) ApocryphaU<br><br>Nature (M/P/W) ApocryphaU<br>Nature (Spirit) ApocryphaU<br>Protokinesis ApocryphaU<br>Sidhe Court<br><br>Other Spheres Products<br><br>Archetypes of PowerU<br>Archetypes of Power 2<br>The Bear Sphere<br>The Blood SphereU<br><br>Blood and Portents<br>Compounds of Power<br>The Conqueror's Handbook<br>The Fallen Fey SphereU<br><br>Initiate's Handbook<br>Items of PowerU<br>The Jester's Handbook<br>Mythic Spheres of Power<br><br>The Technomancy Sphere<br>Treasures of the Spheres<br>Treasures: Weapons and Tools<br>The Wraith ClassU<br><br>Wild Magic<br>Woodfaring Adventures<br>Worlds of Power<br>The Youxia's Handbook<br><br>Bestiary: Fey and Feyfolk<br>The High Magic Handbook<br>Realmwalker's Handbook<br>Bestiary: Fiends of the Cosmos<br><br>Adventures<br><br>Wreckage to Deliverance<br>Wreckage to Deliverance Player's Guide<br><br>U: Part of Ultimate Spheres of Power and does not need to be bought separately from that book<br><br>window['nitroAds'].createAd('wad-tier3-below-content', {<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"sizes": [ [ 300, 250 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br><br>$j( function(){<br><br>if(isUAMobile && screen.width 600) {<br>var $o = $j('<br>');<br>$j('body').append($o);<br>$j('body').css('margin-bottom', '200px');<br><br>var res = function(){<br>$o = $j('#wad-tier3-mobile-anchor');<br>if($o.length > 0){<br>$o.show();<br>var $w = $j(window);<br>var scale = $w.width() / 320;<br>$o.css('transform', 'scale('+scale+')');<br>} else {<br>$o.hide();<br>}<br>}<br><br>res();<br>setInterval(res, 1000);<br><br>window['nitroAds'].createAd('wad-tier3-mobile-anchor', {<br>"refreshLimit": 1,<br>"refreshTime": 30,<br>"renderVisibleOnly": false,<br>"refreshVisibleOnly": true,<br>"format": "display",<br>"sizes": [ [ 320, 50 ] ],<br>"report": {<br>"enabled": true,<br>"wording": "Report Ad",<br>"position": "bottom-right"<br>}<br>});<br>}<br>});			Spheres of Power/Might (Drop Dead Studios)	
